"voltage_base","current_base","current_emitter",""
5.000000000000001,2.4599999999999998e-05,-0.00438
4.8595814678425455,2.35e-05,-0.00423
4.723106408519741,2.26e-05,-0.004090000000000001
4.590464074698179,2.1799999999999998e-05,-0.00396
4.461546829240049,2.1e-05,-0.0038400000000000005
4.336250057857321,2.03e-05,-0.00371
4.2144720842189205,1.95e-05,-0.0035900000000000003
4.096114087442002,1.88e-05,-0.0034700000000000004
3.9810800219003863,1.8e-05,-0.0033200000000000005
3.869276539285062,1.73e-05,-0.00322
3.760612912853525,1.67e-05,-0.0031100000000000004
3.6550009638064718,1.61e-05,-0.003
3.5523549897321143,1.55e-05,-0.0029000000000000002
3.4525916950600353,1.49e-05,-0.0028000000000000004
3.355630123468165,1.4299999999999999e-05,-0.00271
3.261391592188017,1.38e-05,-0.0026100000000000003
3.169799628154876,1.33e-05,-0.00252
3.080779905951125,1.28e-05,-0.0024300000000000003
2.994260187492357,1.22e-05,-0.00235
2.9101702634073203,1.1799999999999999e-05,-0.0022600000000000003
2.828441896064134,1.2e-05,-0.00217
2.7490087641965393,1.154e-05,-0.0021000000000000003
2.671806409085248,1.11e-05,-0.00202
2.5967721822507217,1.0690000000000001e-05,-0.0019500000000000001
2.52384519461493,1.028e-05,-0.0018800000000000002
2.4529662670908348,9.87e-06,-0.0018000000000000002
2.3840778825595055,9.49e-06,-0.0017400000000000002
2.3171241391958937,9.12e-06,-0.00167
2.2520507051053946,8.750000000000001e-06,-0.00161
2.1888047742343826,8.400000000000001e-06,-0.0015400000000000001
2.127335023518938,8.050000000000001e-06,-0.0014800000000000002
2.067591571237003,7.73e-06,-0.00143
2.009525936530158,7.4e-06,-0.0013700000000000001
1.9530910000621777,7.0200000000000006e-06,-0.0013000000000000002
1.8982409657824444,6.72e-06,-0.00125
1.8449313237631801,6.42e-06,-0.0012000000000000001
1.793118814080353,6.1400000000000005e-06,-0.0011500000000000002
1.7427613917089368,5.87e-06,-0.0011
1.6938181924040463,5.6e-06,-0.0010500000000000002
1.6462494995402523,5.34e-06,-0.001
1.6000167118821749,5.09e-06,-0.0009339999999999999
1.5550823122601964,4.84e-06,-0.000891
1.5114098371258768,4.6e-06,-0.000848
1.468963846962366,4.3700000000000005e-06,-0.000806
1.4277098975258011,4.15e-06,-0.000766
1.3876145118943524,3.9300000000000005e-06,-0.000727
1.3486451533022348,3.72e-06,-0.0006889999999999999
1.3107701987366416,3.52e-06,-0.0006529999999999999
1.2739589132761746,3.33e-06,-0.000619
1.238181425149945,3.13e-06,-0.000583
1.2034087014971089,2.95e-06,-0.0005499999999999999
1.1696125248071623,2.77e-06,-0.000518
1.1367654700218828,2.6e-06,-0.00048699999999999997
1.1048408822803324,2.43e-06,-0.00045599999999999997
1.073812855288862,2.27e-06,-0.00042699999999999997
1.0436562102985685,2.11e-06,-0.00039799999999999997
1.0143464756731408,1.96e-06,-0.00037099999999999996
0.9858598670305189,1.81e-06,-0.00034399999999999996
0.958173267942245,1.66e-06,-0.000318
0.9312642111748526,1.53e-06,-0.000294
0.905110860458064,1.4e-06,-0.00027
0.8796919927650054,1.331e-06,-0.000245
0.8549869810900597,1.209e-06,-0.000223
0.8309757777103797,1.088e-06,-0.000202
0.8076388979174814,9.75e-07,-0.00018099999999999998
0.7849574042057139,8.690000000000001e-07,-0.00016199999999999998
0.7629128909047754,7.650000000000001e-07,-0.000144
0.7414874692438056,6.63e-07,-0.000126
0.7206637528349333,5.67e-07,-0.000108
0.7004248435645004,4.77e-07,-8.989999999999999e-05
0.680754317880512,3.94e-07,-7.51e-05
0.6616362134651858,2.044e-07,-6.0299999999999995e-05
0.6430550162817861,2.044e-07,-4.8e-05
0.6249956479852308,1.883e-07,-3.6899999999999996e-05
0.607443453686254,1.349e-07,-2.73e-05
0.5903841900591982,9.07e-08,-1.94e-05
0.5738040137837821,5.5900000000000004e-08,-1.3199999999999999e-05
0.5576894703114671,3.0700000000000004e-08,-7.94e-06
0.5420274829473062,1.3400000000000001e-08,-4.93e-06
0.526805342238414,2.6e-09,-3e-06
0.5120106956604492,-3.9e-09,-1.7800000000000001e-06
0.4976315375937378,-8.3e-09,-1.04e-06
0.4836561995809037,-9.6e-09,-5.900000000000001e-07
0.47007334085810304,-1.1200000000000001e-08,-3.51e-07
0.45687193915217383,-1.19e-08,-2.14e-07
0.44404128173623814,-1.2300000000000001e-08,-1.31e-07
0.43157095673649465,-1.1400000000000001e-08,-7.83e-08
0.4194508446831492,-1.18e-08,-5.02e-08
0.4076711102986267,-1.17e-08,-3.24e-08
0.39622219451640006,-1.17e-08,-2.1700000000000002e-08
0.38509480672396035,-1.13e-08,-1.51e-08
0.37427991722363285,-1.13e-08,-1.03e-08
0.3637687499051216,-1.17e-08,-7.2e-09
0.35355277512383565,-1.1200000000000001e-08,-5.3e-09
0.3436237027792189,-1.1000000000000001e-08,-4.5e-09
0.3339734755874654,-1.06e-08,-3.6e-09
0.32459426254316226,-1.05e-08,-2.6e-09
0.31547845256455376,-1.07e-08,-2.2000000000000003e-09
0.30661864831726976,-1.02e-08,-2.2000000000000003e-09
0.298007660211507,-1.02e-08,-1.9e-09
0.2896385005677915,-9.700000000000001e-09,-1.9e-09
0.2815043779465884,-9.3e-09,-2.2000000000000003e-09
0.2735986916371569,-9.6e-09,-2e-09
0.26591502630117897,-9.4e-09,-1.8e-09
0.2584471467668144,-9e-09,-1.7000000000000001e-09
0.25118899296895875,-8.7e-09,-1.9e-09
0.2441346750315966,-8.600000000000001e-09,-1.2e-09
