iin	V(iin)	V(vout)	I(Iin)	I(Iout)	I(Vout)
9.990100000000003e-06	3.346376e+00	5.000000e+00	9.990100e-06	6.049775e-19	6.049775e-19
1.009000000000000e-05	3.341380e+00	5.000000e+00	1.009000e-05	1.897354e-19	1.897354e-19
1.018990000000000e-05	3.336406e+00	5.000000e+00	1.018990e-05	-8.621683e-21	-8.621683e-21
1.028980000000000e-05	3.331454e+00	5.000000e+00	1.028980e-05	9.486769e-19	9.486769e-19
1.038970000000000e-05	3.326524e+00	5.000000e+00	1.038970e-05	2.710505e-19	2.710505e-19
1.048960000000001e-05	3.321615e+00	5.000000e+00	1.048960e-05	-5.149960e-19	-5.149960e-19
1.058950000000001e-05	3.316728e+00	5.000000e+00	1.058950e-05	1.129878e-18	1.129878e-18
1.068940000000001e-05	3.311861e+00	5.000000e+00	1.068940e-05	-1.084202e-18	-1.084202e-18
1.078930000000001e-05	3.307015e+00	5.000000e+00	1.078930e-05	7.403280e-19	7.403280e-19
1.088920000000001e-05	3.302189e+00	5.000000e+00	1.088920e-05	1.002887e-18	1.002887e-18
1.098910000000001e-05	3.297384e+00	5.000000e+00	1.098910e-05	1.270760e-19	1.270760e-19
1.108900000000001e-05	3.292597e+00	5.000000e+00	1.108900e-05	-1.246832e-18	-1.246832e-18
1.118890000000001e-05	3.287831e+00	5.000000e+00	1.118890e-05	3.523657e-19	3.523657e-19
1.128880000000001e-05	3.283083e+00	5.000000e+00	1.128880e-05	-6.234162e-19	-6.234162e-19
1.138870000000001e-05	3.278354e+00	5.000000e+00	1.138870e-05	-4.336809e-19	-4.336809e-19
1.148860000000001e-05	3.273644e+00	5.000000e+00	1.148860e-05	-7.943925e-19	-7.943925e-19
1.158850000000001e-05	3.268952e+00	5.000000e+00	1.158850e-05	-9.049206e-19	-9.049206e-19
1.168840000000001e-05	3.264279e+00	5.000000e+00	1.168840e-05	1.073708e-18	1.073708e-18
1.178830000000001e-05	3.259623e+00	5.000000e+00	1.178830e-05	-4.607859e-19	-4.607859e-19
1.188820000000001e-05	3.254985e+00	5.000000e+00	1.188820e-05	-2.981556e-19	-2.981556e-19
1.198810000000001e-05	3.250364e+00	5.000000e+00	1.198810e-05	2.168404e-19	2.168404e-19
1.208800000000001e-05	3.245761e+00	5.000000e+00	1.208800e-05	1.626303e-19	1.626303e-19
1.218790000000001e-05	3.241174e+00	5.000000e+00	1.218790e-05	-3.794708e-19	-3.794708e-19
1.228780000000001e-05	3.236605e+00	5.000000e+00	1.228780e-05	1.790041e-19	1.790041e-19
1.238770000000002e-05	3.232052e+00	5.000000e+00	1.238770e-05	-1.517883e-18	-1.517883e-18
1.248760000000002e-05	3.227515e+00	5.000000e+00	1.248760e-05	5.149960e-19	5.149960e-19
1.258750000000002e-05	3.222994e+00	5.000000e+00	1.258750e-05	-1.246832e-18	-1.246832e-18
1.268740000000002e-05	3.218489e+00	5.000000e+00	1.268740e-05	-1.534103e-18	-1.534103e-18
1.278730000000002e-05	3.214000e+00	5.000000e+00	1.278730e-05	-1.897354e-19	-1.897354e-19
1.288720000000002e-05	3.209527e+00	5.000000e+00	1.288720e-05	5.311406e-19	5.311406e-19
1.298710000000002e-05	3.205069e+00	5.000000e+00	1.298710e-05	-2.710505e-20	-2.710505e-20
1.308700000000002e-05	3.200626e+00	5.000000e+00	1.308700e-05	1.556023e-18	1.556023e-18
1.318690000000002e-05	3.196198e+00	5.000000e+00	1.318690e-05	-8.944668e-19	-8.944668e-19
1.328680000000002e-05	3.191785e+00	5.000000e+00	1.328680e-05	-7.047314e-19	-7.047314e-19
1.338670000000002e-05	3.187387e+00	5.000000e+00	1.338670e-05	6.776264e-19	6.776264e-19
1.348660000000002e-05	3.183003e+00	5.000000e+00	1.348660e-05	-8.131516e-19	-8.131516e-19
1.358650000000002e-05	3.178634e+00	5.000000e+00	1.358650e-05	4.766725e-19	4.766725e-19
1.368640000000002e-05	3.174278e+00	5.000000e+00	1.368640e-05	1.897354e-19	1.897354e-19
1.378630000000002e-05	3.169937e+00	5.000000e+00	1.378630e-05	-3.794708e-19	-3.794708e-19
1.388620000000002e-05	3.165610e+00	5.000000e+00	1.388620e-05	1.029992e-18	1.029992e-18
1.398610000000002e-05	3.161296e+00	5.000000e+00	1.398610e-05	-9.757820e-19	-9.757820e-19
1.408600000000002e-05	3.156996e+00	5.000000e+00	1.408600e-05	7.860466e-19	7.860466e-19
1.418590000000002e-05	3.152709e+00	5.000000e+00	1.418590e-05	1.490778e-18	1.490778e-18
1.428580000000003e-05	3.148435e+00	5.000000e+00	1.428580e-05	9.059341e-19	9.059341e-19
1.438570000000003e-05	3.144175e+00	5.000000e+00	1.438570e-05	5.421011e-19	5.421011e-19
1.448560000000003e-05	3.139927e+00	5.000000e+00	1.448560e-05	-3.523657e-19	-3.523657e-19
1.458550000000003e-05	3.135693e+00	5.000000e+00	1.458550e-05	-4.723572e-19	-4.723572e-19
1.468540000000003e-05	3.131471e+00	5.000000e+00	1.468540e-05	1.289437e-18	1.289437e-18
1.478530000000003e-05	3.127261e+00	5.000000e+00	1.478530e-05	-1.192622e-18	-1.192622e-18
1.488520000000003e-05	3.123065e+00	5.000000e+00	1.488520e-05	-1.165517e-18	-1.165517e-18
1.498510000000003e-05	3.118880e+00	5.000000e+00	1.498510e-05	0.000000e+00	0.000000e+00
1.508500000000003e-05	3.114707e+00	5.000000e+00	1.508500e-05	-3.135193e-19	-3.135193e-19
1.518490000000003e-05	3.110547e+00	5.000000e+00	1.518490e-05	-2.828254e-19	-2.828254e-19
1.528480000000003e-05	3.106398e+00	5.000000e+00	1.528480e-05	4.878910e-19	4.878910e-19
1.538470000000003e-05	3.102262e+00	5.000000e+00	1.538470e-05	5.421011e-19	5.421011e-19
1.548460000000003e-05	3.098136e+00	5.000000e+00	1.548460e-05	5.421011e-20	5.421011e-20
1.558450000000003e-05	3.094023e+00	5.000000e+00	1.558450e-05	7.860466e-19	7.860466e-19
1.568440000000003e-05	3.089921e+00	5.000000e+00	1.568440e-05	2.591104e-19	2.591104e-19
1.578430000000002e-05	3.085830e+00	5.000000e+00	1.578430e-05	-1.029992e-18	-1.029992e-18
1.588420000000002e-05	3.081751e+00	5.000000e+00	1.588420e-05	4.607859e-19	4.607859e-19
1.598410000000002e-05	3.077682e+00	5.000000e+00	1.598410e-05	-3.252607e-19	-3.252607e-19
1.608400000000002e-05	3.073625e+00	5.000000e+00	1.608400e-05	1.150482e-18	1.150482e-18
1.618390000000002e-05	3.069579e+00	5.000000e+00	1.618390e-05	1.029992e-18	1.029992e-18
1.628380000000002e-05	3.065543e+00	5.000000e+00	1.628380e-05	-1.286071e-18	-1.286071e-18
1.638370000000002e-05	3.061518e+00	5.000000e+00	1.638370e-05	-1.138412e-18	-1.138412e-18
1.648360000000002e-05	3.057504e+00	5.000000e+00	1.648360e-05	1.355253e-19	1.355253e-19
1.658350000000001e-05	3.053500e+00	5.000000e+00	1.658350e-05	5.692061e-19	5.692061e-19
1.668340000000001e-05	3.049507e+00	5.000000e+00	1.668340e-05	-2.168404e-19	-2.168404e-19
1.678330000000001e-05	3.045524e+00	5.000000e+00	1.678330e-05	0.000000e+00	0.000000e+00
1.688320000000001e-05	3.041551e+00	5.000000e+00	1.688320e-05	5.002130e-19	5.002130e-19
1.698310000000001e-05	3.037588e+00	5.000000e+00	1.698310e-05	1.207374e-18	1.207374e-18
1.708300000000001e-05	3.033635e+00	5.000000e+00	1.708300e-05	2.710505e-19	2.710505e-19
1.718290000000001e-05	3.029693e+00	5.000000e+00	1.718290e-05	-1.517883e-18	-1.517883e-18
1.728280000000001e-05	3.025760e+00	5.000000e+00	1.728280e-05	1.057097e-18	1.057097e-18
1.738270000000001e-05	3.021837e+00	5.000000e+00	1.738270e-05	-7.443120e-19	-7.443120e-19
1.748260000000000e-05	3.017923e+00	5.000000e+00	1.748260e-05	1.328148e-18	1.328148e-18
1.758250000000000e-05	3.014019e+00	5.000000e+00	1.758250e-05	-3.252607e-19	-3.252607e-19
1.768240000000000e-05	3.010125e+00	5.000000e+00	1.768240e-05	-2.981556e-19	-2.981556e-19
1.778230000000000e-05	3.006240e+00	5.000000e+00	1.778230e-05	9.486769e-19	9.486769e-19
1.788220000000000e-05	3.002364e+00	5.000000e+00	1.788220e-05	-3.920965e-19	-3.920965e-19
1.798210000000000e-05	2.998497e+00	5.000000e+00	1.798210e-05	-1.897354e-19	-1.897354e-19
1.808200000000000e-05	2.994640e+00	5.000000e+00	1.808200e-05	1.355253e-18	1.355253e-18
1.818190000000000e-05	2.990792e+00	5.000000e+00	1.818190e-05	-1.423853e-18	-1.423853e-18
1.828179999999999e-05	2.986953e+00	5.000000e+00	1.828180e-05	4.751472e-19	4.751472e-19
1.838169999999999e-05	2.983123e+00	5.000000e+00	1.838170e-05	3.252607e-19	3.252607e-19
1.848159999999999e-05	2.979301e+00	5.000000e+00	1.848160e-05	6.633235e-19	6.633235e-19
1.858149999999999e-05	2.975489e+00	5.000000e+00	1.858150e-05	-4.336809e-19	-4.336809e-19
1.868139999999999e-05	2.971685e+00	5.000000e+00	1.868140e-05	-9.556016e-20	-9.556016e-20
1.878129999999999e-05	2.967890e+00	5.000000e+00	1.878130e-05	-5.692061e-19	-5.692061e-19
1.888119999999999e-05	2.964103e+00	5.000000e+00	1.888120e-05	1.226078e-19	1.226078e-19
1.898109999999999e-05	2.960325e+00	5.000000e+00	1.898110e-05	-4.607859e-19	-4.607859e-19
1.908099999999999e-05	2.956556e+00	5.000000e+00	1.908100e-05	-4.737604e-19	-4.737604e-19
1.918089999999998e-05	2.952795e+00	5.000000e+00	1.918090e-05	4.206780e-19	4.206780e-19
1.928079999999998e-05	2.949042e+00	5.000000e+00	1.928080e-05	8.131516e-20	8.131516e-20
1.938069999999998e-05	2.945297e+00	5.000000e+00	1.938070e-05	0.000000e+00	0.000000e+00
1.948059999999998e-05	2.941561e+00	5.000000e+00	1.948060e-05	-8.262389e-19	-8.262389e-19
1.958049999999998e-05	2.937832e+00	5.000000e+00	1.958050e-05	-4.878910e-19	-4.878910e-19
1.968039999999998e-05	2.934112e+00	5.000000e+00	1.968040e-05	2.036975e-19	2.036975e-19
1.978029999999998e-05	2.930399e+00	5.000000e+00	1.978030e-05	-1.558159e-18	-1.558159e-18
1.988019999999998e-05	2.926695e+00	5.000000e+00	1.988020e-05	-6.095095e-19	-6.095095e-19
1.998009999999997e-05	2.922998e+00	5.000000e+00	1.998010e-05	-4.607859e-19	-4.607859e-19
2.007999999999997e-05	2.919309e+00	5.000000e+00	2.008000e-05	-1.138412e-18	-1.138412e-18
2.017989999999997e-05	2.915628e+00	5.000000e+00	2.017990e-05	1.395638e-18	1.395638e-18
2.027979999999997e-05	2.911955e+00	5.000000e+00	2.027980e-05	-1.192622e-18	-1.192622e-18
2.037969999999997e-05	2.908289e+00	5.000000e+00	2.037970e-05	7.860466e-19	7.860466e-19
2.047959999999997e-05	2.904631e+00	5.000000e+00	2.047960e-05	3.252607e-19	3.252607e-19
2.057949999999997e-05	2.900980e+00	5.000000e+00	2.057950e-05	-2.573344e-19	-2.573344e-19
2.067939999999997e-05	2.897336e+00	5.000000e+00	2.067940e-05	-5.828955e-19	-5.828955e-19
2.077929999999997e-05	2.893701e+00	5.000000e+00	2.077930e-05	6.765256e-20	6.765256e-20
2.087919999999996e-05	2.890072e+00	5.000000e+00	2.087920e-05	-3.252607e-19	-3.252607e-19
2.097909999999996e-05	2.886451e+00	5.000000e+00	2.097910e-05	6.234162e-19	6.234162e-19
2.107899999999996e-05	2.882837e+00	5.000000e+00	2.107900e-05	-6.234162e-19	-6.234162e-19
2.117889999999996e-05	2.879230e+00	5.000000e+00	2.117890e-05	4.336809e-19	4.336809e-19
2.127879999999996e-05	2.875630e+00	5.000000e+00	2.127880e-05	-1.355253e-18	-1.355253e-18
2.137869999999996e-05	2.872037e+00	5.000000e+00	2.137870e-05	4.200799e-19	4.200799e-19
2.147859999999996e-05	2.868452e+00	5.000000e+00	2.147860e-05	8.402567e-19	8.402567e-19
2.157849999999996e-05	2.864873e+00	5.000000e+00	2.157850e-05	-6.505213e-19	-6.505213e-19
2.167839999999995e-05	2.861301e+00	5.000000e+00	2.167840e-05	-1.436568e-18	-1.436568e-18
2.177829999999995e-05	2.857736e+00	5.000000e+00	2.177830e-05	-1.370486e-20	-1.370486e-20
2.187819999999995e-05	2.854178e+00	5.000000e+00	2.187820e-05	4.607859e-19	4.607859e-19
2.197809999999995e-05	2.850626e+00	5.000000e+00	2.197810e-05	6.776264e-19	6.776264e-19
2.207799999999995e-05	2.847082e+00	5.000000e+00	2.207800e-05	4.607859e-19	4.607859e-19
2.217789999999995e-05	2.843544e+00	5.000000e+00	2.217790e-05	0.000000e+00	0.000000e+00
2.227779999999995e-05	2.840013e+00	5.000000e+00	2.227780e-05	4.878910e-19	4.878910e-19
2.237769999999995e-05	2.836488e+00	5.000000e+00	2.237770e-05	-8.944668e-19	-8.944668e-19
2.247759999999995e-05	2.832970e+00	5.000000e+00	2.247760e-05	-8.673617e-19	-8.673617e-19
2.257749999999994e-05	2.829458e+00	5.000000e+00	2.257750e-05	-2.036439e-19	-2.036439e-19
2.267739999999994e-05	2.825953e+00	5.000000e+00	2.267740e-05	1.531817e-18	1.531817e-18
2.277729999999994e-05	2.822454e+00	5.000000e+00	2.277730e-05	-1.043951e-18	-1.043951e-18
2.287719999999994e-05	2.818961e+00	5.000000e+00	2.287720e-05	1.029992e-18	1.029992e-18
2.297709999999994e-05	2.815475e+00	5.000000e+00	2.297710e-05	-4.336809e-19	-4.336809e-19
2.307699999999994e-05	2.811995e+00	5.000000e+00	2.307700e-05	-8.131516e-19	-8.131516e-19
2.317689999999994e-05	2.808522e+00	5.000000e+00	2.317690e-05	4.336809e-19	4.336809e-19
2.327679999999994e-05	2.805054e+00	5.000000e+00	2.327680e-05	-2.851330e-19	-2.851330e-19
2.337669999999993e-05	2.801593e+00	5.000000e+00	2.337670e-05	-7.589415e-19	-7.589415e-19
2.347659999999993e-05	2.798137e+00	5.000000e+00	2.347660e-05	7.860466e-19	7.860466e-19
2.357649999999993e-05	2.794688e+00	5.000000e+00	2.357650e-05	-1.767862e-19	-1.767862e-19
2.367639999999993e-05	2.791245e+00	5.000000e+00	2.367640e-05	-4.607859e-19	-4.607859e-19
2.377629999999993e-05	2.787808e+00	5.000000e+00	2.377630e-05	1.232628e-18	1.232628e-18
2.387619999999993e-05	2.784377e+00	5.000000e+00	2.387620e-05	7.447129e-19	7.447129e-19
2.397609999999993e-05	2.780951e+00	5.000000e+00	2.397610e-05	-1.301043e-18	-1.301043e-18
2.407599999999993e-05	2.777532e+00	5.000000e+00	2.407600e-05	8.259800e-19	8.259800e-19
2.417589999999993e-05	2.774118e+00	5.000000e+00	2.417590e-05	1.178322e-18	1.178322e-18
2.427579999999992e-05	2.770710e+00	5.000000e+00	2.427580e-05	-1.057097e-18	-1.057097e-18
2.437569999999992e-05	2.767308e+00	5.000000e+00	2.437570e-05	-1.315391e-18	-1.315391e-18
2.447559999999992e-05	2.763912e+00	5.000000e+00	2.447560e-05	4.480529e-19	4.480529e-19
2.457549999999992e-05	2.760522e+00	5.000000e+00	2.457550e-05	-1.449277e-18	-1.449277e-18
2.467539999999992e-05	2.757137e+00	5.000000e+00	2.467540e-05	-1.288357e-18	-1.288357e-18
2.477529999999992e-05	2.753757e+00	5.000000e+00	2.477530e-05	4.607859e-19	4.607859e-19
2.487519999999992e-05	2.750383e+00	5.000000e+00	2.487520e-05	-8.673617e-19	-8.673617e-19
2.497509999999992e-05	2.747015e+00	5.000000e+00	2.497510e-05	-2.981556e-19	-2.981556e-19
2.507499999999991e-05	2.743653e+00	5.000000e+00	2.507500e-05	-4.462731e-19	-4.462731e-19
2.517489999999991e-05	2.740295e+00	5.000000e+00	2.517490e-05	7.734776e-19	7.734776e-19
2.527479999999991e-05	2.736943e+00	5.000000e+00	2.527480e-05	2.856098e-19	2.856098e-19
2.537469999999991e-05	2.733597e+00	5.000000e+00	2.537470e-05	-3.377833e-19	-3.377833e-19
2.547459999999991e-05	2.730256e+00	5.000000e+00	2.547460e-05	1.369858e-18	1.369858e-18
2.557449999999991e-05	2.726921e+00	5.000000e+00	2.557450e-05	-4.607859e-19	-4.607859e-19
2.567439999999991e-05	2.723590e+00	5.000000e+00	2.567440e-05	-1.230715e-19	-1.230715e-19
2.577429999999991e-05	2.720265e+00	5.000000e+00	2.577430e-05	0.000000e+00	0.000000e+00
2.587419999999991e-05	2.716945e+00	5.000000e+00	2.587420e-05	-1.071794e-18	-1.071794e-18
2.597409999999990e-05	2.713631e+00	5.000000e+00	2.597410e-05	-4.484004e-19	-4.484004e-19
2.607399999999990e-05	2.710321e+00	5.000000e+00	2.607400e-05	7.441993e-19	7.441993e-19
2.617389999999990e-05	2.707017e+00	5.000000e+00	2.617390e-05	8.131516e-20	8.131516e-20
2.627379999999990e-05	2.703718e+00	5.000000e+00	2.627380e-05	4.065758e-19	4.065758e-19
2.637369999999990e-05	2.700424e+00	5.000000e+00	2.637370e-05	5.149960e-19	5.149960e-19
2.647359999999990e-05	2.697135e+00	5.000000e+00	2.647360e-05	3.252607e-19	3.252607e-19
2.657349999999990e-05	2.693851e+00	5.000000e+00	2.657350e-05	2.587999e-19	2.587999e-19
2.667339999999990e-05	2.690572e+00	5.000000e+00	2.667340e-05	4.607859e-19	4.607859e-19
2.677329999999989e-05	2.687298e+00	5.000000e+00	2.677330e-05	-1.626303e-19	-1.626303e-19
2.687319999999989e-05	2.684029e+00	5.000000e+00	2.687320e-05	1.301043e-18	1.301043e-18
2.697309999999989e-05	2.680765e+00	5.000000e+00	2.697310e-05	1.394520e-18	1.394520e-18
2.707299999999989e-05	2.677506e+00	5.000000e+00	2.707300e-05	-7.589415e-19	-7.589415e-19
2.717289999999989e-05	2.674251e+00	5.000000e+00	2.717290e-05	1.002887e-18	1.002887e-18
2.727279999999989e-05	2.671002e+00	5.000000e+00	2.727280e-05	-1.476213e-19	-1.476213e-19
2.737269999999989e-05	2.667757e+00	5.000000e+00	2.737270e-05	4.336809e-19	4.336809e-19
2.747259999999989e-05	2.664517e+00	5.000000e+00	2.747260e-05	1.002887e-18	1.002887e-18
2.757249999999989e-05	2.661282e+00	5.000000e+00	2.757250e-05	-4.607859e-19	-4.607859e-19
2.767239999999988e-05	2.658051e+00	5.000000e+00	2.767240e-05	-1.150421e-18	-1.150421e-18
2.777229999999988e-05	2.654826e+00	5.000000e+00	2.777230e-05	-5.421011e-20	-5.421011e-20
2.787219999999988e-05	2.651605e+00	5.000000e+00	2.787220e-05	-1.475639e-18	-1.475639e-18
2.797209999999988e-05	2.648388e+00	5.000000e+00	2.797210e-05	-8.673617e-19	-8.673617e-19
2.807199999999988e-05	2.645177e+00	5.000000e+00	2.807200e-05	3.946528e-19	3.946528e-19
2.817189999999988e-05	2.641969e+00	5.000000e+00	2.817190e-05	-9.096703e-19	-9.096703e-19
2.827179999999988e-05	2.638767e+00	5.000000e+00	2.827180e-05	-4.878910e-19	-4.878910e-19
2.837169999999988e-05	2.635569e+00	5.000000e+00	2.837170e-05	1.014746e-18	1.014746e-18
2.847159999999987e-05	2.632375e+00	5.000000e+00	2.847160e-05	-2.050026e-19	-2.050026e-19
2.857149999999987e-05	2.629186e+00	5.000000e+00	2.857150e-05	4.760743e-19	4.760743e-19
2.867139999999987e-05	2.626001e+00	5.000000e+00	2.867140e-05	2.710505e-20	2.710505e-20
2.877129999999987e-05	2.622821e+00	5.000000e+00	2.877130e-05	-5.303266e-19	-5.303266e-19
2.887119999999987e-05	2.619645e+00	5.000000e+00	2.887120e-05	1.072449e-18	1.072449e-18
2.897109999999987e-05	2.616474e+00	5.000000e+00	2.897110e-05	-3.135281e-19	-3.135281e-19
2.907099999999987e-05	2.613307e+00	5.000000e+00	2.907100e-05	-8.248633e-19	-8.248633e-19
2.917089999999987e-05	2.610145e+00	5.000000e+00	2.917090e-05	9.874728e-19	9.874728e-19
2.927079999999987e-05	2.606986e+00	5.000000e+00	2.927080e-05	1.138412e-18	1.138412e-18
2.937069999999986e-05	2.603832e+00	5.000000e+00	2.937070e-05	-1.029992e-18	-1.029992e-18
2.947059999999986e-05	2.600682e+00	5.000000e+00	2.947060e-05	5.033673e-19	5.033673e-19
2.957049999999986e-05	2.597537e+00	5.000000e+00	2.957050e-05	-9.873901e-19	-9.873901e-19
2.967039999999986e-05	2.594396e+00	5.000000e+00	2.967040e-05	-1.355253e-19	-1.355253e-19
2.977029999999986e-05	2.591259e+00	5.000000e+00	2.977030e-05	-9.486769e-19	-9.486769e-19
2.987019999999986e-05	2.588126e+00	5.000000e+00	2.987020e-05	1.556535e-18	1.556535e-18
2.997009999999986e-05	2.584997e+00	5.000000e+00	2.997010e-05	7.203103e-19	7.203103e-19
3.006999999999986e-05	2.581873e+00	5.000000e+00	3.007000e-05	-1.258338e-18	-1.258338e-18
3.016989999999985e-05	2.578753e+00	5.000000e+00	3.016990e-05	1.273938e-18	1.273938e-18
3.026979999999985e-05	2.575636e+00	5.000000e+00	3.026980e-05	5.149960e-19	5.149960e-19
3.036969999999985e-05	2.572524e+00	5.000000e+00	3.036970e-05	-6.348612e-19	-6.348612e-19
3.046959999999985e-05	2.569416e+00	5.000000e+00	3.046960e-05	6.348411e-19	6.348411e-19
3.056949999999985e-05	2.566312e+00	5.000000e+00	3.056950e-05	9.101671e-19	9.101671e-19
3.066939999999985e-05	2.563212e+00	5.000000e+00	3.066940e-05	-2.938198e-19	-2.938198e-19
3.076929999999985e-05	2.560116e+00	5.000000e+00	3.076930e-05	7.703062e-19	7.703062e-19
3.086919999999986e-05	2.557024e+00	5.000000e+00	3.086920e-05	9.871266e-19	9.871266e-19
3.096909999999986e-05	2.553936e+00	5.000000e+00	3.096910e-05	-1.246832e-18	-1.246832e-18
3.106899999999986e-05	2.550852e+00	5.000000e+00	3.106900e-05	2.710505e-19	2.710505e-19
3.116889999999986e-05	2.547772e+00	5.000000e+00	3.116890e-05	1.626303e-19	1.626303e-19
3.126879999999987e-05	2.544695e+00	5.000000e+00	3.126880e-05	1.474938e-18	1.474938e-18
3.136869999999987e-05	2.541623e+00	5.000000e+00	3.136870e-05	6.776264e-19	6.776264e-19
3.146859999999987e-05	2.538554e+00	5.000000e+00	3.146860e-05	5.308752e-19	5.308752e-19
3.156849999999987e-05	2.535490e+00	5.000000e+00	3.156850e-05	-3.093619e-19	-3.093619e-19
3.166839999999987e-05	2.532429e+00	5.000000e+00	3.166840e-05	-1.316961e-18	-1.316961e-18
3.176829999999988e-05	2.529372e+00	5.000000e+00	3.176830e-05	3.635328e-19	3.635328e-19
3.186819999999988e-05	2.526319e+00	5.000000e+00	3.186820e-05	5.803537e-19	5.803537e-19
3.196809999999988e-05	2.523269e+00	5.000000e+00	3.196810e-05	6.664982e-19	6.664982e-19
3.206799999999988e-05	2.520223e+00	5.000000e+00	3.206800e-05	8.131516e-19	8.131516e-19
3.216789999999989e-05	2.517181e+00	5.000000e+00	3.216790e-05	1.599198e-18	1.599198e-18
3.226779999999989e-05	2.514143e+00	5.000000e+00	3.226780e-05	-4.878910e-19	-4.878910e-19
3.236769999999989e-05	2.511108e+00	5.000000e+00	3.236770e-05	2.549963e-19	2.549963e-19
3.246759999999989e-05	2.508077e+00	5.000000e+00	3.246760e-05	1.002887e-18	1.002887e-18
3.256749999999989e-05	2.505050e+00	5.000000e+00	3.256750e-05	3.633781e-19	3.633781e-19
3.266739999999990e-05	2.502027e+00	5.000000e+00	3.266740e-05	-1.611175e-20	-1.611175e-20
3.276729999999990e-05	2.499007e+00	5.000000e+00	3.276730e-05	-9.744600e-20	-9.744600e-20
3.286719999999990e-05	2.495990e+00	5.000000e+00	3.286720e-05	-1.208772e-18	-1.208772e-18
3.296709999999990e-05	2.492977e+00	5.000000e+00	3.296710e-05	4.175120e-19	4.175120e-19
3.306699999999991e-05	2.489968e+00	5.000000e+00	3.306700e-05	4.336809e-19	4.336809e-19
3.316689999999991e-05	2.486963e+00	5.000000e+00	3.316690e-05	-1.138412e-18	-1.138412e-18
3.326679999999991e-05	2.483960e+00	5.000000e+00	3.326680e-05	1.013766e-18	1.013766e-18
3.336669999999991e-05	2.480962e+00	5.000000e+00	3.336670e-05	-4.445414e-19	-4.445414e-19
3.346659999999991e-05	2.477967e+00	5.000000e+00	3.346660e-05	2.547873e-19	2.547873e-19
3.356649999999992e-05	2.474975e+00	5.000000e+00	3.356650e-05	-1.084202e-18	-1.084202e-18
3.366639999999992e-05	2.471987e+00	5.000000e+00	3.366640e-05	-2.602462e-19	-2.602462e-19
3.376629999999992e-05	2.469002e+00	5.000000e+00	3.376630e-05	1.208942e-18	1.208942e-18
3.386619999999992e-05	2.466021e+00	5.000000e+00	3.386620e-05	-5.692061e-19	-5.692061e-19
3.396609999999993e-05	2.463043e+00	5.000000e+00	3.396610e-05	-1.635657e-20	-1.635657e-20
3.406599999999993e-05	2.460069e+00	5.000000e+00	3.406600e-05	-1.230457e-18	-1.230457e-18
3.416589999999993e-05	2.457098e+00	5.000000e+00	3.416590e-05	-5.963112e-19	-5.963112e-19
3.426579999999993e-05	2.454130e+00	5.000000e+00	3.426580e-05	1.141393e-19	1.141393e-19
3.436569999999993e-05	2.451166e+00	5.000000e+00	3.436570e-05	-1.643048e-20	-1.643048e-20
3.446559999999994e-05	2.448205e+00	5.000000e+00	3.446560e-05	-5.798623e-19	-5.798623e-19
3.456549999999994e-05	2.445248e+00	5.000000e+00	3.456550e-05	-1.371720e-18	-1.371720e-18
3.466539999999994e-05	2.442294e+00	5.000000e+00	3.466540e-05	4.171954e-19	4.171954e-19
3.476529999999994e-05	2.439343e+00	5.000000e+00	3.476530e-05	-1.732316e-19	-1.732316e-19
3.486519999999995e-05	2.436395e+00	5.000000e+00	3.486520e-05	-5.255791e-19	-5.255791e-19
3.496509999999995e-05	2.433451e+00	5.000000e+00	3.496510e-05	4.336809e-19	4.336809e-19
3.506499999999995e-05	2.430510e+00	5.000000e+00	3.506500e-05	-2.439455e-19	-2.439455e-19
3.516489999999995e-05	2.427572e+00	5.000000e+00	3.516490e-05	1.626303e-19	1.626303e-19
3.526479999999995e-05	2.424637e+00	5.000000e+00	3.526480e-05	3.523657e-19	3.523657e-19
3.536469999999996e-05	2.421706e+00	5.000000e+00	3.536470e-05	-7.484489e-19	-7.484489e-19
3.546459999999996e-05	2.418778e+00	5.000000e+00	3.546460e-05	-1.090358e-18	-1.090358e-18
3.556449999999996e-05	2.415853e+00	5.000000e+00	3.556450e-05	-1.474130e-18	-1.474130e-18
3.566439999999996e-05	2.412931e+00	5.000000e+00	3.566440e-05	-6.464888e-20	-6.464888e-20
3.576429999999997e-05	2.410012e+00	5.000000e+00	3.576430e-05	2.543664e-19	2.543664e-19
3.586419999999997e-05	2.407097e+00	5.000000e+00	3.586420e-05	4.982941e-19	4.982941e-19
3.596409999999997e-05	2.404185e+00	5.000000e+00	3.596410e-05	-1.246832e-18	-1.246832e-18
3.606399999999997e-05	2.401275e+00	5.000000e+00	3.606400e-05	4.607859e-19	4.607859e-19
3.616389999999997e-05	2.398369e+00	5.000000e+00	3.616390e-05	1.029992e-18	1.029992e-18
3.626379999999998e-05	2.395466e+00	5.000000e+00	3.626380e-05	-1.355253e-19	-1.355253e-19
3.636369999999998e-05	2.392566e+00	5.000000e+00	3.636370e-05	3.794708e-19	3.794708e-19
3.646359999999998e-05	2.389669e+00	5.000000e+00	3.646360e-05	-2.103291e-19	-2.103291e-19
3.656349999999998e-05	2.386775e+00	5.000000e+00	3.656350e-05	-1.897354e-19	-1.897354e-19
3.666339999999999e-05	2.383885e+00	5.000000e+00	3.666340e-05	-8.131516e-20	-8.131516e-20
