iin	V(iin)	I(Iin)	I(Iout)	I(Vdd)	I(Vout)
2.617389999999990e-05	2.707017e+00	2.617390e-05	2.727735e-05	-5.345125e-05	2.727735e-05
2.627379999999990e-05	2.703718e+00	2.627380e-05	2.737983e-05	-5.365363e-05	2.737983e-05
2.637369999999990e-05	2.700424e+00	2.637370e-05	2.748230e-05	-5.385600e-05	2.748230e-05
2.647359999999990e-05	2.697135e+00	2.647360e-05	2.758477e-05	-5.405837e-05	2.758477e-05
2.657349999999990e-05	2.693851e+00	2.657350e-05	2.768723e-05	-5.426072e-05	2.768723e-05
2.667339999999990e-05	2.690572e+00	2.667340e-05	2.778967e-05	-5.446307e-05	2.778967e-05
2.677329999999989e-05	2.687298e+00	2.677330e-05	2.789212e-05	-5.466542e-05	2.789212e-05
2.687319999999989e-05	2.684029e+00	2.687320e-05	2.799455e-05	-5.486775e-05	2.799455e-05
2.697309999999989e-05	2.680765e+00	2.697310e-05	2.809698e-05	-5.507008e-05	2.809698e-05
2.707299999999989e-05	2.677506e+00	2.707300e-05	2.819940e-05	-5.527240e-05	2.819940e-05
2.717289999999989e-05	2.674251e+00	2.717290e-05	2.830181e-05	-5.547471e-05	2.830181e-05
2.727279999999989e-05	2.671002e+00	2.727280e-05	2.840421e-05	-5.567701e-05	2.840421e-05
2.737269999999989e-05	2.667757e+00	2.737270e-05	2.850661e-05	-5.587931e-05	2.850661e-05
2.747259999999989e-05	2.664517e+00	2.747260e-05	2.860900e-05	-5.608160e-05	2.860900e-05
2.757249999999989e-05	2.661282e+00	2.757250e-05	2.871138e-05	-5.628388e-05	2.871138e-05
2.767239999999988e-05	2.658051e+00	2.767240e-05	2.881375e-05	-5.648615e-05	2.881375e-05
2.777229999999988e-05	2.654826e+00	2.777230e-05	2.891612e-05	-5.668842e-05	2.891612e-05
2.787219999999988e-05	2.651605e+00	2.787220e-05	2.901848e-05	-5.689068e-05	2.901848e-05
2.797209999999988e-05	2.648388e+00	2.797210e-05	2.912083e-05	-5.709293e-05	2.912083e-05
2.807199999999988e-05	2.645177e+00	2.807200e-05	2.922318e-05	-5.729518e-05	2.922318e-05
2.817189999999988e-05	2.641969e+00	2.817190e-05	2.932551e-05	-5.749741e-05	2.932551e-05
2.827179999999988e-05	2.638767e+00	2.827180e-05	2.942784e-05	-5.769964e-05	2.942784e-05
2.837169999999988e-05	2.635569e+00	2.837170e-05	2.953016e-05	-5.790186e-05	2.953016e-05
2.847159999999987e-05	2.632375e+00	2.847160e-05	2.963248e-05	-5.810408e-05	2.963248e-05
2.857149999999987e-05	2.629186e+00	2.857150e-05	2.973478e-05	-5.830628e-05	2.973478e-05
2.867139999999987e-05	2.626001e+00	2.867140e-05	2.983708e-05	-5.850848e-05	2.983708e-05
2.877129999999987e-05	2.622821e+00	2.877130e-05	2.993938e-05	-5.871067e-05	2.993938e-05
2.887119999999987e-05	2.619645e+00	2.887120e-05	3.004166e-05	-5.891286e-05	3.004166e-05
2.897109999999987e-05	2.616474e+00	2.897110e-05	3.014394e-05	-5.911504e-05	3.014394e-05
2.907099999999987e-05	2.613307e+00	2.907100e-05	3.024621e-05	-5.931721e-05	3.024621e-05
2.917089999999987e-05	2.610145e+00	2.917090e-05	3.034847e-05	-5.951937e-05	3.034847e-05
2.927079999999987e-05	2.606986e+00	2.927080e-05	3.045072e-05	-5.972153e-05	3.045072e-05
2.937069999999986e-05	2.603832e+00	2.937070e-05	3.055297e-05	-5.992367e-05	3.055297e-05
2.947059999999986e-05	2.600682e+00	2.947060e-05	3.065521e-05	-6.012581e-05	3.065521e-05
2.957049999999986e-05	2.597537e+00	2.957050e-05	3.075745e-05	-6.032795e-05	3.075745e-05
2.967039999999986e-05	2.594396e+00	2.967040e-05	3.085967e-05	-6.053007e-05	3.085967e-05
2.977029999999986e-05	2.591259e+00	2.977030e-05	3.096189e-05	-6.073219e-05	3.096189e-05
2.987019999999986e-05	2.588126e+00	2.987020e-05	3.106410e-05	-6.093430e-05	3.106410e-05
2.997009999999986e-05	2.584997e+00	2.997010e-05	3.116631e-05	-6.113641e-05	3.116631e-05
3.006999999999986e-05	2.581873e+00	3.007000e-05	3.126850e-05	-6.133851e-05	3.126850e-05
3.016989999999985e-05	2.578753e+00	3.016990e-05	3.137070e-05	-6.154060e-05	3.137070e-05
3.026979999999985e-05	2.575636e+00	3.026980e-05	3.147288e-05	-6.174268e-05	3.147288e-05
3.036969999999985e-05	2.572524e+00	3.036970e-05	3.157505e-05	-6.194475e-05	3.157505e-05
3.046959999999985e-05	2.569416e+00	3.046960e-05	3.167722e-05	-6.214682e-05	3.167722e-05
3.056949999999985e-05	2.566312e+00	3.056950e-05	3.177939e-05	-6.234888e-05	3.177939e-05
3.066939999999985e-05	2.563212e+00	3.066940e-05	3.188154e-05	-6.255093e-05	3.188154e-05
3.076929999999985e-05	2.560116e+00	3.076930e-05	3.198368e-05	-6.275299e-05	3.198368e-05
3.086919999999986e-05	2.557024e+00	3.086920e-05	3.208582e-05	-6.295503e-05	3.208582e-05
3.096909999999986e-05	2.553936e+00	3.096910e-05	3.218796e-05	-6.315706e-05	3.218796e-05
3.106899999999986e-05	2.550852e+00	3.106900e-05	3.229009e-05	-6.335908e-05	3.229009e-05
3.116889999999986e-05	2.547772e+00	3.116890e-05	3.239220e-05	-6.356110e-05	3.239220e-05
3.126879999999987e-05	2.544695e+00	3.126880e-05	3.249431e-05	-6.376312e-05	3.249431e-05
3.136869999999987e-05	2.541623e+00	3.136870e-05	3.259642e-05	-6.396512e-05	3.259642e-05
3.146859999999987e-05	2.538554e+00	3.146860e-05	3.269851e-05	-6.416711e-05	3.269851e-05
3.156849999999987e-05	2.535490e+00	3.156850e-05	3.280061e-05	-6.436910e-05	3.280061e-05
3.166839999999987e-05	2.532429e+00	3.166840e-05	3.290269e-05	-6.457109e-05	3.290269e-05
3.176829999999988e-05	2.529372e+00	3.176830e-05	3.300477e-05	-6.477306e-05	3.300477e-05
3.186819999999988e-05	2.526319e+00	3.186820e-05	3.310683e-05	-6.497504e-05	3.310683e-05
3.196809999999988e-05	2.523269e+00	3.196810e-05	3.320890e-05	-6.517700e-05	3.320890e-05
3.206799999999988e-05	2.520223e+00	3.206800e-05	3.331095e-05	-6.537895e-05	3.331095e-05
3.216789999999989e-05	2.517181e+00	3.216790e-05	3.341300e-05	-6.558090e-05	3.341300e-05
3.226779999999989e-05	2.514143e+00	3.226780e-05	3.351504e-05	-6.578284e-05	3.351504e-05
3.236769999999989e-05	2.511108e+00	3.236770e-05	3.361707e-05	-6.598477e-05	3.361707e-05
3.246759999999989e-05	2.508077e+00	3.246760e-05	3.371910e-05	-6.618670e-05	3.371910e-05
3.256749999999989e-05	2.505050e+00	3.256750e-05	3.382112e-05	-6.638862e-05	3.382112e-05
3.266739999999990e-05	2.502027e+00	3.266740e-05	3.392314e-05	-6.659054e-05	3.392314e-05
3.276729999999990e-05	2.499007e+00	3.276730e-05	3.402514e-05	-6.679244e-05	3.402514e-05
3.286719999999990e-05	2.495990e+00	3.286720e-05	3.412714e-05	-6.699434e-05	3.412714e-05
3.296709999999990e-05	2.492977e+00	3.296710e-05	3.422914e-05	-6.719623e-05	3.422914e-05
3.306699999999991e-05	2.489968e+00	3.306700e-05	3.433112e-05	-6.739812e-05	3.433112e-05
3.316689999999991e-05	2.486963e+00	3.316690e-05	3.443310e-05	-6.760000e-05	3.443310e-05
3.326679999999991e-05	2.483960e+00	3.326680e-05	3.453507e-05	-6.780187e-05	3.453507e-05
3.336669999999991e-05	2.480962e+00	3.336670e-05	3.463704e-05	-6.800373e-05	3.463704e-05
3.346659999999991e-05	2.477967e+00	3.346660e-05	3.473899e-05	-6.820559e-05	3.473899e-05
3.356649999999992e-05	2.474975e+00	3.356650e-05	3.484094e-05	-6.840745e-05	3.484094e-05
3.366639999999992e-05	2.471987e+00	3.366640e-05	3.494289e-05	-6.860929e-05	3.494289e-05
3.376629999999992e-05	2.469002e+00	3.376630e-05	3.504483e-05	-6.881112e-05	3.504483e-05
3.386619999999992e-05	2.466021e+00	3.386620e-05	3.514676e-05	-6.901296e-05	3.514676e-05
3.396609999999993e-05	2.463043e+00	3.396610e-05	3.524868e-05	-6.921478e-05	3.524868e-05
3.406599999999993e-05	2.460069e+00	3.406600e-05	3.535060e-05	-6.941660e-05	3.535060e-05
3.416589999999993e-05	2.457098e+00	3.416590e-05	3.545251e-05	-6.961841e-05	3.545251e-05
3.426579999999993e-05	2.454130e+00	3.426580e-05	3.555441e-05	-6.982021e-05	3.555441e-05
3.436569999999993e-05	2.451166e+00	3.436570e-05	3.565631e-05	-7.002201e-05	3.565631e-05
3.446559999999994e-05	2.448205e+00	3.446560e-05	3.575820e-05	-7.022380e-05	3.575820e-05
3.456549999999994e-05	2.445248e+00	3.456550e-05	3.586008e-05	-7.042558e-05	3.586008e-05
3.466539999999994e-05	2.442294e+00	3.466540e-05	3.596196e-05	-7.062736e-05	3.596196e-05
3.476529999999994e-05	2.439343e+00	3.476530e-05	3.606383e-05	-7.082913e-05	3.606383e-05
3.486519999999995e-05	2.436395e+00	3.486520e-05	3.616569e-05	-7.103090e-05	3.616569e-05
3.496509999999995e-05	2.433451e+00	3.496510e-05	3.626755e-05	-7.123265e-05	3.626755e-05
3.506499999999995e-05	2.430510e+00	3.506500e-05	3.636940e-05	-7.143440e-05	3.636940e-05
3.516489999999995e-05	2.427572e+00	3.516490e-05	3.647124e-05	-7.163614e-05	3.647124e-05
3.526479999999995e-05	2.424637e+00	3.526480e-05	3.657308e-05	-7.183788e-05	3.657308e-05
3.536469999999996e-05	2.421706e+00	3.536470e-05	3.667491e-05	-7.203961e-05	3.667491e-05
3.546459999999996e-05	2.418778e+00	3.546460e-05	3.677673e-05	-7.224133e-05	3.677673e-05
3.556449999999996e-05	2.415853e+00	3.556450e-05	3.687854e-05	-7.244304e-05	3.687854e-05
3.566439999999996e-05	2.412931e+00	3.566440e-05	3.698036e-05	-7.264475e-05	3.698036e-05
3.576429999999997e-05	2.410012e+00	3.576430e-05	3.708216e-05	-7.284646e-05	3.708216e-05
3.586419999999997e-05	2.407097e+00	3.586420e-05	3.718395e-05	-7.304816e-05	3.718395e-05
3.596409999999997e-05	2.404185e+00	3.596410e-05	3.728574e-05	-7.324984e-05	3.728574e-05
3.606399999999997e-05	2.401275e+00	3.606400e-05	3.738753e-05	-7.345153e-05	3.738753e-05
3.616389999999997e-05	2.398369e+00	3.616390e-05	3.748930e-05	-7.365320e-05	3.748930e-05
3.626379999999998e-05	2.395466e+00	3.626380e-05	3.759107e-05	-7.385487e-05	3.759107e-05
3.636369999999998e-05	2.392566e+00	3.636370e-05	3.769284e-05	-7.405654e-05	3.769284e-05
3.646359999999998e-05	2.389669e+00	3.646360e-05	3.779459e-05	-7.425819e-05	3.779459e-05
3.656349999999998e-05	2.386775e+00	3.656350e-05	3.789634e-05	-7.445984e-05	3.789634e-05
3.666339999999999e-05	2.383885e+00	3.666340e-05	3.799808e-05	-7.466148e-05	3.799808e-05
3.676329999999999e-05	2.380997e+00	3.676330e-05	3.809982e-05	-7.486312e-05	3.809982e-05
3.686319999999999e-05	2.378112e+00	3.686320e-05	3.820155e-05	-7.506475e-05	3.820155e-05
3.696309999999999e-05	2.375231e+00	3.696310e-05	3.830327e-05	-7.526638e-05	3.830327e-05
3.706299999999999e-05	2.372352e+00	3.706300e-05	3.840499e-05	-7.546799e-05	3.840499e-05
3.716290000000000e-05	2.369476e+00	3.716290e-05	3.850670e-05	-7.566960e-05	3.850670e-05
3.726280000000000e-05	2.366603e+00	3.726280e-05	3.860841e-05	-7.587120e-05	3.860841e-05
3.736270000000000e-05	2.363733e+00	3.736270e-05	3.871010e-05	-7.607280e-05	3.871010e-05
3.746260000000000e-05	2.360866e+00	3.746260e-05	3.881179e-05	-7.627439e-05	3.881179e-05
3.756250000000001e-05	2.358002e+00	3.756250e-05	3.891348e-05	-7.647598e-05	3.891348e-05
3.766240000000001e-05	2.355141e+00	3.766240e-05	3.901515e-05	-7.667756e-05	3.901515e-05
3.776230000000001e-05	2.352283e+00	3.776230e-05	3.911683e-05	-7.687913e-05	3.911683e-05
3.786220000000001e-05	2.349428e+00	3.786220e-05	3.921849e-05	-7.708069e-05	3.921849e-05
3.796210000000001e-05	2.346575e+00	3.796210e-05	3.932015e-05	-7.728225e-05	3.932015e-05
3.806200000000002e-05	2.343726e+00	3.806200e-05	3.942180e-05	-7.748380e-05	3.942180e-05
3.816190000000002e-05	2.340879e+00	3.816190e-05	3.952345e-05	-7.768535e-05	3.952345e-05
3.826180000000002e-05	2.338035e+00	3.826180e-05	3.962508e-05	-7.788689e-05	3.962508e-05
3.836170000000002e-05	2.335194e+00	3.836170e-05	3.972672e-05	-7.808841e-05	3.972672e-05
3.846160000000002e-05	2.332356e+00	3.846160e-05	3.982834e-05	-7.828994e-05	3.982834e-05
3.856150000000003e-05	2.329521e+00	3.856150e-05	3.992996e-05	-7.849146e-05	3.992996e-05
3.866140000000003e-05	2.326688e+00	3.866140e-05	4.003157e-05	-7.869297e-05	4.003157e-05
3.876130000000003e-05	2.323858e+00	3.876130e-05	4.013318e-05	-7.889448e-05	4.013318e-05
3.886120000000003e-05	2.321032e+00	3.886120e-05	4.023478e-05	-7.909598e-05	4.023478e-05
3.896110000000004e-05	2.318207e+00	3.896110e-05	4.033637e-05	-7.929748e-05	4.033637e-05
3.906100000000004e-05	2.315386e+00	3.906100e-05	4.043796e-05	-7.949896e-05	4.043796e-05
3.916090000000004e-05	2.312567e+00	3.916090e-05	4.053954e-05	-7.970044e-05	4.053954e-05
3.926080000000004e-05	2.309751e+00	3.926080e-05	4.064112e-05	-7.990192e-05	4.064112e-05
3.936070000000004e-05	2.306938e+00	3.936070e-05	4.074269e-05	-8.010338e-05	4.074269e-05
3.946060000000005e-05	2.304127e+00	3.946060e-05	4.084425e-05	-8.030485e-05	4.084425e-05
3.956050000000005e-05	2.301319e+00	3.956050e-05	4.094580e-05	-8.050630e-05	4.094580e-05
3.966040000000005e-05	2.298514e+00	3.966040e-05	4.104735e-05	-8.070775e-05	4.104735e-05
3.976030000000005e-05	2.295712e+00	3.976030e-05	4.114889e-05	-8.090919e-05	4.114889e-05
3.986020000000006e-05	2.292912e+00	3.986020e-05	4.125043e-05	-8.111063e-05	4.125043e-05
3.996010000000006e-05	2.290114e+00	3.996010e-05	4.135196e-05	-8.131206e-05	4.135196e-05
4.006000000000006e-05	2.287320e+00	4.006000e-05	4.145348e-05	-8.151348e-05	4.145348e-05
4.015990000000006e-05	2.284528e+00	4.015990e-05	4.155500e-05	-8.171490e-05	4.155500e-05
4.025980000000006e-05	2.281739e+00	4.025980e-05	4.165651e-05	-8.191631e-05	4.165651e-05
4.035970000000007e-05	2.278952e+00	4.035970e-05	4.175801e-05	-8.211772e-05	4.175801e-05
4.045960000000007e-05	2.276168e+00	4.045960e-05	4.185951e-05	-8.231911e-05	4.185951e-05
4.055950000000007e-05	2.273386e+00	4.055950e-05	4.196100e-05	-8.252051e-05	4.196100e-05
4.065940000000007e-05	2.270607e+00	4.065940e-05	4.206249e-05	-8.272189e-05	4.206249e-05
4.075930000000008e-05	2.267831e+00	4.075930e-05	4.216397e-05	-8.292327e-05	4.216397e-05
4.085920000000008e-05	2.265058e+00	4.085920e-05	4.226544e-05	-8.312464e-05	4.226544e-05
4.095910000000008e-05	2.262286e+00	4.095910e-05	4.236691e-05	-8.332601e-05	4.236691e-05
4.105900000000008e-05	2.259518e+00	4.105900e-05	4.246837e-05	-8.352737e-05	4.246837e-05
4.115890000000008e-05	2.256752e+00	4.115890e-05	4.256982e-05	-8.372872e-05	4.256982e-05
4.125880000000009e-05	2.253988e+00	4.125880e-05	4.267127e-05	-8.393007e-05	4.267127e-05
4.135870000000009e-05	2.251227e+00	4.135870e-05	4.277271e-05	-8.413141e-05	4.277271e-05
4.145860000000009e-05	2.248468e+00	4.145860e-05	4.287414e-05	-8.433274e-05	4.287414e-05
4.155850000000009e-05	2.245712e+00	4.155850e-05	4.297557e-05	-8.453408e-05	4.297557e-05
4.165840000000010e-05	2.242959e+00	4.165840e-05	4.307700e-05	-8.473539e-05	4.307700e-05
4.175830000000010e-05	2.240207e+00	4.175830e-05	4.317841e-05	-8.493671e-05	4.317841e-05
4.185820000000010e-05	2.237459e+00	4.185820e-05	4.327982e-05	-8.513802e-05	4.327982e-05
4.195810000000010e-05	2.234713e+00	4.195810e-05	4.338123e-05	-8.533933e-05	4.338123e-05
4.205800000000010e-05	2.231969e+00	4.205800e-05	4.348263e-05	-8.554063e-05	4.348263e-05
4.215790000000011e-05	2.229228e+00	4.215790e-05	4.358402e-05	-8.574191e-05	4.358402e-05
4.225780000000011e-05	2.226489e+00	4.225780e-05	4.368540e-05	-8.594320e-05	4.368540e-05
4.235770000000011e-05	2.223752e+00	4.235770e-05	4.378678e-05	-8.614448e-05	4.378678e-05
4.245760000000011e-05	2.221018e+00	4.245760e-05	4.388815e-05	-8.634575e-05	4.388815e-05
4.255750000000012e-05	2.218287e+00	4.255750e-05	4.398952e-05	-8.654702e-05	4.398952e-05
4.265740000000012e-05	2.215558e+00	4.265740e-05	4.409088e-05	-8.674828e-05	4.409088e-05
4.275730000000012e-05	2.212831e+00	4.275730e-05	4.419223e-05	-8.694953e-05	4.419223e-05
4.285720000000012e-05	2.210106e+00	4.285720e-05	4.429358e-05	-8.715078e-05	4.429358e-05
4.295710000000012e-05	2.207384e+00	4.295710e-05	4.439492e-05	-8.735203e-05	4.439492e-05
4.305700000000013e-05	2.204664e+00	4.305700e-05	4.449626e-05	-8.755326e-05	4.449626e-05
4.315690000000013e-05	2.201947e+00	4.315690e-05	4.459759e-05	-8.775449e-05	4.459759e-05
4.325680000000013e-05	2.199232e+00	4.325680e-05	4.469891e-05	-8.795571e-05	4.469891e-05
4.335670000000013e-05	2.196519e+00	4.335670e-05	4.480023e-05	-8.815693e-05	4.480023e-05
4.345660000000014e-05	2.193809e+00	4.345660e-05	4.490154e-05	-8.835814e-05	4.490154e-05
4.355650000000014e-05	2.191101e+00	4.355650e-05	4.500284e-05	-8.855934e-05	4.500284e-05
4.365640000000014e-05	2.188395e+00	4.365640e-05	4.510414e-05	-8.876054e-05	4.510414e-05
4.375630000000014e-05	2.185692e+00	4.375630e-05	4.520543e-05	-8.896174e-05	4.520543e-05
4.385620000000014e-05	2.182991e+00	4.385620e-05	4.530672e-05	-8.916292e-05	4.530672e-05
4.395610000000015e-05	2.180292e+00	4.395610e-05	4.540800e-05	-8.936410e-05	4.540800e-05
4.405600000000015e-05	2.177595e+00	4.405600e-05	4.550927e-05	-8.956528e-05	4.550927e-05
4.415590000000015e-05	2.174901e+00	4.415590e-05	4.561054e-05	-8.976644e-05	4.561054e-05
4.425580000000015e-05	2.172209e+00	4.425580e-05	4.571180e-05	-8.996760e-05	4.571180e-05
4.435570000000016e-05	2.169519e+00	4.435570e-05	4.581306e-05	-9.016876e-05	4.581306e-05
4.445560000000016e-05	2.166831e+00	4.445560e-05	4.591431e-05	-9.036991e-05	4.591431e-05
4.455550000000016e-05	2.164146e+00	4.455550e-05	4.601555e-05	-9.057105e-05	4.601555e-05
4.465540000000016e-05	2.161463e+00	4.465540e-05	4.611679e-05	-9.077219e-05	4.611679e-05
4.475530000000016e-05	2.158782e+00	4.475530e-05	4.621802e-05	-9.097332e-05	4.621802e-05
4.485520000000017e-05	2.156104e+00	4.485520e-05	4.631925e-05	-9.117445e-05	4.631925e-05
4.495510000000017e-05	2.153427e+00	4.495510e-05	4.642046e-05	-9.137556e-05	4.642046e-05
4.505500000000017e-05	2.150753e+00	4.505500e-05	4.652168e-05	-9.157668e-05	4.652168e-05
4.515490000000017e-05	2.148081e+00	4.515490e-05	4.662288e-05	-9.177779e-05	4.662288e-05
4.525480000000018e-05	2.145411e+00	4.525480e-05	4.672409e-05	-9.197889e-05	4.672409e-05
4.535470000000018e-05	2.142743e+00	4.535470e-05	4.682528e-05	-9.217998e-05	4.682528e-05
4.545460000000018e-05	2.140078e+00	4.545460e-05	4.692647e-05	-9.238107e-05	4.692647e-05
4.555450000000018e-05	2.137414e+00	4.555450e-05	4.702765e-05	-9.258215e-05	4.702765e-05
4.565440000000018e-05	2.134753e+00	4.565440e-05	4.712883e-05	-9.278323e-05	4.712883e-05
4.575430000000019e-05	2.132094e+00	4.575430e-05	4.723000e-05	-9.298430e-05	4.723000e-05
4.585420000000019e-05	2.129437e+00	4.585420e-05	4.733117e-05	-9.318536e-05	4.733117e-05
4.595410000000019e-05	2.126782e+00	4.595410e-05	4.743232e-05	-9.338642e-05	4.743232e-05
4.605400000000019e-05	2.124130e+00	4.605400e-05	4.753347e-05	-9.358748e-05	4.753347e-05
4.615390000000020e-05	2.121479e+00	4.615390e-05	4.763462e-05	-9.378852e-05	4.763462e-05
4.625380000000020e-05	2.118831e+00	4.625380e-05	4.773576e-05	-9.398956e-05	4.773576e-05
4.635370000000020e-05	2.116184e+00	4.635370e-05	4.783690e-05	-9.419060e-05	4.783690e-05
4.645360000000020e-05	2.113540e+00	4.645360e-05	4.793803e-05	-9.439162e-05	4.793803e-05
4.655350000000020e-05	2.110898e+00	4.655350e-05	4.803915e-05	-9.459265e-05	4.803915e-05
4.665340000000021e-05	2.108258e+00	4.665340e-05	4.814026e-05	-9.479366e-05	4.814026e-05
4.675330000000021e-05	2.105620e+00	4.675330e-05	4.824137e-05	-9.499468e-05	4.824137e-05
4.685320000000021e-05	2.102984e+00	4.685320e-05	4.834248e-05	-9.519568e-05	4.834248e-05
4.695310000000021e-05	2.100350e+00	4.695310e-05	4.844358e-05	-9.539668e-05	4.844358e-05
4.705300000000022e-05	2.097718e+00	4.705300e-05	4.854467e-05	-9.559767e-05	4.854467e-05
4.715290000000022e-05	2.095088e+00	4.715290e-05	4.864576e-05	-9.579866e-05	4.864576e-05
4.725280000000022e-05	2.092460e+00	4.725280e-05	4.874684e-05	-9.599964e-05	4.874684e-05
4.735270000000022e-05	2.089835e+00	4.735270e-05	4.884791e-05	-9.620062e-05	4.884791e-05
4.745260000000022e-05	2.087211e+00	4.745260e-05	4.894898e-05	-9.640159e-05	4.894898e-05
4.755250000000023e-05	2.084589e+00	4.755250e-05	4.905005e-05	-9.660255e-05	4.905005e-05
4.765240000000023e-05	2.081970e+00	4.765240e-05	4.915110e-05	-9.680350e-05	4.915110e-05
4.775230000000023e-05	2.079352e+00	4.775230e-05	4.925215e-05	-9.700445e-05	4.925215e-05
4.785220000000023e-05	2.076736e+00	4.785220e-05	4.935320e-05	-9.720540e-05	4.935320e-05
4.795210000000023e-05	2.074123e+00	4.795210e-05	4.945424e-05	-9.740634e-05	4.945424e-05
4.805200000000024e-05	2.071511e+00	4.805200e-05	4.955527e-05	-9.760727e-05	4.955527e-05
4.815190000000024e-05	2.068901e+00	4.815190e-05	4.965630e-05	-9.780820e-05	4.965630e-05
4.825180000000024e-05	2.066293e+00	4.825180e-05	4.975732e-05	-9.800911e-05	4.975732e-05
4.835170000000024e-05	2.063688e+00	4.835170e-05	4.985833e-05	-9.821003e-05	4.985833e-05
4.845160000000025e-05	2.061084e+00	4.845160e-05	4.995934e-05	-9.841094e-05	4.995934e-05
4.855150000000025e-05	2.058482e+00	4.855150e-05	5.006035e-05	-9.861185e-05	5.006035e-05
4.865140000000025e-05	2.055882e+00	4.865140e-05	5.016134e-05	-9.881274e-05	5.016134e-05
4.875130000000025e-05	2.053284e+00	4.875130e-05	5.026233e-05	-9.901363e-05	5.026233e-05
4.885120000000025e-05	2.050688e+00	4.885120e-05	5.036332e-05	-9.921452e-05	5.036332e-05
4.895110000000026e-05	2.048094e+00	4.895110e-05	5.046430e-05	-9.941540e-05	5.046430e-05
4.905100000000026e-05	2.045502e+00	4.905100e-05	5.056527e-05	-9.961627e-05	5.056527e-05
4.915090000000026e-05	2.042912e+00	4.915090e-05	5.066624e-05	-9.981714e-05	5.066624e-05
4.925080000000026e-05	2.040323e+00	4.925080e-05	5.076720e-05	-1.000180e-04	5.076720e-05
4.935070000000027e-05	2.037737e+00	4.935070e-05	5.086816e-05	-1.002189e-04	5.086816e-05
4.945060000000027e-05	2.035152e+00	4.945060e-05	5.096911e-05	-1.004197e-04	5.096911e-05
4.955050000000027e-05	2.032569e+00	4.955050e-05	5.107005e-05	-1.006205e-04	5.107005e-05
4.965040000000027e-05	2.029989e+00	4.965040e-05	5.117099e-05	-1.008214e-04	5.117099e-05
4.975030000000027e-05	2.027410e+00	4.975030e-05	5.127192e-05	-1.010222e-04	5.127192e-05
4.985020000000028e-05	2.024833e+00	4.985020e-05	5.137285e-05	-1.012230e-04	5.137285e-05
4.995010000000028e-05	2.022258e+00	4.995010e-05	5.147377e-05	-1.014239e-04	5.147377e-05
5.005000000000028e-05	2.019684e+00	5.005000e-05	5.157469e-05	-1.016247e-04	5.157469e-05
5.014990000000028e-05	2.017113e+00	5.014990e-05	5.167559e-05	-1.018255e-04	5.167559e-05
5.024980000000029e-05	2.014543e+00	5.024980e-05	5.177650e-05	-1.020263e-04	5.177650e-05
5.034970000000029e-05	2.011975e+00	5.034970e-05	5.187740e-05	-1.022271e-04	5.187740e-05
5.044960000000029e-05	2.009409e+00	5.044960e-05	5.197829e-05	-1.024279e-04	5.197829e-05
5.054950000000029e-05	2.006845e+00	5.054950e-05	5.207917e-05	-1.026287e-04	5.207917e-05
5.064940000000029e-05	2.004283e+00	5.064940e-05	5.218005e-05	-1.028295e-04	5.218005e-05
5.074930000000030e-05	2.001723e+00	5.074930e-05	5.228093e-05	-1.030302e-04	5.228093e-05
5.084920000000030e-05	1.999164e+00	5.084920e-05	5.238179e-05	-1.032310e-04	5.238179e-05
5.094910000000030e-05	1.996607e+00	5.094910e-05	5.248266e-05	-1.034318e-04	5.248266e-05
5.104900000000030e-05	1.994052e+00	5.104900e-05	5.258351e-05	-1.036325e-04	5.258351e-05
5.114890000000031e-05	1.991499e+00	5.114890e-05	5.268437e-05	-1.038333e-04	5.268437e-05
5.124880000000031e-05	1.988947e+00	5.124880e-05	5.278521e-05	-1.040340e-04	5.278521e-05
5.134870000000031e-05	1.986398e+00	5.134870e-05	5.288605e-05	-1.042348e-04	5.288605e-05
5.144860000000031e-05	1.983850e+00	5.144860e-05	5.298688e-05	-1.044355e-04	5.298688e-05
5.154850000000031e-05	1.981304e+00	5.154850e-05	5.308771e-05	-1.046362e-04	5.308771e-05
5.164840000000032e-05	1.978760e+00	5.164840e-05	5.318853e-05	-1.048369e-04	5.318853e-05
5.174830000000032e-05	1.976217e+00	5.174830e-05	5.328935e-05	-1.050376e-04	5.328935e-05
5.184820000000032e-05	1.973676e+00	5.184820e-05	5.339016e-05	-1.052384e-04	5.339016e-05
5.194810000000032e-05	1.971137e+00	5.194810e-05	5.349096e-05	-1.054391e-04	5.349096e-05
5.204800000000033e-05	1.968600e+00	5.204800e-05	5.359176e-05	-1.056398e-04	5.359176e-05
5.214790000000033e-05	1.966064e+00	5.214790e-05	5.369255e-05	-1.058405e-04	5.369255e-05
5.224780000000033e-05	1.963530e+00	5.224780e-05	5.379334e-05	-1.060411e-04	5.379334e-05
5.234770000000033e-05	1.960998e+00	5.234770e-05	5.389412e-05	-1.062418e-04	5.389412e-05
5.244760000000033e-05	1.958468e+00	5.244760e-05	5.399490e-05	-1.064425e-04	5.399490e-05
5.254750000000034e-05	1.955939e+00	5.254750e-05	5.409566e-05	-1.066432e-04	5.409566e-05
5.264740000000034e-05	1.953412e+00	5.264740e-05	5.419643e-05	-1.068438e-04	5.419643e-05
5.274730000000034e-05	1.950887e+00	5.274730e-05	5.429719e-05	-1.070445e-04	5.429719e-05
5.284720000000034e-05	1.948364e+00	5.284720e-05	5.439794e-05	-1.072451e-04	5.439794e-05
