iin	V(iin)	I(Iin)	I(Iout)	I(Vdd)	I(Vout)
5.294710000000035e-05	1.945842e+00	5.294710e-05	5.449869e-05	-1.074458e-04	5.449869e-05
5.304700000000035e-05	1.943322e+00	5.304700e-05	5.459943e-05	-1.076464e-04	5.459943e-05
5.314690000000035e-05	1.940803e+00	5.314690e-05	5.470016e-05	-1.078471e-04	5.470016e-05
5.324680000000035e-05	1.938287e+00	5.324680e-05	5.480089e-05	-1.080477e-04	5.480089e-05
5.334670000000035e-05	1.935772e+00	5.334670e-05	5.490161e-05	-1.082483e-04	5.490161e-05
5.344660000000036e-05	1.933258e+00	5.344660e-05	5.500233e-05	-1.084489e-04	5.500233e-05
5.354650000000036e-05	1.930747e+00	5.354650e-05	5.510305e-05	-1.086495e-04	5.510305e-05
5.364640000000036e-05	1.928236e+00	5.364640e-05	5.520375e-05	-1.088502e-04	5.520375e-05
5.374630000000036e-05	1.925728e+00	5.374630e-05	5.530445e-05	-1.090508e-04	5.530445e-05
5.384620000000037e-05	1.923221e+00	5.384620e-05	5.540515e-05	-1.092513e-04	5.540515e-05
5.394610000000037e-05	1.920716e+00	5.394610e-05	5.550584e-05	-1.094519e-04	5.550584e-05
5.404600000000037e-05	1.918213e+00	5.404600e-05	5.560652e-05	-1.096525e-04	5.560652e-05
5.414590000000037e-05	1.915711e+00	5.414590e-05	5.570719e-05	-1.098531e-04	5.570719e-05
5.424580000000037e-05	1.913211e+00	5.424580e-05	5.580787e-05	-1.100537e-04	5.580787e-05
5.434570000000038e-05	1.910713e+00	5.434570e-05	5.590853e-05	-1.102542e-04	5.590853e-05
5.444560000000038e-05	1.908216e+00	5.444560e-05	5.600919e-05	-1.104548e-04	5.600919e-05
5.454550000000038e-05	1.905720e+00	5.454550e-05	5.610985e-05	-1.106553e-04	5.610985e-05
5.464540000000038e-05	1.903227e+00	5.464540e-05	5.621050e-05	-1.108559e-04	5.621050e-05
5.474530000000039e-05	1.900735e+00	5.474530e-05	5.631114e-05	-1.110564e-04	5.631114e-05
5.484520000000039e-05	1.898244e+00	5.484520e-05	5.641178e-05	-1.112570e-04	5.641178e-05
5.494510000000039e-05	1.895756e+00	5.494510e-05	5.651241e-05	-1.114575e-04	5.651241e-05
5.504500000000039e-05	1.893268e+00	5.504500e-05	5.661304e-05	-1.116580e-04	5.661304e-05
5.514490000000039e-05	1.890783e+00	5.514490e-05	5.671366e-05	-1.118586e-04	5.671366e-05
5.524480000000040e-05	1.888299e+00	5.524480e-05	5.681428e-05	-1.120591e-04	5.681428e-05
5.534470000000040e-05	1.885816e+00	5.534470e-05	5.691488e-05	-1.122596e-04	5.691488e-05
5.544460000000040e-05	1.883335e+00	5.544460e-05	5.701549e-05	-1.124601e-04	5.701549e-05
5.554450000000040e-05	1.880856e+00	5.554450e-05	5.711609e-05	-1.126606e-04	5.711609e-05
5.564440000000041e-05	1.878379e+00	5.564440e-05	5.721668e-05	-1.128611e-04	5.721668e-05
5.574430000000041e-05	1.875902e+00	5.574430e-05	5.731726e-05	-1.130616e-04	5.731726e-05
5.584420000000041e-05	1.873428e+00	5.584420e-05	5.741784e-05	-1.132620e-04	5.741784e-05
5.594410000000041e-05	1.870955e+00	5.594410e-05	5.751842e-05	-1.134625e-04	5.751842e-05
5.604400000000041e-05	1.868483e+00	5.604400e-05	5.761899e-05	-1.136630e-04	5.761899e-05
5.614390000000042e-05	1.866013e+00	5.614390e-05	5.771955e-05	-1.138635e-04	5.771955e-05
5.624380000000042e-05	1.863545e+00	5.624380e-05	5.782011e-05	-1.140639e-04	5.782011e-05
5.634370000000042e-05	1.861078e+00	5.634370e-05	5.792066e-05	-1.142644e-04	5.792066e-05
5.644360000000042e-05	1.858613e+00	5.644360e-05	5.802121e-05	-1.144648e-04	5.802121e-05
5.654350000000043e-05	1.856149e+00	5.654350e-05	5.812175e-05	-1.146653e-04	5.812175e-05
5.664340000000043e-05	1.853687e+00	5.664340e-05	5.822229e-05	-1.148657e-04	5.822229e-05
5.674330000000043e-05	1.851226e+00	5.674330e-05	5.832282e-05	-1.150661e-04	5.832282e-05
5.684320000000043e-05	1.848767e+00	5.684320e-05	5.842334e-05	-1.152665e-04	5.842334e-05
5.694310000000043e-05	1.846309e+00	5.694310e-05	5.852386e-05	-1.154670e-04	5.852386e-05
5.704300000000044e-05	1.843853e+00	5.704300e-05	5.862437e-05	-1.156674e-04	5.862437e-05
5.714290000000044e-05	1.841398e+00	5.714290e-05	5.872488e-05	-1.158678e-04	5.872488e-05
5.724280000000044e-05	1.838945e+00	5.724280e-05	5.882538e-05	-1.160682e-04	5.882538e-05
5.734270000000044e-05	1.836494e+00	5.734270e-05	5.892588e-05	-1.162686e-04	5.892588e-05
5.744260000000045e-05	1.834044e+00	5.744260e-05	5.902637e-05	-1.164690e-04	5.902637e-05
5.754250000000045e-05	1.831595e+00	5.754250e-05	5.912685e-05	-1.166694e-04	5.912685e-05
5.764240000000045e-05	1.829148e+00	5.764240e-05	5.922733e-05	-1.168697e-04	5.922733e-05
5.774230000000045e-05	1.826702e+00	5.774230e-05	5.932781e-05	-1.170701e-04	5.932781e-05
5.784220000000045e-05	1.824258e+00	5.784220e-05	5.942827e-05	-1.172705e-04	5.942827e-05
5.794210000000046e-05	1.821815e+00	5.794210e-05	5.952873e-05	-1.174708e-04	5.952873e-05
5.804200000000046e-05	1.819374e+00	5.804200e-05	5.962919e-05	-1.176712e-04	5.962919e-05
5.814190000000046e-05	1.816934e+00	5.814190e-05	5.972964e-05	-1.178715e-04	5.972964e-05
5.824180000000046e-05	1.814496e+00	5.824180e-05	5.983009e-05	-1.180719e-04	5.983009e-05
5.834170000000046e-05	1.812059e+00	5.834170e-05	5.993053e-05	-1.182722e-04	5.993053e-05
5.844160000000047e-05	1.809623e+00	5.844160e-05	6.003096e-05	-1.184726e-04	6.003096e-05
5.854150000000047e-05	1.807189e+00	5.854150e-05	6.013139e-05	-1.186729e-04	6.013139e-05
5.864140000000047e-05	1.804757e+00	5.864140e-05	6.023181e-05	-1.188732e-04	6.023181e-05
5.874130000000047e-05	1.802326e+00	5.874130e-05	6.033223e-05	-1.190735e-04	6.033223e-05
5.884120000000048e-05	1.799896e+00	5.884120e-05	6.043265e-05	-1.192738e-04	6.043265e-05
5.894110000000048e-05	1.797468e+00	5.894110e-05	6.053305e-05	-1.194741e-04	6.053305e-05
5.904100000000048e-05	1.795041e+00	5.904100e-05	6.063345e-05	-1.196744e-04	6.063345e-05
5.914090000000048e-05	1.792616e+00	5.914090e-05	6.073385e-05	-1.198747e-04	6.073385e-05
5.924080000000048e-05	1.790192e+00	5.924080e-05	6.083423e-05	-1.200750e-04	6.083423e-05
5.934070000000049e-05	1.787769e+00	5.934070e-05	6.093462e-05	-1.202753e-04	6.093462e-05
5.944060000000049e-05	1.785348e+00	5.944060e-05	6.103500e-05	-1.204756e-04	6.103500e-05
5.954050000000049e-05	1.782928e+00	5.954050e-05	6.113537e-05	-1.206759e-04	6.113537e-05
5.964040000000049e-05	1.780510e+00	5.964040e-05	6.123574e-05	-1.208761e-04	6.123574e-05
5.974030000000050e-05	1.778093e+00	5.974030e-05	6.133610e-05	-1.210764e-04	6.133610e-05
5.984020000000050e-05	1.775678e+00	5.984020e-05	6.143645e-05	-1.212767e-04	6.143645e-05
5.994010000000050e-05	1.773263e+00	5.994010e-05	6.153680e-05	-1.214769e-04	6.153680e-05
6.004000000000050e-05	1.770851e+00	6.004000e-05	6.163715e-05	-1.216771e-04	6.163715e-05
6.013990000000050e-05	1.768439e+00	6.013990e-05	6.173749e-05	-1.218774e-04	6.173749e-05
6.023980000000051e-05	1.766029e+00	6.023980e-05	6.183783e-05	-1.220776e-04	6.183783e-05
6.033970000000051e-05	1.763621e+00	6.033970e-05	6.193815e-05	-1.222779e-04	6.193815e-05
6.043960000000051e-05	1.761214e+00	6.043960e-05	6.203847e-05	-1.224781e-04	6.203847e-05
6.053950000000051e-05	1.758808e+00	6.053950e-05	6.213880e-05	-1.226783e-04	6.213880e-05
6.063940000000052e-05	1.756403e+00	6.063940e-05	6.223910e-05	-1.228785e-04	6.223910e-05
6.073930000000052e-05	1.754000e+00	6.073930e-05	6.233941e-05	-1.230787e-04	6.233941e-05
6.083920000000052e-05	1.751599e+00	6.083920e-05	6.243971e-05	-1.232789e-04	6.243971e-05
6.093910000000052e-05	1.749198e+00	6.093910e-05	6.254001e-05	-1.234791e-04	6.254001e-05
6.103900000000052e-05	1.746799e+00	6.103900e-05	6.264030e-05	-1.236793e-04	6.264030e-05
6.113890000000052e-05	1.744402e+00	6.113890e-05	6.274058e-05	-1.238795e-04	6.274058e-05
6.123880000000052e-05	1.742005e+00	6.123880e-05	6.284086e-05	-1.240797e-04	6.284086e-05
6.133870000000051e-05	1.739610e+00	6.133870e-05	6.294113e-05	-1.242798e-04	6.294113e-05
6.143860000000051e-05	1.737217e+00	6.143860e-05	6.304140e-05	-1.244800e-04	6.304140e-05
6.153850000000050e-05	1.734825e+00	6.153850e-05	6.314166e-05	-1.246802e-04	6.314166e-05
6.163840000000050e-05	1.732434e+00	6.163840e-05	6.324192e-05	-1.248803e-04	6.324192e-05
6.173830000000049e-05	1.730044e+00	6.173830e-05	6.334217e-05	-1.250805e-04	6.334217e-05
6.183820000000049e-05	1.727656e+00	6.183820e-05	6.344241e-05	-1.252806e-04	6.344241e-05
6.193810000000048e-05	1.725269e+00	6.193810e-05	6.354265e-05	-1.254808e-04	6.354265e-05
6.203800000000048e-05	1.722883e+00	6.203800e-05	6.364288e-05	-1.256809e-04	6.364288e-05
6.213790000000047e-05	1.720499e+00	6.213790e-05	6.374311e-05	-1.258810e-04	6.374311e-05
6.223780000000047e-05	1.718116e+00	6.223780e-05	6.384333e-05	-1.260811e-04	6.384333e-05
6.233770000000047e-05	1.715734e+00	6.233770e-05	6.394355e-05	-1.262813e-04	6.394355e-05
6.243760000000046e-05	1.713354e+00	6.243760e-05	6.404376e-05	-1.264814e-04	6.404376e-05
6.253750000000046e-05	1.710975e+00	6.253750e-05	6.414397e-05	-1.266815e-04	6.414397e-05
6.263740000000045e-05	1.708597e+00	6.263740e-05	6.424417e-05	-1.268816e-04	6.424417e-05
6.273730000000045e-05	1.706221e+00	6.273730e-05	6.434437e-05	-1.270817e-04	6.434437e-05
6.283720000000044e-05	1.703845e+00	6.283720e-05	6.444456e-05	-1.272818e-04	6.444456e-05
6.293710000000044e-05	1.701471e+00	6.293710e-05	6.454474e-05	-1.274818e-04	6.454474e-05
6.303700000000043e-05	1.699099e+00	6.303700e-05	6.464492e-05	-1.276819e-04	6.464492e-05
6.313690000000043e-05	1.696728e+00	6.313690e-05	6.474509e-05	-1.278820e-04	6.474509e-05
6.323680000000042e-05	1.694358e+00	6.323680e-05	6.484526e-05	-1.280821e-04	6.484526e-05
6.333670000000042e-05	1.691989e+00	6.333670e-05	6.494542e-05	-1.282821e-04	6.494542e-05
6.343660000000042e-05	1.689621e+00	6.343660e-05	6.504558e-05	-1.284822e-04	6.504558e-05
6.353650000000041e-05	1.687255e+00	6.353650e-05	6.514574e-05	-1.286822e-04	6.514574e-05
6.363640000000041e-05	1.684890e+00	6.363640e-05	6.524588e-05	-1.288823e-04	6.524588e-05
6.373630000000040e-05	1.682526e+00	6.373630e-05	6.534602e-05	-1.290823e-04	6.534602e-05
6.383620000000040e-05	1.680164e+00	6.383620e-05	6.544615e-05	-1.292824e-04	6.544615e-05
6.393610000000039e-05	1.677803e+00	6.393610e-05	6.554629e-05	-1.294824e-04	6.554629e-05
6.403600000000039e-05	1.675443e+00	6.403600e-05	6.564641e-05	-1.296824e-04	6.564641e-05
6.413590000000038e-05	1.673084e+00	6.413590e-05	6.574653e-05	-1.298824e-04	6.574653e-05
6.423580000000038e-05	1.670727e+00	6.423580e-05	6.584664e-05	-1.300824e-04	6.584664e-05
6.433570000000037e-05	1.668371e+00	6.433570e-05	6.594675e-05	-1.302825e-04	6.594675e-05
6.443560000000037e-05	1.666016e+00	6.443560e-05	6.604685e-05	-1.304825e-04	6.604685e-05
6.453550000000036e-05	1.663662e+00	6.453550e-05	6.614695e-05	-1.306824e-04	6.614695e-05
6.463540000000036e-05	1.661310e+00	6.463540e-05	6.624704e-05	-1.308824e-04	6.624704e-05
6.473530000000036e-05	1.658958e+00	6.473530e-05	6.634712e-05	-1.310824e-04	6.634712e-05
6.483520000000035e-05	1.656608e+00	6.483520e-05	6.644720e-05	-1.312824e-04	6.644720e-05
6.493510000000035e-05	1.654260e+00	6.493510e-05	6.654728e-05	-1.314824e-04	6.654728e-05
6.503500000000034e-05	1.651912e+00	6.503500e-05	6.664735e-05	-1.316823e-04	6.664735e-05
6.513490000000034e-05	1.649566e+00	6.513490e-05	6.674742e-05	-1.318823e-04	6.674742e-05
6.523480000000033e-05	1.647221e+00	6.523480e-05	6.684747e-05	-1.320823e-04	6.684747e-05
6.533470000000033e-05	1.644877e+00	6.533470e-05	6.694753e-05	-1.322822e-04	6.694753e-05
6.543460000000032e-05	1.642534e+00	6.543460e-05	6.704757e-05	-1.324822e-04	6.704757e-05
6.553450000000032e-05	1.640193e+00	6.553450e-05	6.714762e-05	-1.326821e-04	6.714762e-05
6.563440000000031e-05	1.637853e+00	6.563440e-05	6.724765e-05	-1.328821e-04	6.724765e-05
6.573430000000031e-05	1.635514e+00	6.573430e-05	6.734768e-05	-1.330820e-04	6.734768e-05
6.583420000000031e-05	1.633176e+00	6.583420e-05	6.744771e-05	-1.332819e-04	6.744771e-05
6.593410000000030e-05	1.630839e+00	6.593410e-05	6.754773e-05	-1.334818e-04	6.754773e-05
6.603400000000030e-05	1.628504e+00	6.603400e-05	6.764774e-05	-1.336817e-04	6.764774e-05
6.613390000000029e-05	1.626169e+00	6.613390e-05	6.774775e-05	-1.338817e-04	6.774775e-05
6.623380000000029e-05	1.623836e+00	6.623380e-05	6.784775e-05	-1.340816e-04	6.784775e-05
6.633370000000028e-05	1.621504e+00	6.633370e-05	6.794775e-05	-1.342815e-04	6.794775e-05
6.643360000000028e-05	1.619174e+00	6.643360e-05	6.804775e-05	-1.344813e-04	6.804775e-05
6.653350000000027e-05	1.616844e+00	6.653350e-05	6.814773e-05	-1.346812e-04	6.814773e-05
6.663340000000027e-05	1.614516e+00	6.663340e-05	6.824772e-05	-1.348811e-04	6.824772e-05
6.673330000000026e-05	1.612189e+00	6.673330e-05	6.834769e-05	-1.350810e-04	6.834769e-05
6.683320000000026e-05	1.609863e+00	6.683320e-05	6.844766e-05	-1.352809e-04	6.844766e-05
6.693310000000026e-05	1.607538e+00	6.693310e-05	6.854763e-05	-1.354807e-04	6.854763e-05
6.703300000000025e-05	1.605214e+00	6.703300e-05	6.864759e-05	-1.356806e-04	6.864759e-05
6.713290000000025e-05	1.602892e+00	6.713290e-05	6.874755e-05	-1.358804e-04	6.874755e-05
6.723280000000024e-05	1.600570e+00	6.723280e-05	6.884750e-05	-1.360803e-04	6.884750e-05
6.733270000000024e-05	1.598250e+00	6.733270e-05	6.894744e-05	-1.362801e-04	6.894744e-05
6.743260000000023e-05	1.595931e+00	6.743260e-05	6.904738e-05	-1.364800e-04	6.904738e-05
6.753250000000023e-05	1.593613e+00	6.753250e-05	6.914731e-05	-1.366798e-04	6.914731e-05
6.763240000000022e-05	1.591297e+00	6.763240e-05	6.924724e-05	-1.368796e-04	6.924724e-05
6.773230000000022e-05	1.588981e+00	6.773230e-05	6.934716e-05	-1.370795e-04	6.934716e-05
6.783220000000021e-05	1.586667e+00	6.783220e-05	6.944708e-05	-1.372793e-04	6.944708e-05
6.793210000000021e-05	1.584353e+00	6.793210e-05	6.954699e-05	-1.374791e-04	6.954699e-05
6.803200000000021e-05	1.582041e+00	6.803200e-05	6.964689e-05	-1.376789e-04	6.964689e-05
6.813190000000020e-05	1.579730e+00	6.813190e-05	6.974680e-05	-1.378787e-04	6.974680e-05
6.823180000000020e-05	1.577420e+00	6.823180e-05	6.984669e-05	-1.380785e-04	6.984669e-05
6.833170000000019e-05	1.575112e+00	6.833170e-05	6.994658e-05	-1.382783e-04	6.994658e-05
6.843160000000019e-05	1.572804e+00	6.843160e-05	7.004647e-05	-1.384781e-04	7.004647e-05
6.853150000000018e-05	1.570498e+00	6.853150e-05	7.014634e-05	-1.386778e-04	7.014634e-05
6.863140000000018e-05	1.568192e+00	6.863140e-05	7.024622e-05	-1.388776e-04	7.024622e-05
6.873130000000017e-05	1.565888e+00	6.873130e-05	7.034608e-05	-1.390774e-04	7.034608e-05
6.883120000000017e-05	1.563585e+00	6.883120e-05	7.044595e-05	-1.392772e-04	7.044595e-05
6.893110000000016e-05	1.561283e+00	6.893110e-05	7.054581e-05	-1.394769e-04	7.054581e-05
6.903100000000016e-05	1.558982e+00	6.903100e-05	7.064566e-05	-1.396767e-04	7.064566e-05
6.913090000000015e-05	1.556682e+00	6.913090e-05	7.074550e-05	-1.398764e-04	7.074550e-05
6.923080000000015e-05	1.554383e+00	6.923080e-05	7.084534e-05	-1.400761e-04	7.084534e-05
6.933070000000015e-05	1.552086e+00	6.933070e-05	7.094518e-05	-1.402759e-04	7.094518e-05
6.943060000000014e-05	1.549789e+00	6.943060e-05	7.104501e-05	-1.404756e-04	7.104501e-05
6.953050000000014e-05	1.547494e+00	6.953050e-05	7.114484e-05	-1.406753e-04	7.114484e-05
6.963040000000013e-05	1.545200e+00	6.963040e-05	7.124466e-05	-1.408751e-04	7.124466e-05
6.973030000000013e-05	1.542906e+00	6.973030e-05	7.134447e-05	-1.410748e-04	7.134447e-05
6.983020000000012e-05	1.540614e+00	6.983020e-05	7.144428e-05	-1.412745e-04	7.144428e-05
6.993010000000012e-05	1.538323e+00	6.993010e-05	7.154408e-05	-1.414742e-04	7.154408e-05
7.003000000000011e-05	1.536033e+00	7.003000e-05	7.164388e-05	-1.416739e-04	7.164388e-05
7.012990000000011e-05	1.533744e+00	7.012990e-05	7.174367e-05	-1.418736e-04	7.174367e-05
7.022980000000010e-05	1.531457e+00	7.022980e-05	7.184346e-05	-1.420733e-04	7.184346e-05
7.032970000000010e-05	1.529170e+00	7.032970e-05	7.194324e-05	-1.422729e-04	7.194324e-05
7.042960000000010e-05	1.526884e+00	7.042960e-05	7.204302e-05	-1.424726e-04	7.204302e-05
7.052950000000009e-05	1.524600e+00	7.052950e-05	7.214279e-05	-1.426723e-04	7.214279e-05
7.062940000000009e-05	1.522316e+00	7.062940e-05	7.224255e-05	-1.428720e-04	7.224255e-05
7.072930000000008e-05	1.520034e+00	7.072930e-05	7.234231e-05	-1.430716e-04	7.234231e-05
7.082920000000008e-05	1.517753e+00	7.082920e-05	7.244207e-05	-1.432713e-04	7.244207e-05
7.092910000000007e-05	1.515472e+00	7.092910e-05	7.254182e-05	-1.434709e-04	7.254182e-05
7.102900000000007e-05	1.513193e+00	7.102900e-05	7.264157e-05	-1.436706e-04	7.264157e-05
7.112890000000006e-05	1.510915e+00	7.112890e-05	7.274131e-05	-1.438702e-04	7.274131e-05
7.122880000000006e-05	1.508638e+00	7.122880e-05	7.284104e-05	-1.440698e-04	7.284104e-05
7.132870000000005e-05	1.506362e+00	7.132870e-05	7.294076e-05	-1.442695e-04	7.294076e-05
7.142860000000005e-05	1.504087e+00	7.142860e-05	7.304049e-05	-1.444691e-04	7.304049e-05
7.152850000000005e-05	1.501813e+00	7.152850e-05	7.314020e-05	-1.446687e-04	7.314020e-05
7.162840000000004e-05	1.499540e+00	7.162840e-05	7.323992e-05	-1.448683e-04	7.323992e-05
7.172830000000004e-05	1.497268e+00	7.172830e-05	7.333962e-05	-1.450679e-04	7.333962e-05
7.182820000000003e-05	1.494998e+00	7.182820e-05	7.343933e-05	-1.452675e-04	7.343933e-05
7.192810000000003e-05	1.492728e+00	7.192810e-05	7.353902e-05	-1.454671e-04	7.353902e-05
7.202800000000002e-05	1.490459e+00	7.202800e-05	7.363871e-05	-1.456667e-04	7.363871e-05
7.212790000000002e-05	1.488191e+00	7.212790e-05	7.373840e-05	-1.458663e-04	7.373840e-05
7.222780000000001e-05	1.485925e+00	7.222780e-05	7.383808e-05	-1.460659e-04	7.383808e-05
7.232770000000001e-05	1.483659e+00	7.232770e-05	7.393775e-05	-1.462654e-04	7.393775e-05
7.242760000000000e-05	1.481395e+00	7.242760e-05	7.403742e-05	-1.464650e-04	7.403742e-05
7.252750000000000e-05	1.479131e+00	7.252750e-05	7.413708e-05	-1.466646e-04	7.413708e-05
7.262740000000000e-05	1.476869e+00	7.262740e-05	7.423674e-05	-1.468641e-04	7.423674e-05
7.272729999999999e-05	1.474607e+00	7.272730e-05	7.433639e-05	-1.470637e-04	7.433639e-05
7.282719999999999e-05	1.472347e+00	7.282720e-05	7.443604e-05	-1.472632e-04	7.443604e-05
7.292709999999998e-05	1.470087e+00	7.292710e-05	7.453568e-05	-1.474628e-04	7.453568e-05
7.302699999999998e-05	1.467829e+00	7.302700e-05	7.463532e-05	-1.476623e-04	7.463532e-05
7.312689999999997e-05	1.465571e+00	7.312690e-05	7.473495e-05	-1.478619e-04	7.473495e-05
7.322679999999997e-05	1.463315e+00	7.322680e-05	7.483458e-05	-1.480614e-04	7.483458e-05
7.332669999999996e-05	1.461059e+00	7.332670e-05	7.493420e-05	-1.482609e-04	7.493420e-05
7.342659999999996e-05	1.458805e+00	7.342660e-05	7.503381e-05	-1.484604e-04	7.503381e-05
7.352649999999995e-05	1.456551e+00	7.352650e-05	7.513342e-05	-1.486599e-04	7.513342e-05
7.362639999999995e-05	1.454299e+00	7.362640e-05	7.523303e-05	-1.488594e-04	7.523303e-05
7.372629999999994e-05	1.452048e+00	7.372630e-05	7.533263e-05	-1.490589e-04	7.533263e-05
7.382619999999994e-05	1.449797e+00	7.382620e-05	7.543222e-05	-1.492584e-04	7.543222e-05
7.392609999999994e-05	1.447548e+00	7.392610e-05	7.553181e-05	-1.494579e-04	7.553181e-05
7.402599999999993e-05	1.445299e+00	7.402600e-05	7.563140e-05	-1.496574e-04	7.563140e-05
7.412589999999993e-05	1.443052e+00	7.412590e-05	7.573098e-05	-1.498569e-04	7.573098e-05
7.422579999999992e-05	1.440806e+00	7.422580e-05	7.583055e-05	-1.500564e-04	7.583055e-05
7.432569999999992e-05	1.438560e+00	7.432570e-05	7.593011e-05	-1.502558e-04	7.593011e-05
7.442559999999991e-05	1.436316e+00	7.442560e-05	7.602968e-05	-1.504553e-04	7.602968e-05
7.452549999999991e-05	1.434072e+00	7.452550e-05	7.612923e-05	-1.506547e-04	7.612923e-05
7.462539999999990e-05	1.431830e+00	7.462540e-05	7.622878e-05	-1.508542e-04	7.622878e-05
7.472529999999990e-05	1.429588e+00	7.472530e-05	7.632833e-05	-1.510536e-04	7.632833e-05
7.482519999999989e-05	1.427347e+00	7.482520e-05	7.642787e-05	-1.512531e-04	7.642787e-05
7.492509999999989e-05	1.425108e+00	7.492510e-05	7.652741e-05	-1.514525e-04	7.652741e-05
7.502499999999989e-05	1.422869e+00	7.502500e-05	7.662694e-05	-1.516519e-04	7.662694e-05
7.512489999999988e-05	1.420632e+00	7.512490e-05	7.672646e-05	-1.518514e-04	7.672646e-05
7.522479999999988e-05	1.418395e+00	7.522480e-05	7.682598e-05	-1.520508e-04	7.682598e-05
7.532469999999987e-05	1.416159e+00	7.532470e-05	7.692550e-05	-1.522502e-04	7.692550e-05
7.542459999999987e-05	1.413924e+00	7.542460e-05	7.702500e-05	-1.524496e-04	7.702500e-05
7.552449999999986e-05	1.411691e+00	7.552450e-05	7.712451e-05	-1.526490e-04	7.712451e-05
7.562439999999986e-05	1.409458e+00	7.562440e-05	7.722400e-05	-1.528484e-04	7.722400e-05
7.572429999999985e-05	1.407226e+00	7.572430e-05	7.732350e-05	-1.530478e-04	7.732350e-05
7.582419999999985e-05	1.404995e+00	7.582420e-05	7.742298e-05	-1.532472e-04	7.742298e-05
7.592409999999984e-05	1.402765e+00	7.592410e-05	7.752247e-05	-1.534466e-04	7.752247e-05
7.602399999999984e-05	1.400536e+00	7.602400e-05	7.762195e-05	-1.536459e-04	7.762195e-05
7.612389999999984e-05	1.398308e+00	7.612390e-05	7.772142e-05	-1.538453e-04	7.772142e-05
7.622379999999983e-05	1.396081e+00	7.622380e-05	7.782089e-05	-1.540447e-04	7.782089e-05
7.632369999999983e-05	1.393855e+00	7.632370e-05	7.792034e-05	-1.542440e-04	7.792034e-05
7.642359999999982e-05	1.391630e+00	7.642360e-05	7.801980e-05	-1.544434e-04	7.801980e-05
7.652349999999982e-05	1.389405e+00	7.652350e-05	7.811925e-05	-1.546428e-04	7.811925e-05
7.662339999999981e-05	1.387182e+00	7.662340e-05	7.821869e-05	-1.548421e-04	7.821869e-05
7.672329999999981e-05	1.384959e+00	7.672330e-05	7.831813e-05	-1.550414e-04	7.831813e-05
7.682319999999980e-05	1.382738e+00	7.682320e-05	7.841756e-05	-1.552408e-04	7.841756e-05
7.692309999999980e-05	1.380517e+00	7.692310e-05	7.851700e-05	-1.554401e-04	7.851700e-05
7.702299999999979e-05	1.378298e+00	7.702300e-05	7.861642e-05	-1.556394e-04	7.861642e-05
7.712289999999979e-05	1.376079e+00	7.712290e-05	7.871584e-05	-1.558387e-04	7.871584e-05
7.722279999999979e-05	1.373861e+00	7.722280e-05	7.881525e-05	-1.560380e-04	7.881525e-05
7.732269999999978e-05	1.371644e+00	7.732270e-05	7.891466e-05	-1.562374e-04	7.891466e-05
7.742259999999978e-05	1.369429e+00	7.742260e-05	7.901406e-05	-1.564367e-04	7.901406e-05
7.752249999999977e-05	1.367214e+00	7.752250e-05	7.911346e-05	-1.566360e-04	7.911346e-05
7.762239999999977e-05	1.365000e+00	7.762240e-05	7.921285e-05	-1.568352e-04	7.921285e-05
7.772229999999976e-05	1.362786e+00	7.772230e-05	7.931224e-05	-1.570345e-04	7.931224e-05
7.782219999999976e-05	1.360574e+00	7.782220e-05	7.941161e-05	-1.572338e-04	7.941161e-05
7.792209999999975e-05	1.358363e+00	7.792210e-05	7.951100e-05	-1.574331e-04	7.951100e-05
7.802199999999975e-05	1.356152e+00	7.802200e-05	7.961036e-05	-1.576324e-04	7.961036e-05
7.812189999999974e-05	1.353943e+00	7.812190e-05	7.970973e-05	-1.578316e-04	7.970973e-05
7.822179999999974e-05	1.351734e+00	7.822180e-05	7.980909e-05	-1.580309e-04	7.980909e-05
7.832169999999973e-05	1.349527e+00	7.832170e-05	7.990844e-05	-1.582301e-04	7.990844e-05
7.842159999999973e-05	1.347320e+00	7.842160e-05	8.000779e-05	-1.584294e-04	8.000779e-05
7.852149999999973e-05	1.345114e+00	7.852150e-05	8.010714e-05	-1.586286e-04	8.010714e-05
7.862139999999972e-05	1.342909e+00	7.862140e-05	8.020648e-05	-1.588279e-04	8.020648e-05
7.872129999999972e-05	1.340705e+00	7.872130e-05	8.030581e-05	-1.590271e-04	8.030581e-05
7.882119999999971e-05	1.338502e+00	7.882120e-05	8.040514e-05	-1.592263e-04	8.040514e-05
7.892109999999971e-05	1.336299e+00	7.892110e-05	8.050445e-05	-1.594256e-04	8.050445e-05
7.902099999999970e-05	1.334098e+00	7.902100e-05	8.060378e-05	-1.596248e-04	8.060378e-05
7.912089999999970e-05	1.331897e+00	7.912090e-05	8.070309e-05	-1.598240e-04	8.070309e-05
7.922079999999969e-05	1.329698e+00	7.922080e-05	8.080240e-05	-1.600232e-04	8.080240e-05
7.932069999999969e-05	1.327499e+00	7.932070e-05	8.090169e-05	-1.602224e-04	8.090169e-05
7.942059999999968e-05	1.325301e+00	7.942060e-05	8.100100e-05	-1.604216e-04	8.100100e-05
7.952049999999968e-05	1.323104e+00	7.952050e-05	8.110028e-05	-1.606208e-04	8.110028e-05
7.962039999999968e-05	1.320908e+00	7.962040e-05	8.119957e-05	-1.608200e-04	8.119957e-05
