vdm,trash,v2,i2
-0.2,-1.1200000000000001e-08,5.0,2.96e-07
-0.19595959595959597,-4.1e-09,5.0,2.9500000000000003e-07
-0.19191919191919193,-2.8000000000000003e-09,5.0,2.9000000000000003e-07
-0.1878787878787879,-2.9e-09,5.0,2.9300000000000004e-07
-0.18383838383838386,-2.2000000000000003e-09,5.0,2.94e-07
-0.17979797979797982,-1.9e-09,5.0,2.94e-07
-0.17575757575757578,-1.8e-09,5.0,2.89e-07
-0.1717171717171717,-1.7000000000000001e-09,5.0,2.92e-07
-0.1676767676767677,-1.9e-09,5.0,2.94e-07
-0.16363636363636364,-1.3e-09,5.0,2.89e-07
-0.15959595959595962,-1.7000000000000001e-09,5.0,2.92e-07
-0.15555555555555556,-1.4000000000000001e-09,5.0,2.94e-07
-0.15151515151515152,-1.4000000000000001e-09,5.0,2.89e-07
-0.14747474747474748,-1.2e-09,5.0,2.91e-07
-0.14343434343434344,-1.3e-09,5.0,2.92e-07
-0.1393939393939394,-1.2e-09,5.0,2.89e-07
-0.13535353535353536,-1.3e-09,5.0,2.87e-07
-0.13131313131313133,-1.2e-09,5.0,2.8800000000000004e-07
-0.1272727272727273,-1e-09,5.0,2.8300000000000003e-07
-0.12323232323232325,-1.5e-09,5.0,2.89e-07
-0.11919191919191921,-1.2e-09,5.0,2.87e-07
-0.11515151515151516,-1.1000000000000001e-09,5.0,2.79e-07
-0.11111111111111112,-1.1000000000000001e-09,5.0,2.75e-07
-0.10707070707070708,-1.2e-09,5.0,2.7800000000000003e-07
-0.10303030303030304,-1.1000000000000001e-09,5.0,2.8e-07
-0.098989898989899,-9e-10,5.0,2.7800000000000003e-07
-0.09494949494949496,-1.1000000000000001e-09,5.0,2.74e-07
-0.09090909090909093,-1.5e-09,5.0,2.72e-07
-0.08686868686868687,-1.3e-09,5.0,2.7e-07
-0.08282828282828283,-8e-10,5.0,2.65e-07
-0.0787878787878788,-9e-10,5.0,2.66e-07
-0.07474747474747476,-1.4000000000000001e-09,5.0,2.5900000000000003e-07
-0.07070707070707072,-8e-10,5.0,2.55e-07
-0.06666666666666668,-1.5e-09,5.0,2.5200000000000003e-07
-0.06262626262626264,-1.2e-09,5.0,2.55e-07
-0.0585858585858586,-1.2e-09,5.0,2.4500000000000004e-07
-0.054545454545454564,-6e-10,5.0,2.4000000000000003e-07
-0.050505050505050525,-1.2e-09,5.0,2.33e-07
-0.046464646464646486,-1e-09,5.0,2.27e-07
-0.04242424242424245,-9e-10,5.0,2.2300000000000002e-07
-0.03838383838383841,-9e-10,5.0,2.22e-07
-0.03434343434343434,-8e-10,5.0,2.1300000000000001e-07
-0.030303030303030304,-1.2e-09,5.0,2.04e-07
-0.026262626262626265,-6e-10,5.0,1.9200000000000003e-07
-0.022222222222222227,-9e-10,5.0,1.9e-07
-0.018181818181818188,-8e-10,5.0,1.8100000000000002e-07
-0.01414141414141415,-1e-09,5.0,1.66e-07
-0.01010101010101011,-1.2e-09,5.0,1.64e-07
-0.006060606060606072,-1.2e-09,5.0,1.58e-07
-0.002020202020202033,-9e-10,5.0,1.46e-07
0.0020202020202020055,-8e-10,5.0,1.4e-07
0.006060606060606044,-8e-10,5.0,1.31e-07
0.010101010101010083,-8e-10,5.0,1.1900000000000001e-07
0.014141414141414121,-7.000000000000001e-10,5.0,1.14e-07
0.01818181818181816,-6e-10,5.0,1.07e-07
0.0222222222222222,-9e-10,5.0,1.029e-07
0.026262626262626265,-1e-09,5.0,9.6e-08
0.030303030303030304,-9e-10,5.0,8.77e-08
0.03434343434343434,-1.1000000000000001e-09,5.0,8.060000000000001e-08
0.03838383838383838,-7.000000000000001e-10,5.0,7.13e-08
0.04242424242424242,-1e-09,5.0,6.82e-08
0.04646464646464646,-9e-10,5.0,6.59e-08
0.0505050505050505,-5e-10,5.0,6.000000000000001e-08
0.05454545454545451,-5e-10,5.0,5.2200000000000004e-08
0.058585858585858575,-1.3e-09,5.0,4.7700000000000004e-08
0.06262626262626264,-7.000000000000001e-10,5.0,4.35e-08
0.06666666666666665,-1.1000000000000001e-09,5.0,3.9e-08
0.07070707070707072,-9e-10,5.0,3.7400000000000004e-08
0.07474747474747473,-8e-10,5.0,3.09e-08
0.0787878787878788,-1.1000000000000001e-09,5.0,2.88e-08
0.0828282828282828,-7.000000000000001e-10,5.0,2.5700000000000002e-08
0.08686868686868687,-9e-10,5.0,2.27e-08
0.09090909090909088,-1.2e-09,5.0,1.8700000000000002e-08
0.09494949494949495,-1e-09,5.0,1.8e-08
0.09898989898989896,-5e-10,5.0,1.62e-08
0.10303030303030303,-9e-10,5.0,1.39e-08
0.10707070707070704,-9e-10,5.0,1.39e-08
0.1111111111111111,-8e-10,5.0,1.1200000000000001e-08
0.11515151515151512,-9e-10,5.0,7.8e-09
0.11919191919191918,-1.1000000000000001e-09,5.0,8.7e-09
0.1232323232323232,-8e-10,5.0,5.6000000000000005e-09
0.12727272727272726,-7.000000000000001e-10,5.0,5.3e-09
0.13131313131313133,-8e-10,5.0,6.5e-09
0.13535353535353534,-1e-09,5.0,2.4e-09
0.1393939393939394,-1e-09,5.0,4.7e-09
0.14343434343434341,-7.000000000000001e-10,5.0,3.5000000000000003e-09
0.14747474747474748,-8e-10,5.0,1.3e-09
0.1515151515151515,-1.2e-09,5.0,3.2e-09
0.15555555555555556,-1.3e-09,5.0,1.8e-09
0.15959595959595957,-9e-10,5.0,-1.1000000000000001e-09
0.16363636363636364,-1e-09,5.0,8e-10
0.16767676767676765,-1e-09,5.0,-3e-10
0.1717171717171717,-8e-10,5.0,-6e-10
0.17575757575757572,-1.1000000000000001e-09,5.0,-8e-10
0.1797979797979798,-9e-10,5.0,1.1000000000000001e-09
0.1838383838383838,-8e-10,5.0,-1.7000000000000001e-09
0.18787878787878787,-8e-10,5.0,-1.9e-09
