vdm,trash,v1,i1
-0.2,-1.0100000000000001e-08,5.0,6e-10
-0.19595959595959597,-3.7e-09,5.0,-9e-10
-0.19191919191919193,-3e-09,5.0,1e-10
-0.1878787878787879,-2.6e-09,5.0,-3.2e-09
-0.18383838383838386,-2.5e-09,5.0,4e-10
-0.17979797979797982,-1.4000000000000001e-09,5.0,-2.9e-09
-0.17575757575757578,-1.7000000000000001e-09,5.0,-9e-10
-0.1717171717171717,-1.6e-09,5.0,1.2e-09
-0.1676767676767677,-2.1e-09,5.0,1.1000000000000001e-09
-0.16363636363636364,-1.1000000000000001e-09,5.0,2.4e-09
-0.15959595959595962,-1.4000000000000001e-09,5.0,1.9e-09
-0.15555555555555556,-1.4000000000000001e-09,5.0,-2e-10
-0.15151515151515152,-1.4000000000000001e-09,5.0,2.4e-09
-0.14747474747474748,-1.7000000000000001e-09,5.0,2.3e-09
-0.14343434343434344,-1.3e-09,5.0,1.3e-09
-0.1393939393939394,-1e-09,5.0,2e-09
-0.13535353535353536,-1.5e-09,5.0,2e-09
-0.13131313131313133,-1.1000000000000001e-09,5.0,5.2e-09
-0.1272727272727273,-2e-09,5.0,4.9e-09
-0.12323232323232325,-8e-10,5.0,4.9e-09
-0.11919191919191921,-1e-09,5.0,6.9000000000000006e-09
-0.11515151515151516,-1.6e-09,5.0,5.8e-09
-0.11111111111111112,-1.1000000000000001e-09,5.0,8.4e-09
-0.10707070707070708,-9e-10,5.0,1e-08
-0.10303030303030304,-1.5e-09,5.0,8.9e-09
-0.098989898989899,-1.3e-09,5.0,1.6100000000000002e-08
-0.09494949494949496,-5e-10,5.0,1.64e-08
-0.09090909090909093,-1.4000000000000001e-09,5.0,1.69e-08
-0.08686868686868687,-1.1000000000000001e-09,5.0,2.03e-08
-0.08282828282828283,-9e-10,5.0,2.12e-08
-0.0787878787878788,-1.1000000000000001e-09,5.0,2.36e-08
-0.07474747474747476,-6e-10,5.0,2.62e-08
-0.07070707070707072,-1e-09,5.0,3.03e-08
-0.06666666666666668,-1.1000000000000001e-09,5.0,3.34e-08
-0.06262626262626264,-1.6e-09,5.0,3.84e-08
-0.0585858585858586,-1.1000000000000001e-09,5.0,4.2600000000000004e-08
-0.054545454545454564,-1.2e-09,5.0,4.65e-08
-0.050505050505050525,1e-10,5.0,5.2e-08
-0.046464646464646486,-1.1000000000000001e-09,5.0,5.8e-08
-0.04242424242424245,-1e-09,5.0,6.39e-08
-0.03838383838383841,-1e-09,5.0,6.83e-08
-0.03434343434343434,-1.5e-09,5.0,7.87e-08
-0.030303030303030304,-1.1000000000000001e-09,5.0,8.53e-08
-0.026262626262626265,-8e-10,5.0,8.91e-08
-0.022222222222222227,-8e-10,5.0,9.85e-08
-0.018181818181818188,-1e-09,5.0,1.0210000000000001e-07
-0.01414141414141415,-4e-10,5.0,1.115e-07
-0.01010101010101011,-1.3e-09,5.0,1.206e-07
-0.006060606060606072,-1e-09,5.0,1.291e-07
-0.002020202020202033,-3e-10,5.0,1.374e-07
0.0020202020202020055,-6e-10,5.0,1.431e-07
0.006060606060606044,-1.4000000000000001e-09,5.0,1.54e-07
0.010101010101010083,-7.000000000000001e-10,5.0,1.5950000000000002e-07
0.014141414141414121,-9e-10,5.0,1.706e-07
0.01818181818181816,-1e-09,5.0,1.762e-07
0.0222222222222222,-9e-10,5.0,1.8590000000000002e-07
0.026262626262626265,-1.3e-09,5.0,1.9150000000000001e-07
0.030303030303030304,-9e-10,5.0,1.997e-07
0.03434343434343434,-1.3e-09,5.0,2.02e-07
0.03838383838383838,-8e-10,5.0,2.08e-07
0.04242424242424242,-1.2e-09,5.0,2.1700000000000002e-07
0.04646464646464646,-1.3e-09,5.0,2.2400000000000002e-07
0.0505050505050505,-7.000000000000001e-10,5.0,2.26e-07
0.05454545454545451,-9e-10,5.0,2.32e-07
0.058585858585858575,-9e-10,5.0,2.42e-07
0.06262626262626264,-1.1000000000000001e-09,5.0,2.48e-07
0.06666666666666665,-1.1000000000000001e-09,5.0,2.5000000000000004e-07
0.07070707070707072,-1.5e-09,5.0,2.49e-07
0.07474747474747473,-1.2e-09,5.0,2.5200000000000003e-07
0.0787878787878788,-6e-10,5.0,2.55e-07
0.0828282828282828,-1.2e-09,5.0,2.56e-07
0.08686868686868687,-7.000000000000001e-10,5.0,2.61e-07
0.09090909090909088,-5e-10,5.0,2.63e-07
0.09494949494949495,-1e-09,5.0,2.66e-07
0.09898989898989896,-1.3e-09,5.0,2.6900000000000004e-07
0.10303030303030303,-9e-10,5.0,2.65e-07
0.10707070707070704,-1e-09,5.0,2.6900000000000004e-07
0.1111111111111111,-1.8e-09,5.0,2.7100000000000003e-07
0.11515151515151512,-7.000000000000001e-10,5.0,2.7600000000000004e-07
0.11919191919191918,-7.000000000000001e-10,5.0,2.7e-07
0.1232323232323232,-2e-10,5.0,2.73e-07
0.12727272727272726,-1e-09,5.0,2.79e-07
0.13131313131313133,-1.2e-09,5.0,2.7800000000000003e-07
0.13535353535353534,-6e-10,5.0,2.72e-07
0.1393939393939394,-9e-10,5.0,2.8e-07
0.14343434343434341,-1e-09,5.0,2.8e-07
0.14747474747474748,-9e-10,5.0,2.8100000000000004e-07
0.1515151515151515,-1e-09,5.0,2.8e-07
0.15555555555555556,-6e-10,5.0,2.79e-07
0.15959595959595957,-1e-09,5.0,2.8300000000000003e-07
0.16363636363636364,-1e-09,5.0,2.8100000000000004e-07
0.16767676767676765,-1e-09,5.0,2.8e-07
0.1717171717171717,-8e-10,5.0,2.86e-07
0.17575757575757572,-7.000000000000001e-10,5.0,2.8e-07
0.1797979797979798,-1e-09,5.0,2.7600000000000004e-07
0.1838383838383838,-1e-09,5.0,2.8e-07
0.18787878787878787,-1.2e-09,5.0,2.8100000000000004e-07
0.19191919191919193,-1.1000000000000001e-09,5.0,2.87e-07
0.19595959595959594,-1.2e-09,5.0,2.82e-07
0.2,-1e-09,5.0,2.8100000000000004e-07
