vdm	Ix(M1:DRAIN)	Ix(M2:SOURCE)
-1.599999999999839e-02	-1.085983e-12	-1.259184e-12
-1.559999999999839e-02	-1.088248e-12	-1.257358e-12
-1.519999999999840e-02	-1.090522e-12	-1.255526e-12
-1.479999999999840e-02	-1.092804e-12	-1.253688e-12
-1.439999999999840e-02	-1.095095e-12	-1.251845e-12
-1.399999999999840e-02	-1.097395e-12	-1.249996e-12
-1.359999999999840e-02	-1.099702e-12	-1.248142e-12
-1.319999999999840e-02	-1.102018e-12	-1.246282e-12
-1.279999999999840e-02	-1.104342e-12	-1.244418e-12
-1.239999999999840e-02	-1.106675e-12	-1.242548e-12
-1.199999999999840e-02	-1.109015e-12	-1.240674e-12
-1.159999999999840e-02	-1.111363e-12	-1.238794e-12
-1.119999999999840e-02	-1.113720e-12	-1.236910e-12
-1.079999999999840e-02	-1.116084e-12	-1.235021e-12
-1.039999999999840e-02	-1.118456e-12	-1.233127e-12
-9.999999999998404e-03	-1.120835e-12	-1.231228e-12
-9.599999999998405e-03	-1.123222e-12	-1.229325e-12
-9.199999999998406e-03	-1.125617e-12	-1.227418e-12
-8.799999999998406e-03	-1.128019e-12	-1.225507e-12
-8.399999999998407e-03	-1.130428e-12	-1.223591e-12
-7.999999999998408e-03	-1.132845e-12	-1.221671e-12
-7.599999999998408e-03	-1.135269e-12	-1.219747e-12
-7.199999999998407e-03	-1.137700e-12	-1.217819e-12
-6.799999999998407e-03	-1.140138e-12	-1.215888e-12
-6.399999999998407e-03	-1.142582e-12	-1.213952e-12
-5.999999999998407e-03	-1.145034e-12	-1.212013e-12
-5.599999999998407e-03	-1.147492e-12	-1.210070e-12
-5.199999999998406e-03	-1.149957e-12	-1.208124e-12
-4.799999999998406e-03	-1.152428e-12	-1.206175e-12
-4.399999999998406e-03	-1.154906e-12	-1.204222e-12
-3.999999999998406e-03	-1.157390e-12	-1.202266e-12
-3.599999999998406e-03	-1.159881e-12	-1.200308e-12
-3.199999999998406e-03	-1.162377e-12	-1.198346e-12
-2.799999999998405e-03	-1.164880e-12	-1.196381e-12
-2.399999999998405e-03	-1.167388e-12	-1.194414e-12
-1.999999999998405e-03	-1.169902e-12	-1.192444e-12
-1.599999999998405e-03	-1.172423e-12	-1.190471e-12
-1.199999999998405e-03	-1.174948e-12	-1.188496e-12
-7.999999999984051e-04	-1.177479e-12	-1.186519e-12
-3.999999999984050e-04	-1.180016e-12	-1.184539e-12
1.594969815943426e-15	-1.182558e-12	-1.182558e-12
4.000000000015950e-04	-1.185105e-12	-1.180574e-12
8.000000000015950e-04	-1.187658e-12	-1.178589e-12
1.200000000001595e-03	-1.190215e-12	-1.176602e-12
1.600000000001595e-03	-1.192777e-12	-1.174613e-12
2.000000000001595e-03	-1.195344e-12	-1.172622e-12
2.400000000001595e-03	-1.197916e-12	-1.170630e-12
2.800000000001595e-03	-1.200492e-12	-1.168637e-12
3.200000000001596e-03	-1.203073e-12	-1.166642e-12
3.600000000001596e-03	-1.205658e-12	-1.164647e-12
4.000000000001596e-03	-1.208247e-12	-1.162650e-12
4.400000000001596e-03	-1.210841e-12	-1.160652e-12
4.800000000001596e-03	-1.213438e-12	-1.158654e-12
5.200000000001597e-03	-1.216040e-12	-1.156655e-12
5.600000000001597e-03	-1.218645e-12	-1.154655e-12
6.000000000001597e-03	-1.221254e-12	-1.152655e-12
6.400000000001597e-03	-1.223867e-12	-1.150655e-12
6.800000000001597e-03	-1.226483e-12	-1.148654e-12
7.200000000001597e-03	-1.229103e-12	-1.146653e-12
7.600000000001598e-03	-1.231726e-12	-1.144652e-12
8.000000000001598e-03	-1.234351e-12	-1.142651e-12
8.400000000001597e-03	-1.236980e-12	-1.140651e-12
8.800000000001596e-03	-1.239612e-12	-1.138650e-12
9.200000000001596e-03	-1.242247e-12	-1.136650e-12
9.600000000001595e-03	-1.244885e-12	-1.134651e-12
1.000000000000159e-02	-1.247525e-12	-1.132652e-12
1.040000000000159e-02	-1.250167e-12	-1.130654e-12
1.080000000000159e-02	-1.252812e-12	-1.128657e-12
1.120000000000159e-02	-1.255459e-12	-1.126661e-12
1.160000000000159e-02	-1.258109e-12	-1.124666e-12
1.200000000000159e-02	-1.260760e-12	-1.122672e-12
1.240000000000159e-02	-1.263414e-12	-1.120680e-12
1.280000000000159e-02	-1.266069e-12	-1.118688e-12
1.320000000000159e-02	-1.268725e-12	-1.116699e-12
1.360000000000159e-02	-1.271384e-12	-1.114711e-12
1.400000000000159e-02	-1.274044e-12	-1.112724e-12
1.440000000000159e-02	-1.276705e-12	-1.110740e-12
1.480000000000159e-02	-1.279368e-12	-1.108758e-12
1.520000000000159e-02	-1.282031e-12	-1.106777e-12
1.560000000000158e-02	-1.284696e-12	-1.104799e-12
1.600000000000159e-02	-1.287362e-12	-1.102823e-12
1.640000000000159e-02	-1.290028e-12	-1.100849e-12
1.680000000000159e-02	-1.292695e-12	-1.098878e-12
1.720000000000159e-02	-1.295363e-12	-1.096909e-12
1.760000000000159e-02	-1.298032e-12	-1.094943e-12
1.800000000000159e-02	-1.300700e-12	-1.092980e-12
1.840000000000159e-02	-1.303369e-12	-1.091020e-12
1.880000000000159e-02	-1.306039e-12	-1.089062e-12
1.920000000000159e-02	-1.308708e-12	-1.087108e-12
1.960000000000160e-02	-1.311377e-12	-1.085157e-12
2.000000000000160e-02	-1.314046e-12	-1.083209e-12
2.040000000000160e-02	-1.316715e-12	-1.081265e-12
2.080000000000160e-02	-1.319384e-12	-1.079324e-12
2.120000000000160e-02	-1.322052e-12	-1.077387e-12
2.160000000000160e-02	-1.324719e-12	-1.075453e-12
2.200000000000160e-02	-1.327386e-12	-1.073523e-12
2.240000000000160e-02	-1.330052e-12	-1.071597e-12
2.280000000000160e-02	-1.332717e-12	-1.069675e-12
2.320000000000160e-02	-1.335382e-12	-1.067757e-12
2.360000000000161e-02	-1.338045e-12	-1.065843e-12
2.400000000000161e-02	-1.340707e-12	-1.063934e-12
2.440000000000161e-02	-1.343368e-12	-1.062029e-12
2.480000000000161e-02	-1.346027e-12	-1.060128e-12
2.520000000000161e-02	-1.348685e-12	-1.058231e-12
2.560000000000161e-02	-1.351342e-12	-1.056340e-12
2.600000000000161e-02	-1.353997e-12	-1.054453e-12
2.640000000000161e-02	-1.356650e-12	-1.052570e-12
2.680000000000161e-02	-1.359301e-12	-1.050693e-12
2.720000000000162e-02	-1.361951e-12	-1.048820e-12
2.760000000000162e-02	-1.364598e-12	-1.046953e-12
2.800000000000162e-02	-1.367243e-12	-1.045090e-12
2.840000000000162e-02	-1.369887e-12	-1.043233e-12
2.880000000000162e-02	-1.372527e-12	-1.041381e-12
2.920000000000162e-02	-1.375166e-12	-1.039534e-12
2.960000000000162e-02	-1.377802e-12	-1.037693e-12
3.000000000000162e-02	-1.380436e-12	-1.035857e-12
3.040000000000162e-02	-1.383066e-12	-1.034027e-12
3.080000000000162e-02	-1.385695e-12	-1.032202e-12
3.120000000000163e-02	-1.388320e-12	-1.030383e-12
3.160000000000163e-02	-1.390943e-12	-1.028570e-12
3.200000000000162e-02	-1.393563e-12	-1.026763e-12
3.240000000000162e-02	-1.396179e-12	-1.024962e-12
3.280000000000162e-02	-1.398793e-12	-1.023166e-12
3.320000000000162e-02	-1.401403e-12	-1.021377e-12
3.360000000000161e-02	-1.404010e-12	-1.019594e-12
3.400000000000161e-02	-1.406614e-12	-1.017817e-12
3.440000000000161e-02	-1.409215e-12	-1.016046e-12
3.480000000000161e-02	-1.411812e-12	-1.014282e-12
3.520000000000161e-02	-1.414405e-12	-1.012524e-12
3.560000000000160e-02	-1.416995e-12	-1.010772e-12
3.600000000000160e-02	-1.419581e-12	-1.009027e-12
3.640000000000160e-02	-1.422163e-12	-1.007289e-12
3.680000000000160e-02	-1.424742e-12	-1.005557e-12
3.720000000000159e-02	-1.427316e-12	-1.003832e-12
3.760000000000159e-02	-1.429887e-12	-1.002113e-12
3.800000000000159e-02	-1.432454e-12	-1.000402e-12
3.840000000000159e-02	-1.435016e-12	-9.986967e-13
3.880000000000158e-02	-1.437574e-12	-9.969987e-13
3.920000000000158e-02	-1.440129e-12	-9.953077e-13
3.960000000000158e-02	-1.442679e-12	-9.936236e-13
4.000000000000158e-02	-1.445224e-12	-9.919465e-13
4.040000000000157e-02	-1.447765e-12	-9.902765e-13
4.080000000000157e-02	-1.450302e-12	-9.886137e-13
4.120000000000157e-02	-1.452834e-12	-9.869580e-13
4.160000000000157e-02	-1.455362e-12	-9.853095e-13
4.200000000000156e-02	-1.457885e-12	-9.836683e-13
4.240000000000156e-02	-1.460404e-12	-9.820344e-13
4.280000000000156e-02	-1.462918e-12	-9.804078e-13
4.320000000000156e-02	-1.465427e-12	-9.787886e-13
4.360000000000155e-02	-1.467931e-12	-9.771768e-13
4.400000000000155e-02	-1.470430e-12	-9.755724e-13
4.440000000000155e-02	-1.472925e-12	-9.739755e-13
4.480000000000155e-02	-1.475414e-12	-9.723860e-13
4.520000000000154e-02	-1.477899e-12	-9.708042e-13
4.560000000000154e-02	-1.480378e-12	-9.692299e-13
4.600000000000154e-02	-1.482852e-12	-9.676632e-13
4.640000000000154e-02	-1.485322e-12	-9.661041e-13
4.680000000000153e-02	-1.487786e-12	-9.645529e-13
4.720000000000153e-02	-1.490245e-12	-9.630091e-13
4.760000000000153e-02	-1.492699e-12	-9.614732e-13
4.800000000000153e-02	-1.495147e-12	-9.599449e-13
4.840000000000153e-02	-1.497590e-12	-9.584245e-13
4.880000000000152e-02	-1.500028e-12	-9.569119e-13
4.920000000000152e-02	-1.502460e-12	-9.554069e-13
4.960000000000152e-02	-1.504887e-12	-9.539098e-13
5.000000000000152e-02	-1.507309e-12	-9.524207e-13
5.040000000000151e-02	-1.509725e-12	-9.509393e-13
5.080000000000151e-02	-1.512136e-12	-9.494659e-13
5.120000000000151e-02	-1.514541e-12	-9.480004e-13
5.160000000000151e-02	-1.516940e-12	-9.465426e-13
5.200000000000150e-02	-1.519334e-12	-9.450930e-13
5.240000000000150e-02	-1.521723e-12	-9.436512e-13
5.280000000000150e-02	-1.524105e-12	-9.422173e-13
5.320000000000150e-02	-1.526482e-12	-9.407915e-13
5.360000000000149e-02	-1.528854e-12	-9.393736e-13
5.400000000000149e-02	-1.531219e-12	-9.379637e-13
5.440000000000149e-02	-1.533579e-12	-9.365618e-13
5.480000000000149e-02	-1.535933e-12	-9.351680e-13
5.520000000000148e-02	-1.538282e-12	-9.337820e-13
5.560000000000148e-02	-1.540624e-12	-9.324041e-13
5.600000000000148e-02	-1.542961e-12	-9.310342e-13
5.640000000000148e-02	-1.545292e-12	-9.296724e-13
5.680000000000147e-02	-1.547618e-12	-9.283185e-13
5.720000000000147e-02	-1.549937e-12	-9.269727e-13
5.760000000000147e-02	-1.552251e-12	-9.256349e-13
5.800000000000147e-02	-1.554558e-12	-9.243050e-13
5.840000000000146e-02	-1.556860e-12	-9.229833e-13
5.880000000000146e-02	-1.559156e-12	-9.216695e-13
5.920000000000146e-02	-1.561446e-12	-9.203638e-13
5.960000000000146e-02	-1.563730e-12	-9.190661e-13
6.000000000000145e-02	-1.566008e-12	-9.177764e-13
6.040000000000145e-02	-1.568281e-12	-9.164947e-13
6.080000000000145e-02	-1.570547e-12	-9.152210e-13
6.120000000000145e-02	-1.572808e-12	-9.139553e-13
6.160000000000145e-02	-1.575062e-12	-9.126975e-13
6.200000000000144e-02	-1.577311e-12	-9.114478e-13
6.240000000000144e-02	-1.579553e-12	-9.102060e-13
6.280000000000144e-02	-1.581790e-12	-9.089722e-13
6.320000000000144e-02	-1.584021e-12	-9.077463e-13
6.360000000000143e-02	-1.586246e-12	-9.065284e-13
6.400000000000143e-02	-1.588465e-12	-9.053183e-13
6.440000000000143e-02	-1.590678e-12	-9.041162e-13
6.480000000000143e-02	-1.592885e-12	-9.029220e-13
6.520000000000142e-02	-1.595086e-12	-9.017357e-13
6.560000000000142e-02	-1.597281e-12	-9.005572e-13
6.600000000000142e-02	-1.599470e-12	-8.993866e-13
6.640000000000142e-02	-1.601653e-12	-8.982238e-13
6.680000000000141e-02	-1.603831e-12	-8.970688e-13
6.720000000000141e-02	-1.606002e-12	-8.959216e-13
6.760000000000141e-02	-1.608167e-12	-8.947823e-13
6.800000000000141e-02	-1.610327e-12	-8.936507e-13
6.840000000000140e-02	-1.612481e-12	-8.925268e-13
6.880000000000140e-02	-1.614628e-12	-8.914107e-13
6.920000000000140e-02	-1.616770e-12	-8.903023e-13
6.960000000000140e-02	-1.618907e-12	-8.892015e-13
7.000000000000139e-02	-1.621037e-12	-8.881085e-13
7.040000000000139e-02	-1.623161e-12	-8.870230e-13
7.080000000000139e-02	-1.625279e-12	-8.859452e-13
7.120000000000139e-02	-1.627392e-12	-8.848750e-13
7.160000000000138e-02	-1.629499e-12	-8.838124e-13
7.200000000000138e-02	-1.631600e-12	-8.827574e-13
7.240000000000138e-02	-1.633695e-12	-8.817098e-13
7.280000000000138e-02	-1.635784e-12	-8.806698e-13
7.320000000000138e-02	-1.637868e-12	-8.796372e-13
7.360000000000137e-02	-1.639946e-12	-8.786121e-13
7.400000000000137e-02	-1.642018e-12	-8.775944e-13
7.440000000000137e-02	-1.644084e-12	-8.765842e-13
7.480000000000137e-02	-1.646145e-12	-8.755813e-13
7.520000000000136e-02	-1.648200e-12	-8.745857e-13
7.560000000000136e-02	-1.650250e-12	-8.735975e-13
7.600000000000136e-02	-1.652293e-12	-8.726165e-13
7.640000000000136e-02	-1.654332e-12	-8.716429e-13
7.680000000000135e-02	-1.656364e-12	-8.706764e-13
7.720000000000135e-02	-1.658391e-12	-8.697172e-13
7.760000000000135e-02	-1.660412e-12	-8.687652e-13
7.800000000000135e-02	-1.662428e-12	-8.678202e-13
7.840000000000134e-02	-1.664438e-12	-8.668825e-13
7.880000000000134e-02	-1.666442e-12	-8.659517e-13
7.920000000000134e-02	-1.668441e-12	-8.650281e-13
7.960000000000134e-02	-1.670435e-12	-8.641115e-13
8.000000000000133e-02	-1.672423e-12	-8.632019e-13
8.040000000000133e-02	-1.674406e-12	-8.622992e-13
8.080000000000133e-02	-1.676383e-12	-8.614035e-13
8.120000000000133e-02	-1.678355e-12	-8.605146e-13
8.160000000000132e-02	-1.680321e-12	-8.596327e-13
8.200000000000132e-02	-1.682282e-12	-8.587576e-13
8.240000000000132e-02	-1.684238e-12	-8.578892e-13
8.280000000000132e-02	-1.686189e-12	-8.570277e-13
8.320000000000131e-02	-1.688134e-12	-8.561729e-13
8.360000000000131e-02	-1.690074e-12	-8.553248e-13
8.400000000000131e-02	-1.692009e-12	-8.544833e-13
8.440000000000131e-02	-1.693938e-12	-8.536485e-13
8.480000000000130e-02	-1.695862e-12	-8.528203e-13
8.520000000000130e-02	-1.697781e-12	-8.519987e-13
8.560000000000130e-02	-1.699695e-12	-8.511836e-13
8.600000000000130e-02	-1.701604e-12	-8.503750e-13
8.640000000000130e-02	-1.703508e-12	-8.495729e-13
8.680000000000129e-02	-1.705407e-12	-8.487772e-13
8.720000000000129e-02	-1.707300e-12	-8.479879e-13
8.760000000000129e-02	-1.709189e-12	-8.472050e-13
8.800000000000129e-02	-1.711072e-12	-8.464283e-13
8.840000000000128e-02	-1.712951e-12	-8.456580e-13
8.880000000000128e-02	-1.714824e-12	-8.448939e-13
8.920000000000128e-02	-1.716693e-12	-8.441361e-13
8.960000000000128e-02	-1.718557e-12	-8.433844e-13
9.000000000000127e-02	-1.720416e-12	-8.426389e-13
9.040000000000127e-02	-1.722270e-12	-8.418996e-13
9.080000000000127e-02	-1.724120e-12	-8.411663e-13
9.120000000000127e-02	-1.725964e-12	-8.404390e-13
9.160000000000126e-02	-1.727804e-12	-8.397178e-13
9.200000000000126e-02	-1.729639e-12	-8.390025e-13
9.240000000000126e-02	-1.731470e-12	-8.382931e-13
9.280000000000126e-02	-1.733295e-12	-8.375898e-13
9.320000000000125e-02	-1.735116e-12	-8.368922e-13
9.360000000000125e-02	-1.736933e-12	-8.362004e-13
9.400000000000125e-02	-1.738745e-12	-8.355145e-13
9.440000000000125e-02	-1.740552e-12	-8.348343e-13
9.480000000000124e-02	-1.742355e-12	-8.341598e-13
9.520000000000124e-02	-1.744153e-12	-8.334910e-13
9.560000000000124e-02	-1.745947e-12	-8.328279e-13
9.600000000000124e-02	-1.747736e-12	-8.321704e-13
9.640000000000123e-02	-1.749521e-12	-8.315185e-13
9.680000000000123e-02	-1.751301e-12	-8.308721e-13
9.720000000000123e-02	-1.753078e-12	-8.302312e-13
9.760000000000123e-02	-1.754849e-12	-8.295958e-13
9.800000000000123e-02	-1.756617e-12	-8.289659e-13
9.840000000000122e-02	-1.758380e-12	-8.283413e-13
9.880000000000122e-02	-1.760139e-12	-8.277221e-13
9.920000000000122e-02	-1.761894e-12	-8.271082e-13
9.960000000000122e-02	-1.763644e-12	-8.264996e-13
1.000000000000012e-01	-1.765390e-12	-8.258963e-13
1.004000000000012e-01	-1.767133e-12	-8.252982e-13
1.008000000000012e-01	-1.768871e-12	-8.247053e-13
1.012000000000012e-01	-1.770605e-12	-8.241175e-13
1.016000000000012e-01	-1.772334e-12	-8.235349e-13
1.020000000000012e-01	-1.774060e-12	-8.229573e-13
1.024000000000012e-01	-1.775782e-12	-8.223848e-13
1.028000000000012e-01	-1.777500e-12	-8.218173e-13
1.032000000000012e-01	-1.779214e-12	-8.212547e-13
1.036000000000012e-01	-1.780924e-12	-8.206971e-13
1.040000000000012e-01	-1.782630e-12	-8.201445e-13
1.044000000000012e-01	-1.784332e-12	-8.195966e-13
1.048000000000012e-01	-1.786031e-12	-8.190536e-13
1.052000000000012e-01	-1.787725e-12	-8.185154e-13
1.056000000000012e-01	-1.789416e-12	-8.179821e-13
1.060000000000012e-01	-1.791103e-12	-8.174534e-13
1.064000000000012e-01	-1.792786e-12	-8.169294e-13
1.068000000000012e-01	-1.794466e-12	-8.164101e-13
1.072000000000012e-01	-1.796142e-12	-8.158954e-13
1.076000000000012e-01	-1.797814e-12	-8.153852e-13
1.080000000000012e-01	-1.799483e-12	-8.148797e-13
1.084000000000012e-01	-1.801148e-12	-8.143787e-13
1.088000000000012e-01	-1.802810e-12	-8.138822e-13
1.092000000000012e-01	-1.804468e-12	-8.133902e-13
1.096000000000012e-01	-1.806122e-12	-8.129025e-13
1.100000000000012e-01	-1.807773e-12	-8.124193e-13
1.104000000000011e-01	-1.809421e-12	-8.119405e-13
1.108000000000011e-01	-1.811065e-12	-8.114659e-13
1.112000000000011e-01	-1.812705e-12	-8.109957e-13
1.116000000000011e-01	-1.814343e-12	-8.105297e-13
1.120000000000011e-01	-1.815977e-12	-8.100679e-13
1.124000000000011e-01	-1.817608e-12	-8.096104e-13
1.128000000000011e-01	-1.819235e-12	-8.091570e-13
1.132000000000011e-01	-1.820859e-12	-8.087078e-13
1.136000000000011e-01	-1.822480e-12	-8.082626e-13
1.140000000000011e-01	-1.824098e-12	-8.078215e-13
1.144000000000011e-01	-1.825712e-12	-8.073845e-13
1.148000000000011e-01	-1.827323e-12	-8.069515e-13
1.152000000000011e-01	-1.828932e-12	-8.065224e-13
1.156000000000011e-01	-1.830536e-12	-8.060973e-13
1.160000000000011e-01	-1.832138e-12	-8.056761e-13
1.164000000000011e-01	-1.833738e-12	-8.052588e-13
1.168000000000011e-01	-1.835333e-12	-8.048453e-13
1.172000000000011e-01	-1.836926e-12	-8.044357e-13
1.176000000000011e-01	-1.838516e-12	-8.040298e-13
1.180000000000011e-01	-1.840103e-12	-8.036277e-13
1.184000000000011e-01	-1.841687e-12	-8.032293e-13
1.188000000000011e-01	-1.843268e-12	-8.028346e-13
1.192000000000011e-01	-1.844846e-12	-8.024436e-13
1.196000000000011e-01	-1.846421e-12	-8.020563e-13
1.200000000000011e-01	-1.847994e-12	-8.016725e-13
1.204000000000011e-01	-1.849563e-12	-8.012924e-13
1.208000000000011e-01	-1.851130e-12	-8.009157e-13
1.212000000000011e-01	-1.852694e-12	-8.005426e-13
1.216000000000011e-01	-1.854256e-12	-8.001730e-13
1.220000000000011e-01	-1.855815e-12	-7.998068e-13
1.224000000000011e-01	-1.857370e-12	-7.994441e-13
1.228000000000011e-01	-1.858924e-12	-7.990848e-13
1.232000000000011e-01	-1.860474e-12	-7.987289e-13
1.236000000000011e-01	-1.862022e-12	-7.983763e-13
1.240000000000011e-01	-1.863568e-12	-7.980271e-13
1.244000000000011e-01	-1.865111e-12	-7.976811e-13
1.248000000000011e-01	-1.866651e-12	-7.973384e-13
1.252000000000011e-01	-1.868189e-12	-7.969990e-13
1.256000000000011e-01	-1.869724e-12	-7.966628e-13
1.260000000000011e-01	-1.871257e-12	-7.963297e-13
1.264000000000011e-01	-1.872787e-12	-7.959998e-13
1.268000000000011e-01	-1.874315e-12	-7.956731e-13
1.272000000000011e-01	-1.875840e-12	-7.953495e-13
1.276000000000011e-01	-1.877363e-12	-7.950289e-13
1.280000000000011e-01	-1.878884e-12	-7.947114e-13
1.284000000000012e-01	-1.880403e-12	-7.943969e-13
1.288000000000012e-01	-1.881918e-12	-7.940854e-13
1.292000000000012e-01	-1.883432e-12	-7.937769e-13
1.296000000000012e-01	-1.884944e-12	-7.934713e-13
1.300000000000012e-01	-1.886453e-12	-7.931686e-13
1.304000000000012e-01	-1.887960e-12	-7.928689e-13
1.308000000000012e-01	-1.889464e-12	-7.925721e-13
1.312000000000012e-01	-1.890967e-12	-7.922780e-13
1.316000000000012e-01	-1.892467e-12	-7.919869e-13
1.320000000000013e-01	-1.893965e-12	-7.916985e-13
1.324000000000013e-01	-1.895461e-12	-7.914128e-13
1.328000000000013e-01	-1.896955e-12	-7.911300e-13
1.332000000000013e-01	-1.898447e-12	-7.908499e-13
1.336000000000013e-01	-1.899937e-12	-7.905724e-13
1.340000000000013e-01	-1.901424e-12	-7.902977e-13
1.344000000000013e-01	-1.902910e-12	-7.900255e-13
1.348000000000013e-01	-1.904394e-12	-7.897561e-13
1.352000000000013e-01	-1.905875e-12	-7.894892e-13
1.356000000000014e-01	-1.907355e-12	-7.892250e-13
1.360000000000014e-01	-1.908832e-12	-7.889632e-13
1.364000000000014e-01	-1.910308e-12	-7.887041e-13
1.368000000000014e-01	-1.911782e-12	-7.884474e-13
1.372000000000014e-01	-1.913254e-12	-7.881933e-13
1.376000000000014e-01	-1.914724e-12	-7.879417e-13
1.380000000000014e-01	-1.916192e-12	-7.876924e-13
1.384000000000014e-01	-1.917658e-12	-7.874456e-13
1.388000000000014e-01	-1.919123e-12	-7.872012e-13
1.392000000000015e-01	-1.920585e-12	-7.869592e-13
1.396000000000015e-01	-1.922046e-12	-7.867196e-13
1.400000000000015e-01	-1.923505e-12	-7.864823e-13
1.404000000000015e-01	-1.924963e-12	-7.862473e-13
1.408000000000015e-01	-1.926418e-12	-7.860146e-13
1.412000000000015e-01	-1.927872e-12	-7.857843e-13
1.416000000000015e-01	-1.929324e-12	-7.855561e-13
1.420000000000015e-01	-1.930775e-12	-7.853302e-13
1.424000000000016e-01	-1.932223e-12	-7.851066e-13
1.428000000000016e-01	-1.933671e-12	-7.848851e-13
1.432000000000016e-01	-1.935116e-12	-7.846658e-13
1.436000000000016e-01	-1.936560e-12	-7.844487e-13
1.440000000000016e-01	-1.938002e-12	-7.842337e-13
1.444000000000016e-01	-1.939443e-12	-7.840208e-13
1.448000000000016e-01	-1.940882e-12	-7.838100e-13
1.452000000000016e-01	-1.942320e-12	-7.836013e-13
1.456000000000016e-01	-1.943756e-12	-7.833947e-13
1.460000000000017e-01	-1.945190e-12	-7.831901e-13
1.464000000000017e-01	-1.946623e-12	-7.829876e-13
1.468000000000017e-01	-1.948055e-12	-7.827870e-13
1.472000000000017e-01	-1.949485e-12	-7.825884e-13
1.476000000000017e-01	-1.950913e-12	-7.823918e-13
1.480000000000017e-01	-1.952341e-12	-7.821972e-13
1.484000000000017e-01	-1.953766e-12	-7.820045e-13
1.488000000000017e-01	-1.955191e-12	-7.818136e-13
1.492000000000017e-01	-1.956614e-12	-7.816247e-13
1.496000000000018e-01	-1.958035e-12	-7.814377e-13
1.500000000000018e-01	-1.959455e-12	-7.812526e-13
1.504000000000018e-01	-1.960874e-12	-7.810692e-13
1.508000000000018e-01	-1.962292e-12	-7.808877e-13
1.512000000000018e-01	-1.963708e-12	-7.807080e-13
1.516000000000018e-01	-1.965123e-12	-7.805302e-13
1.520000000000018e-01	-1.966536e-12	-7.803540e-13
1.524000000000018e-01	-1.967949e-12	-7.801797e-13
1.528000000000019e-01	-1.969360e-12	-7.800071e-13
1.532000000000019e-01	-1.970769e-12	-7.798362e-13
1.536000000000019e-01	-1.972178e-12	-7.796670e-13
1.540000000000019e-01	-1.973585e-12	-7.794995e-13
1.544000000000019e-01	-1.974991e-12	-7.793337e-13
1.548000000000019e-01	-1.976396e-12	-7.791696e-13
1.552000000000019e-01	-1.977800e-12	-7.790071e-13
1.556000000000019e-01	-1.979203e-12	-7.788462e-13
1.560000000000019e-01	-1.980604e-12	-7.786870e-13
1.564000000000020e-01	-1.982004e-12	-7.785293e-13
1.568000000000020e-01	-1.983403e-12	-7.783732e-13
1.572000000000020e-01	-1.984801e-12	-7.782188e-13
1.576000000000020e-01	-1.986198e-12	-7.780659e-13
1.580000000000020e-01	-1.987594e-12	-7.779145e-13
1.584000000000020e-01	-1.988989e-12	-7.777646e-13
1.588000000000020e-01	-1.990383e-12	-7.776163e-13
1.592000000000020e-01	-1.991775e-12	-7.774693e-13
1.596000000000020e-01	-1.993167e-12	-7.773240e-13
1.600000000000021e-01	-1.994557e-12	-7.771801e-13
1.604000000000021e-01	-1.995947e-12	-7.770376e-13
1.608000000000021e-01	-1.997335e-12	-7.768966e-13
1.612000000000021e-01	-1.998723e-12	-7.767570e-13
1.616000000000021e-01	-2.000109e-12	-7.766188e-13
1.620000000000021e-01	-2.001495e-12	-7.764821e-13
1.624000000000021e-01	-2.002880e-12	-7.763467e-13
1.628000000000021e-01	-2.004263e-12	-7.762127e-13
1.632000000000021e-01	-2.005646e-12	-7.760800e-13
1.636000000000022e-01	-2.007028e-12	-7.759487e-13
1.640000000000022e-01	-2.008409e-12	-7.758188e-13
1.644000000000022e-01	-2.009789e-12	-7.756901e-13
1.648000000000022e-01	-2.011168e-12	-7.755627e-13
1.652000000000022e-01	-2.012546e-12	-7.754367e-13
1.656000000000022e-01	-2.013923e-12	-7.753119e-13
1.660000000000022e-01	-2.015300e-12	-7.751884e-13
1.664000000000022e-01	-2.016675e-12	-7.750662e-13
1.668000000000023e-01	-2.018050e-12	-7.749452e-13
1.672000000000023e-01	-2.019424e-12	-7.748254e-13
1.676000000000023e-01	-2.020797e-12	-7.747069e-13
1.680000000000023e-01	-2.022169e-12	-7.745895e-13
1.684000000000023e-01	-2.023541e-12	-7.744734e-13
1.688000000000023e-01	-2.024912e-12	-7.743584e-13
1.692000000000023e-01	-2.026282e-12	-7.742447e-13
1.696000000000023e-01	-2.027651e-12	-7.741321e-13
1.700000000000023e-01	-2.029019e-12	-7.740206e-13
1.704000000000024e-01	-2.030387e-12	-7.739102e-13
1.708000000000024e-01	-2.031754e-12	-7.738011e-13
1.712000000000024e-01	-2.033120e-12	-7.736930e-13
1.716000000000024e-01	-2.034485e-12	-7.735861e-13
1.720000000000024e-01	-2.035850e-12	-7.734802e-13
1.724000000000024e-01	-2.037214e-12	-7.733754e-13
1.728000000000024e-01	-2.038578e-12	-7.732717e-13
1.732000000000024e-01	-2.039940e-12	-7.731690e-13
1.736000000000024e-01	-2.041302e-12	-7.730674e-13
1.740000000000025e-01	-2.042664e-12	-7.729669e-13
1.744000000000025e-01	-2.044024e-12	-7.728674e-13
1.748000000000025e-01	-2.045384e-12	-7.727689e-13
1.752000000000025e-01	-2.046744e-12	-7.726714e-13
1.756000000000025e-01	-2.048103e-12	-7.725749e-13
