,vdm,v,i1,i2
74,0.1138383838383838,1.341,6e-06,7.590000000000001e-07
75,0.1184848484848485,1.344,6.06e-06,7.000000000000001e-07
76,0.1231313131313131,1.347,6.13e-06,6.410000000000001e-07
77,0.1277777777777778,1.35,6.19e-06,5.79e-07
78,0.1324242424242424,1.353,6.24e-06,5.280000000000001e-07
79,0.1370707070707071,1.356,6.28e-06,4.800000000000001e-07
80,0.1417171717171717,1.359,6.3200000000000005e-06,4.33e-07
81,0.1463636363636364,1.363,6.37e-06,3.87e-07
82,0.151010101010101,1.366,6.4100000000000005e-06,3.500000000000001e-07
83,0.1556565656565657,1.369,6.45e-06,3.210000000000001e-07
84,0.1603030303030303,1.373,6.48e-06,2.8e-07
85,0.1649494949494949,1.376,6.51e-06,2.520000000000001e-07
86,0.1695959595959596,1.379,6.55e-06,2.3000000000000002e-07
87,0.1742424242424242,1.382,6.57e-06,2.01e-07
88,0.1788888888888889,1.386,6.59e-06,1.79e-07
89,0.1835353535353535,1.389,6.61e-06,1.6e-07
90,0.1881818181818182,1.392,6.63e-06,1.3900000000000001e-07
91,0.1928282828282828,1.396,6.65e-06,1.1800000000000001e-07
92,0.1974747474747475,1.399,6.6700000000000005e-06,1.08e-07
93,0.2021212121212121,1.403,6.68e-06,9.87e-08
94,0.2067676767676768,1.406,6.69e-06,8.430000000000002e-08
95,0.2114141414141414,1.41,6.7e-06,7.8e-08
96,0.2160606060606061,1.414,6.71e-06,6.69e-08
97,0.2207070707070707,1.417,6.72e-06,5.890000000000001e-08
98,0.2253535353535354,1.421,6.73e-06,4.930000000000001e-08
99,0.23,1.424,6.73e-06,4.45e-08
