,vdm,v,i1,i2
0,-0.2,2.164,-1e-10,3.18e-07
1,-0.1959595959595959,2.164,-5e-10,3.23e-07
2,-0.1919191919191919,2.164,-3e-10,3.23e-07
3,-0.1878787878787879,2.164,-1.2e-09,3.190000000000001e-07
4,-0.1838383838383838,2.164,1.3e-09,3.16e-07
5,-0.1797979797979798,2.164,-9e-10,3.190000000000001e-07
6,-0.1757575757575757,2.164,1.3e-09,3.2e-07
7,-0.1717171717171717,2.164,-1.1e-09,3.190000000000001e-07
8,-0.1676767676767677,2.164,1.5e-09,3.2400000000000004e-07
9,-0.1636363636363636,2.164,-3e-10,3.22e-07
10,-0.1595959595959596,2.164,2.2000000000000003e-09,3.2e-07
11,-0.1555555555555555,2.164,1.5e-09,3.1700000000000005e-07
12,-0.1515151515151515,2.164,-1e-10,3.1700000000000005e-07
13,-0.1474747474747474,2.164,3.5e-09,3.18e-07
14,-0.1434343434343434,2.164,2.3e-09,3.16e-07
15,-0.1393939393939394,2.164,2.5e-09,3.190000000000001e-07
16,-0.1353535353535353,2.164,2.6e-09,3.140000000000001e-07
17,-0.1313131313131313,2.164,4.1e-09,3.140000000000001e-07
18,-0.1272727272727273,2.164,5.5e-09,3.13e-07
19,-0.1232323232323232,2.164,6.3e-09,3.13e-07
20,-0.1191919191919192,2.164,1.07e-08,3.090000000000001e-07
21,-0.1151515151515151,2.164,7.7e-09,3.140000000000001e-07
22,-0.1111111111111111,2.164,1.06e-08,3.1e-07
23,-0.107070707070707,2.164,9.3e-09,3.11e-07
24,-0.103030303030303,2.164,1.4e-08,3.06e-07
25,-0.098989898989899,2.164,1.59e-08,3.08e-07
26,-0.0949494949494949,2.166,1.63e-08,3.01e-07
27,-0.0909090909090909,2.166,2.11e-08,2.99e-07
28,-0.0868686868686868,2.166,2.04e-08,2.99e-07
29,-0.0828282828282828,2.166,2.16e-08,2.96e-07
30,-0.0787878787878788,2.166,2.41e-08,2.97e-07
31,-0.0747474747474747,2.166,2.78e-08,2.900000000000001e-07
32,-0.0707070707070707,2.166,3.11e-08,2.86e-07
33,-0.0666666666666666,2.168,3.4e-08,2.780000000000001e-07
34,-0.0626262626262626,2.168,3.84e-08,2.780000000000001e-07
35,-0.0585858585858586,2.168,4.45e-08,2.73e-07
36,-0.0545454545454545,2.168,4.61e-08,2.66e-07
37,-0.0505050505050505,2.17,5.32e-08,2.640000000000001e-07
38,-0.0464646464646464,2.17,5.6600000000000004e-08,2.58e-07
39,-0.0424242424242424,2.17,6.31e-08,2.48e-07
40,-0.0383838383838384,2.172,7.05e-08,2.41e-07
41,-0.0343434343434343,2.172,7.640000000000002e-08,2.3000000000000002e-07
42,-0.0303030303030303,2.174,8.24e-08,2.32e-07
43,-0.0262626262626262,2.174,8.81e-08,2.1700000000000002e-07
