,vdm,v,i1,i2
67,0.0707070707070707,1.427,2.5700000000000004e-07,3.74e-08
68,0.0747474747474747,1.43,2.63e-07,3.09e-08
69,0.0787878787878788,1.433,2.62e-07,2.88e-08
70,0.0828282828282828,1.436,2.61e-07,2.5700000000000002e-08
71,0.0868686868686868,1.439,2.7e-07,2.27e-08
72,0.0909090909090908,1.441,2.77e-07,1.87e-08
73,0.0949494949494949,1.444,2.760000000000001e-07,1.8e-08
74,0.0989898989898989,1.447,2.77e-07,1.62e-08
75,0.103030303030303,1.45,2.77e-07,1.39e-08
76,0.107070707070707,1.453,2.8100000000000004e-07,1.39e-08
77,0.1111111111111111,1.456,2.84e-07,1.12e-08
78,0.1151515151515151,1.459,2.84e-07,7.8e-09
79,0.1191919191919191,1.462,2.85e-07,8.7e-09
80,0.1232323232323232,1.465,2.79e-07,5.6000000000000005e-09
81,0.1272727272727272,1.468,2.89e-07,5.3e-09
82,0.1313131313131313,1.471,2.84e-07,6.5e-09
83,0.1353535353535353,1.474,2.900000000000001e-07,2.4e-09
84,0.1393939393939394,1.477,2.89e-07,4.7e-09
85,0.1434343434343434,1.48,2.87e-07,3.5e-09
86,0.1474747474747474,1.483,2.89e-07,1.3e-09
87,0.1515151515151515,1.486,2.85e-07,3.2e-09
88,0.1555555555555555,1.489,2.900000000000001e-07,1.8e-09
89,0.1595959595959595,1.492,2.950000000000001e-07,-1.1e-09
90,0.1636363636363636,1.495,2.94e-07,8e-10
91,0.1676767676767676,1.498,2.9300000000000004e-07,-3e-10
92,0.1717171717171717,1.502,2.92e-07,-6e-10
93,0.1757575757575757,1.505,2.950000000000001e-07,-8e-10
94,0.1797979797979798,1.508,2.91e-07,1.1e-09
95,0.1838383838383838,1.511,2.92e-07,-1.7e-09
96,0.1878787878787878,1.514,2.98e-07,-1.9e-09
97,0.1919191919191919,1.517,2.950000000000001e-07,-5e-10
98,0.1959595959595959,1.52,2.950000000000001e-07,6e-10
99,0.2,1.523,2.96e-07,1.1e-09
