,vdm,v,i1,i2
66,0.0666666666666666,1.425,2.44e-07,3.6e-08
67,0.0707070707070707,1.427,2.43e-07,3.5e-08
68,0.0747474747474747,1.43,2.48e-07,3.3000000000000004e-08
69,0.0787878787878788,1.433,2.5000000000000004e-07,2.56e-08
70,0.0828282828282828,1.436,2.55e-07,2.51e-08
71,0.0868686868686868,1.439,2.5700000000000004e-07,2.3100000000000002e-08
72,0.0909090909090908,1.442,2.6e-07,1.84e-08
73,0.0949494949494949,1.444,2.65e-07,1.8300000000000002e-08
74,0.0989898989898989,1.447,2.7e-07,1.7600000000000002e-08
75,0.103030303030303,1.45,2.62e-07,1.25e-08
76,0.107070707070707,1.453,2.66e-07,9.900000000000001e-09
77,0.1111111111111111,1.456,2.63e-07,1.13e-08
78,0.1151515151515151,1.459,2.780000000000001e-07,9e-09
79,0.1191919191919191,1.462,2.6900000000000004e-07,8.7e-09
80,0.1232323232323232,1.465,2.760000000000001e-07,3.9e-09
81,0.1272727272727272,1.468,2.73e-07,3e-09
82,0.1313131313131313,1.471,2.75e-07,4.3000000000000005e-09
83,0.1353535353535353,1.474,2.79e-07,5.4e-09
84,0.1393939393939394,1.477,2.72e-07,2.2000000000000003e-09
85,0.1434343434343434,1.48,2.8e-07,2.8000000000000003e-09
86,0.1474747474747474,1.483,2.79e-07,2.7e-09
87,0.1515151515151515,1.486,2.79e-07,4.4000000000000005e-09
88,0.1555555555555555,1.489,2.77e-07,2.1e-09
89,0.1595959595959595,1.492,2.79e-07,-2e-10
90,0.1636363636363636,1.495,2.82e-07,1.3e-09
91,0.1676767676767676,1.498,2.760000000000001e-07,1e-09
92,0.1717171717171717,1.502,2.8e-07,0.0
93,0.1757575757575757,1.505,2.760000000000001e-07,0.0
94,0.1797979797979798,1.508,2.830000000000001e-07,-7.000000000000001e-10
95,0.1838383838383838,1.511,2.82e-07,-8e-10
96,0.1878787878787878,1.514,2.82e-07,0.0
97,0.1919191919191919,1.517,2.8e-07,1.4e-09
98,0.1959595959595959,1.52,2.84e-07,1e-10
99,0.2,1.523,2.85e-07,-4e-10
