,vdm,v,i1,i2
0,-0.2,2.968,-9e-10,3.2400000000000004e-07
1,-0.1959595959595959,2.968,-1.2e-09,3.210000000000001e-07
2,-0.1919191919191919,2.968,-9e-10,3.25e-07
3,-0.1878787878787879,2.97,-3e-10,3.260000000000001e-07
4,-0.1838383838383838,2.97,9e-10,3.22e-07
5,-0.1797979797979798,2.97,-1e-09,3.25e-07
6,-0.1757575757575757,2.97,-7.000000000000001e-10,3.28e-07
7,-0.1717171717171717,2.97,-1e-10,3.260000000000001e-07
8,-0.1676767676767677,2.97,7.000000000000001e-10,3.16e-07
9,-0.1636363636363636,2.97,-1.3e-09,3.3e-07
10,-0.1595959595959596,2.97,-3e-10,3.23e-07
11,-0.1555555555555555,2.97,0.0,3.23e-07
12,-0.1515151515151515,2.97,1.8e-09,3.190000000000001e-07
13,-0.1474747474747474,2.97,7.000000000000001e-10,3.25e-07
14,-0.1434343434343434,2.97,2.4e-09,3.23e-07
15,-0.1393939393939394,2.97,2.8000000000000003e-09,3.2400000000000004e-07
16,-0.1353535353535353,2.97,4.3000000000000005e-09,3.2400000000000004e-07
17,-0.1313131313131313,2.97,4.8e-09,3.23e-07
18,-0.1272727272727273,2.97,5.4e-09,3.190000000000001e-07
19,-0.1232323232323232,2.97,5.6000000000000005e-09,3.18e-07
20,-0.1191919191919192,2.97,4.5e-09,3.1700000000000005e-07
21,-0.1151515151515151,2.97,9.2e-09,3.13e-07
22,-0.1111111111111111,2.97,1.31e-08,3.1200000000000004e-07
23,-0.107070707070707,2.97,1.28e-08,3.13e-07
24,-0.103030303030303,2.97,1.17e-08,3.1200000000000004e-07
25,-0.098989898989899,2.97,1.3400000000000001e-08,3.06e-07
26,-0.0949494949494949,2.97,1.74e-08,3.090000000000001e-07
27,-0.0909090909090909,2.97,1.88e-08,3.020000000000001e-07
28,-0.0868686868686868,2.97,2.07e-08,3.0000000000000004e-07
29,-0.0828282828282828,2.972,2.16e-08,2.99e-07
30,-0.0787878787878788,2.972,2.67e-08,3.01e-07
31,-0.0747474747474747,2.972,3.02e-08,2.96e-07
32,-0.0707070707070707,2.972,3.5200000000000004e-08,2.91e-07
33,-0.0666666666666666,2.972,4.08e-08,2.89e-07
34,-0.0626262626262626,2.974,4.17e-08,2.830000000000001e-07
35,-0.0585858585858586,2.974,4.72e-08,2.77e-07
36,-0.0545454545454545,2.974,5.150000000000001e-08,2.75e-07
37,-0.0505050505050505,2.974,5.7300000000000004e-08,2.68e-07
38,-0.0464646464646464,2.976,6.370000000000002e-08,2.62e-07
39,-0.0424242424242424,2.976,7.13e-08,2.55e-07
40,-0.0383838383838384,2.976,7.760000000000002e-08,2.470000000000001e-07
41,-0.0343434343434343,2.978,8.28e-08,2.39e-07
42,-0.0303030303030303,2.978,9.14e-08,2.34e-07
43,-0.0262626262626262,2.98,1.012e-07,2.27e-07
44,-0.0222222222222222,2.982,1.11e-07,2.16e-07
45,-0.0181818181818181,2.982,1.175e-07,2.0700000000000001e-07
46,-0.0141414141414141,2.984,1.286e-07,2.01e-07
47,-0.0101010101010101,2.986,1.345e-07,1.8700000000000002e-07
48,-0.006060606060606,2.986,1.445e-07,1.8000000000000002e-07
49,-0.002020202020202,2.988,1.547e-07,1.7000000000000001e-07
50,0.002020202020202,2.99,1.632e-07,1.53e-07
51,0.006060606060606,2.992,1.717e-07,1.49e-07
52,0.01010101010101,2.992,1.833e-07,1.42e-07
53,0.0141414141414141,2.994,1.9150000000000001e-07,1.28e-07
54,0.0181818181818181,2.996,2.0000000000000002e-07,1.21e-07
55,0.0222222222222222,3.0,2.0700000000000001e-07,1.11e-07
56,0.0262626262626262,3.002,2.16e-07,1.04e-07
57,0.0303030303030303,3.004,2.2900000000000005e-07,1.002e-07
58,0.0343434343434343,3.006,2.3600000000000002e-07,9.14e-08
59,0.0383838383838383,3.008,2.41e-07,8.310000000000002e-08
60,0.0424242424242424,3.01,2.5000000000000004e-07,7.47e-08
61,0.0464646464646464,3.012,2.53e-07,7.13e-08
62,0.0505050505050505,3.016,2.65e-07,6.31e-08
63,0.0545454545454545,3.018,2.67e-07,5.91e-08
64,0.0585858585858585,3.022,2.74e-07,5.09e-08
65,0.0626262626262626,3.024,2.780000000000001e-07,4.710000000000001e-08
66,0.0666666666666666,3.026,2.8e-07,4.31e-08
67,0.0707070707070707,3.03,2.8800000000000004e-07,3.94e-08
68,0.0747474747474747,3.032,2.85e-07,3.36e-08
69,0.0787878787878788,3.036,2.96e-07,2.95e-08
70,0.0828282828282828,3.0380000000000003,3.0000000000000004e-07,2.69e-08
71,0.0868686868686868,3.0420000000000003,3.03e-07,2.47e-08
72,0.0909090909090908,3.044,3.01e-07,2.23e-08
73,0.0949494949494949,3.048,3.08e-07,1.8300000000000002e-08
74,0.0989898989898989,3.0500000000000003,3.0500000000000004e-07,1.63e-08
75,0.103030303030303,3.0540000000000003,3.15e-07,1.21e-08
76,0.107070707070707,3.056,3.1200000000000004e-07,1.04e-08
77,0.1111111111111111,3.06,3.15e-07,1.02e-08
78,0.1151515151515151,3.0620000000000003,3.090000000000001e-07,8.5e-09
79,0.1191919191919191,3.0660000000000003,3.140000000000001e-07,8.2e-09
80,0.1232323232323232,3.068,3.1700000000000005e-07,7.1e-09
81,0.1272727272727272,3.072,3.190000000000001e-07,6.5e-09
82,0.1313131313131313,3.076,3.18e-07,3.3e-09
83,0.1353535353535353,3.078,3.1700000000000005e-07,5.8e-09
84,0.1393939393939394,3.082,3.22e-07,3.4000000000000003e-09
85,0.1434343434343434,3.086,3.22e-07,2.8000000000000003e-09
86,0.1474747474747474,3.088,3.18e-07,3.5e-09
87,0.1515151515151515,3.092,3.2400000000000004e-07,4e-10
88,0.1555555555555555,3.094,3.22e-07,1.2e-09
89,0.1595959595959595,3.098,3.210000000000001e-07,1.3e-09
90,0.1636363636363636,3.102,3.23e-07,0.0
91,0.1676767676767676,3.104,3.2400000000000004e-07,-4e-10
92,0.1717171717171717,3.108,3.2400000000000004e-07,-3e-10
93,0.1757575757575757,3.112,3.2400000000000004e-07,-1.2e-09
94,0.1797979797979798,3.114,3.260000000000001e-07,-2.1e-09
95,0.1838383838383838,3.118,3.310000000000001e-07,-1.6e-09
96,0.1878787878787878,3.12,3.210000000000001e-07,-1.1e-09
97,0.1919191919191919,3.124,3.260000000000001e-07,-1.5e-09
98,0.1959595959595959,3.128,3.25e-07,7.000000000000001e-10
99,0.2,3.13,3.2400000000000004e-07,-2.5e-09
