vdm	V(n001)	I(V1)	I(V3)
-1.747999999999993e-01	1.626127e+00	1.383652e-10	3.448664e-08
-1.743999999999993e-01	1.626125e+00	1.402217e-10	3.448478e-08
-1.739999999999993e-01	1.626123e+00	1.421043e-10	3.448291e-08
-1.735999999999993e-01	1.626120e+00	1.440134e-10	3.448100e-08
-1.731999999999992e-01	1.626118e+00	1.459493e-10	3.447906e-08
-1.727999999999992e-01	1.626116e+00	1.479125e-10	3.447710e-08
-1.723999999999992e-01	1.626114e+00	1.499033e-10	3.447512e-08
-1.719999999999992e-01	1.626111e+00	1.519220e-10	3.447310e-08
-1.715999999999992e-01	1.626109e+00	1.539691e-10	3.447106e-08
-1.711999999999992e-01	1.626107e+00	1.560450e-10	3.446898e-08
-1.707999999999992e-01	1.626104e+00	1.581501e-10	3.446688e-08
-1.703999999999992e-01	1.626102e+00	1.602847e-10	3.446475e-08
-1.699999999999992e-01	1.626099e+00	1.624492e-10	3.446259e-08
-1.695999999999991e-01	1.626096e+00	1.646442e-10	3.446040e-08
-1.691999999999991e-01	1.626094e+00	1.668699e-10	3.445817e-08
-1.687999999999991e-01	1.626091e+00	1.691269e-10	3.445592e-08
-1.683999999999991e-01	1.626089e+00	1.714154e-10	3.445363e-08
-1.679999999999991e-01	1.626086e+00	1.737361e-10	3.445132e-08
-1.675999999999991e-01	1.626083e+00	1.760893e-10	3.444897e-08
-1.671999999999991e-01	1.626081e+00	1.784754e-10	3.444659e-08
-1.667999999999991e-01	1.626078e+00	1.808950e-10	3.444417e-08
-1.663999999999990e-01	1.626075e+00	1.833484e-10	3.444172e-08
-1.659999999999990e-01	1.626072e+00	1.858361e-10	3.443924e-08
-1.655999999999990e-01	1.626069e+00	1.883587e-10	3.443672e-08
-1.651999999999990e-01	1.626066e+00	1.909165e-10	3.443416e-08
-1.647999999999990e-01	1.626063e+00	1.935101e-10	3.443157e-08
-1.643999999999990e-01	1.626060e+00	1.961399e-10	3.442895e-08
-1.639999999999990e-01	1.626057e+00	1.988065e-10	3.442628e-08
-1.635999999999990e-01	1.626054e+00	2.015103e-10	3.442358e-08
-1.631999999999990e-01	1.626051e+00	2.042518e-10	3.442085e-08
-1.627999999999989e-01	1.626047e+00	2.070316e-10	3.441807e-08
-1.623999999999989e-01	1.626044e+00	2.098501e-10	3.441525e-08
-1.619999999999989e-01	1.626041e+00	2.127080e-10	3.441240e-08
-1.615999999999989e-01	1.626037e+00	2.156057e-10	3.440951e-08
-1.611999999999989e-01	1.626034e+00	2.185437e-10	3.440658e-08
-1.607999999999989e-01	1.626030e+00	2.215227e-10	3.440360e-08
-1.603999999999989e-01	1.626027e+00	2.245432e-10	3.440058e-08
-1.599999999999989e-01	1.626023e+00	2.276056e-10	3.439752e-08
-1.595999999999989e-01	1.626020e+00	2.307107e-10	3.439443e-08
-1.591999999999988e-01	1.626016e+00	2.338590e-10	3.439128e-08
-1.587999999999988e-01	1.626012e+00	2.370510e-10	3.438809e-08
-1.583999999999988e-01	1.626009e+00	2.402873e-10	3.438486e-08
-1.579999999999988e-01	1.626005e+00	2.435686e-10	3.438159e-08
-1.575999999999988e-01	1.626001e+00	2.468954e-10	3.437826e-08
-1.571999999999988e-01	1.625997e+00	2.502684e-10	3.437490e-08
-1.567999999999988e-01	1.625993e+00	2.536881e-10	3.437148e-08
-1.563999999999988e-01	1.625989e+00	2.571553e-10	3.436802e-08
-1.559999999999988e-01	1.625985e+00	2.606705e-10	3.436451e-08
-1.555999999999987e-01	1.625981e+00	2.642343e-10	3.436095e-08
-1.551999999999987e-01	1.625977e+00	2.678475e-10	3.435734e-08
-1.547999999999987e-01	1.625972e+00	2.715106e-10	3.435368e-08
-1.543999999999987e-01	1.625968e+00	2.752245e-10	3.434997e-08
-1.539999999999987e-01	1.625964e+00	2.789896e-10	3.434621e-08
-1.535999999999987e-01	1.625959e+00	2.828068e-10	3.434240e-08
-1.531999999999987e-01	1.625955e+00	2.866766e-10	3.433854e-08
-1.527999999999987e-01	1.625950e+00	2.905999e-10	3.433462e-08
-1.523999999999986e-01	1.625946e+00	2.945772e-10	3.433065e-08
-1.519999999999986e-01	1.625941e+00	2.986094e-10	3.432662e-08
-1.515999999999986e-01	1.625936e+00	3.026971e-10	3.432254e-08
-1.511999999999986e-01	1.625931e+00	3.068411e-10	3.431840e-08
-1.507999999999986e-01	1.625926e+00	3.110422e-10	3.431420e-08
-1.503999999999986e-01	1.625921e+00	3.153010e-10	3.430995e-08
-1.499999999999986e-01	1.625916e+00	3.196183e-10	3.430564e-08
-1.495999999999986e-01	1.625911e+00	3.239950e-10	3.430127e-08
-1.491999999999986e-01	1.625906e+00	3.284318e-10	3.429684e-08
-1.487999999999985e-01	1.625901e+00	3.329294e-10	3.429235e-08
-1.483999999999985e-01	1.625896e+00	3.374887e-10	3.428780e-08
-1.479999999999985e-01	1.625890e+00	3.421105e-10	3.428318e-08
-1.475999999999985e-01	1.625885e+00	3.467956e-10	3.427850e-08
-1.471999999999985e-01	1.625879e+00	3.515448e-10	3.427376e-08
-1.467999999999985e-01	1.625874e+00	3.563589e-10	3.426895e-08
-1.463999999999985e-01	1.625868e+00	3.612389e-10	3.426408e-08
-1.459999999999985e-01	1.625862e+00	3.661855e-10	3.425914e-08
-1.455999999999985e-01	1.625856e+00	3.711997e-10	3.425414e-08
-1.451999999999984e-01	1.625850e+00	3.762823e-10	3.424906e-08
-1.447999999999984e-01	1.625844e+00	3.814341e-10	3.424391e-08
-1.443999999999984e-01	1.625838e+00	3.866562e-10	3.423870e-08
-1.439999999999984e-01	1.625832e+00	3.919493e-10	3.423342e-08
-1.435999999999984e-01	1.625826e+00	3.973144e-10	3.422806e-08
-1.431999999999984e-01	1.625819e+00	4.027525e-10	3.422263e-08
-1.427999999999984e-01	1.625813e+00	4.082644e-10	3.421712e-08
-1.423999999999984e-01	1.625807e+00	4.138512e-10	3.421154e-08
-1.419999999999983e-01	1.625800e+00	4.195137e-10	3.420589e-08
-1.415999999999983e-01	1.625793e+00	4.252530e-10	3.420016e-08
-1.411999999999983e-01	1.625786e+00	4.310700e-10	3.419435e-08
-1.407999999999983e-01	1.625780e+00	4.369657e-10	3.418846e-08
-1.403999999999983e-01	1.625773e+00	4.429412e-10	3.418250e-08
-1.399999999999983e-01	1.625766e+00	4.489973e-10	3.417645e-08
-1.395999999999983e-01	1.625758e+00	4.551353e-10	3.417032e-08
-1.391999999999983e-01	1.625751e+00	4.613560e-10	3.416411e-08
-1.387999999999983e-01	1.625744e+00	4.676605e-10	3.415781e-08
-1.383999999999982e-01	1.625736e+00	4.740500e-10	3.415143e-08
-1.379999999999982e-01	1.625729e+00	4.805254e-10	3.414496e-08
-1.375999999999982e-01	1.625721e+00	4.870879e-10	3.413841e-08
-1.371999999999982e-01	1.625713e+00	4.937385e-10	3.413177e-08
-1.367999999999982e-01	1.625705e+00	5.004783e-10	3.412504e-08
-1.363999999999982e-01	1.625697e+00	5.073085e-10	3.411822e-08
-1.359999999999982e-01	1.625689e+00	5.142302e-10	3.411131e-08
-1.355999999999982e-01	1.625681e+00	5.212445e-10	3.410430e-08
-1.351999999999982e-01	1.625673e+00	5.283526e-10	3.409721e-08
-1.347999999999981e-01	1.625664e+00	5.355557e-10	3.409001e-08
-1.343999999999981e-01	1.625656e+00	5.428548e-10	3.408272e-08
-1.339999999999981e-01	1.625647e+00	5.502512e-10	3.407534e-08
-1.335999999999981e-01	1.625638e+00	5.577461e-10	3.406785e-08
-1.331999999999981e-01	1.625630e+00	5.653408e-10	3.406027e-08
-1.327999999999981e-01	1.625620e+00	5.730364e-10	3.405259e-08
-1.323999999999981e-01	1.625611e+00	5.808342e-10	3.404480e-08
-1.319999999999981e-01	1.625602e+00	5.887353e-10	3.403691e-08
-1.315999999999981e-01	1.625593e+00	5.967412e-10	3.402891e-08
-1.311999999999980e-01	1.625583e+00	6.048529e-10	3.402081e-08
-1.307999999999980e-01	1.625574e+00	6.130720e-10	3.401261e-08
-1.303999999999980e-01	1.625564e+00	6.213996e-10	3.400429e-08
-1.299999999999980e-01	1.625554e+00	6.298370e-10	3.399587e-08
-1.295999999999980e-01	1.625544e+00	6.383856e-10	3.398733e-08
-1.291999999999980e-01	1.625534e+00	6.470467e-10	3.397868e-08
-1.287999999999980e-01	1.625523e+00	6.558217e-10	3.396992e-08
-1.283999999999980e-01	1.625513e+00	6.647119e-10	3.396104e-08
-1.279999999999979e-01	1.625502e+00	6.737187e-10	3.395205e-08
-1.275999999999979e-01	1.625492e+00	6.828434e-10	3.394294e-08
-1.271999999999979e-01	1.625481e+00	6.920876e-10	3.393371e-08
-1.267999999999979e-01	1.625470e+00	7.014525e-10	3.392435e-08
-1.263999999999979e-01	1.625459e+00	7.109396e-10	3.391488e-08
-1.259999999999979e-01	1.625448e+00	7.205505e-10	3.390528e-08
-1.255999999999979e-01	1.625436e+00	7.302863e-10	3.389556e-08
-1.251999999999979e-01	1.625425e+00	7.401488e-10	3.388571e-08
-1.247999999999979e-01	1.625413e+00	7.501393e-10	3.387574e-08
-1.243999999999979e-01	1.625401e+00	7.602594e-10	3.386563e-08
-1.239999999999979e-01	1.625389e+00	7.705105e-10	3.385539e-08
-1.235999999999979e-01	1.625377e+00	7.808942e-10	3.384503e-08
-1.231999999999979e-01	1.625364e+00	7.914120e-10	3.383452e-08
-1.227999999999979e-01	1.625352e+00	8.020654e-10	3.382388e-08
-1.223999999999979e-01	1.625339e+00	8.128559e-10	3.381311e-08
-1.219999999999979e-01	1.625326e+00	8.237853e-10	3.380219e-08
-1.215999999999979e-01	1.625313e+00	8.348550e-10	3.379114e-08
-1.211999999999979e-01	1.625300e+00	8.460665e-10	3.377995e-08
-1.207999999999979e-01	1.625286e+00	8.574216e-10	3.376861e-08
-1.203999999999979e-01	1.625273e+00	8.689219e-10	3.375713e-08
-1.199999999999979e-01	1.625259e+00	8.805690e-10	3.374549e-08
-1.195999999999979e-01	1.625245e+00	8.923644e-10	3.373372e-08
-1.191999999999979e-01	1.625231e+00	9.043100e-10	3.372179e-08
-1.187999999999979e-01	1.625217e+00	9.164073e-10	3.370971e-08
-1.183999999999979e-01	1.625203e+00	9.286580e-10	3.369747e-08
-1.179999999999979e-01	1.625188e+00	9.410639e-10	3.368509e-08
-1.175999999999979e-01	1.625173e+00	9.536266e-10	3.367254e-08
-1.171999999999979e-01	1.625158e+00	9.663479e-10	3.365984e-08
-1.167999999999979e-01	1.625143e+00	9.792295e-10	3.364697e-08
-1.163999999999979e-01	1.625127e+00	9.922730e-10	3.363395e-08
-1.159999999999979e-01	1.625112e+00	1.005480e-09	3.362076e-08
-1.155999999999979e-01	1.625096e+00	1.018853e-09	3.360741e-08
-1.151999999999979e-01	1.625080e+00	1.032394e-09	3.359389e-08
-1.147999999999979e-01	1.625064e+00	1.046103e-09	3.358020e-08
-1.143999999999979e-01	1.625047e+00	1.059983e-09	3.356634e-08
-1.139999999999979e-01	1.625031e+00	1.074036e-09	3.355230e-08
-1.135999999999979e-01	1.625014e+00	1.088264e-09	3.353810e-08
-1.131999999999979e-01	1.624997e+00	1.102668e-09	3.352372e-08
-1.127999999999979e-01	1.624979e+00	1.117250e-09	3.350915e-08
-1.123999999999979e-01	1.624962e+00	1.132013e-09	3.349441e-08
-1.119999999999979e-01	1.624944e+00	1.146957e-09	3.347949e-08
-1.115999999999980e-01	1.624926e+00	1.162086e-09	3.346438e-08
-1.111999999999980e-01	1.624908e+00	1.177400e-09	3.344909e-08
-1.107999999999980e-01	1.624890e+00	1.192901e-09	3.343361e-08
-1.103999999999980e-01	1.624871e+00	1.208593e-09	3.341794e-08
-1.099999999999980e-01	1.624852e+00	1.224476e-09	3.340208e-08
-1.095999999999980e-01	1.624833e+00	1.240552e-09	3.338603e-08
-1.091999999999980e-01	1.624814e+00	1.256824e-09	3.336978e-08
-1.087999999999980e-01	1.624794e+00	1.273293e-09	3.335333e-08
-1.083999999999980e-01	1.624775e+00	1.289961e-09	3.333669e-08
-1.079999999999980e-01	1.624754e+00	1.306831e-09	3.331985e-08
-1.075999999999980e-01	1.624734e+00	1.323904e-09	3.330280e-08
-1.071999999999980e-01	1.624714e+00	1.341182e-09	3.328554e-08
-1.067999999999980e-01	1.624693e+00	1.358668e-09	3.326808e-08
-1.063999999999980e-01	1.624672e+00	1.376362e-09	3.325042e-08
-1.059999999999980e-01	1.624650e+00	1.394268e-09	3.323253e-08
-1.055999999999980e-01	1.624629e+00	1.412388e-09	3.321444e-08
-1.051999999999980e-01	1.624607e+00	1.430723e-09	3.319613e-08
-1.047999999999980e-01	1.624585e+00	1.449275e-09	3.317761e-08
-1.043999999999980e-01	1.624562e+00	1.468046e-09	3.315887e-08
-1.039999999999980e-01	1.624540e+00	1.487039e-09	3.313990e-08
-1.035999999999980e-01	1.624517e+00	1.506256e-09	3.312071e-08
-1.031999999999980e-01	1.624493e+00	1.525698e-09	3.310130e-08
-1.027999999999980e-01	1.624470e+00	1.545368e-09	3.308165e-08
-1.023999999999980e-01	1.624446e+00	1.565268e-09	3.306178e-08
-1.019999999999980e-01	1.624422e+00	1.585400e-09	3.304168e-08
-1.015999999999980e-01	1.624398e+00	1.605765e-09	3.302135e-08
-1.011999999999980e-01	1.624373e+00	1.626367e-09	3.300078e-08
-1.007999999999980e-01	1.624348e+00	1.647207e-09	3.297997e-08
-1.003999999999980e-01	1.624323e+00	1.668287e-09	3.295892e-08
-9.999999999999802e-02	1.624297e+00	1.689609e-09	3.293762e-08
-9.959999999999802e-02	1.624271e+00	1.711176e-09	3.291609e-08
-9.919999999999803e-02	1.624245e+00	1.732990e-09	3.289431e-08
-9.879999999999803e-02	1.624218e+00	1.755052e-09	3.287228e-08
-9.839999999999803e-02	1.624192e+00	1.777365e-09	3.285000e-08
-9.799999999999803e-02	1.624165e+00	1.799932e-09	3.282747e-08
-9.759999999999804e-02	1.624137e+00	1.822753e-09	3.280468e-08
-9.719999999999804e-02	1.624109e+00	1.845831e-09	3.278163e-08
-9.679999999999804e-02	1.624081e+00	1.869169e-09	3.275833e-08
-9.639999999999804e-02	1.624053e+00	1.892769e-09	3.273476e-08
-9.599999999999805e-02	1.624024e+00	1.916632e-09	3.271094e-08
-9.559999999999805e-02	1.623995e+00	1.940761e-09	3.268684e-08
-9.519999999999805e-02	1.623965e+00	1.965158e-09	3.266248e-08
-9.479999999999805e-02	1.623936e+00	1.989825e-09	3.263785e-08
-9.439999999999805e-02	1.623905e+00	2.014763e-09	3.261295e-08
-9.399999999999806e-02	1.623875e+00	2.039977e-09	3.258777e-08
-9.359999999999806e-02	1.623844e+00	2.065466e-09	3.256232e-08
-9.319999999999806e-02	1.623813e+00	2.091235e-09	3.253659e-08
-9.279999999999806e-02	1.623781e+00	2.117283e-09	3.251058e-08
-9.239999999999807e-02	1.623749e+00	2.143615e-09	3.248429e-08
-9.199999999999807e-02	1.623717e+00	2.170232e-09	3.245771e-08
-9.159999999999807e-02	1.623685e+00	2.197135e-09	3.243085e-08
-9.119999999999807e-02	1.623652e+00	2.224328e-09	3.240369e-08
-9.079999999999808e-02	1.623618e+00	2.251812e-09	3.237625e-08
-9.039999999999808e-02	1.623584e+00	2.279589e-09	3.234851e-08
-8.999999999999808e-02	1.623550e+00	2.307662e-09	3.232048e-08
-8.959999999999808e-02	1.623516e+00	2.336032e-09	3.229216e-08
-8.919999999999809e-02	1.623481e+00	2.364702e-09	3.226353e-08
-8.879999999999809e-02	1.623445e+00	2.393673e-09	3.223460e-08
-8.839999999999809e-02	1.623410e+00	2.422948e-09	3.220537e-08
-8.799999999999809e-02	1.623374e+00	2.452529e-09	3.217583e-08
-8.759999999999810e-02	1.623337e+00	2.482417e-09	3.214599e-08
-8.719999999999810e-02	1.623300e+00	2.512615e-09	3.211584e-08
-8.679999999999810e-02	1.623263e+00	2.543126e-09	3.208537e-08
-8.639999999999810e-02	1.623225e+00	2.573949e-09	3.205459e-08
-8.599999999999811e-02	1.623187e+00	2.605089e-09	3.202350e-08
-8.559999999999811e-02	1.623148e+00	2.636547e-09	3.199209e-08
-8.519999999999811e-02	1.623109e+00	2.668324e-09	3.196036e-08
-8.479999999999811e-02	1.623070e+00	2.700423e-09	3.192831e-08
-8.439999999999812e-02	1.623030e+00	2.732846e-09	3.189593e-08
-8.399999999999812e-02	1.622990e+00	2.765595e-09	3.186323e-08
-8.359999999999812e-02	1.622949e+00	2.798671e-09	3.183021e-08
-8.319999999999812e-02	1.622908e+00	2.832076e-09	3.179685e-08
-8.279999999999813e-02	1.622867e+00	2.865813e-09	3.176316e-08
-8.239999999999813e-02	1.622825e+00	2.899883e-09	3.172915e-08
-8.199999999999813e-02	1.622782e+00	2.934288e-09	3.169479e-08
-8.159999999999813e-02	1.622739e+00	2.969031e-09	3.166010e-08
-8.119999999999813e-02	1.622696e+00	3.004111e-09	3.162507e-08
-8.079999999999814e-02	1.622652e+00	3.039533e-09	3.158971e-08
-8.039999999999814e-02	1.622608e+00	3.075297e-09	3.155400e-08
-7.999999999999814e-02	1.622563e+00	3.111404e-09	3.151795e-08
-7.959999999999814e-02	1.622518e+00	3.147858e-09	3.148154e-08
-7.919999999999815e-02	1.622472e+00	3.184660e-09	3.144480e-08
-7.879999999999815e-02	1.622426e+00	3.221810e-09	3.140770e-08
-7.839999999999815e-02	1.622379e+00	3.259312e-09	3.137026e-08
-7.799999999999815e-02	1.622332e+00	3.297166e-09	3.133246e-08
-7.759999999999816e-02	1.622284e+00	3.335375e-09	3.129431e-08
-7.719999999999816e-02	1.622236e+00	3.373940e-09	3.125581e-08
-7.679999999999816e-02	1.622188e+00	3.412862e-09	3.121695e-08
-7.639999999999816e-02	1.622139e+00	3.452143e-09	3.117772e-08
-7.599999999999817e-02	1.622089e+00	3.491784e-09	3.113814e-08
-7.559999999999817e-02	1.622039e+00	3.531788e-09	3.109820e-08
-7.519999999999817e-02	1.621988e+00	3.572156e-09	3.105789e-08
-7.479999999999817e-02	1.621937e+00	3.612888e-09	3.101722e-08
-7.439999999999818e-02	1.621886e+00	3.653988e-09	3.097619e-08
-7.399999999999818e-02	1.621834e+00	3.695455e-09	3.093478e-08
-7.359999999999818e-02	1.621781e+00	3.737291e-09	3.089301e-08
-7.319999999999818e-02	1.621728e+00	3.779498e-09	3.085087e-08
-7.279999999999819e-02	1.621674e+00	3.822078e-09	3.080835e-08
-7.239999999999819e-02	1.621620e+00	3.865031e-09	3.076547e-08
-7.199999999999819e-02	1.621565e+00	3.908358e-09	3.072221e-08
-7.159999999999819e-02	1.621510e+00	3.952061e-09	3.067857e-08
-7.119999999999820e-02	1.621454e+00	3.996141e-09	3.063456e-08
-7.079999999999820e-02	1.621398e+00	4.040600e-09	3.059017e-08
-7.039999999999820e-02	1.621341e+00	4.085437e-09	3.054540e-08
-6.999999999999820e-02	1.621284e+00	4.130656e-09	3.050025e-08
-6.959999999999820e-02	1.621225e+00	4.176256e-09	3.045472e-08
-6.919999999999821e-02	1.621167e+00	4.222239e-09	3.040881e-08
-6.879999999999821e-02	1.621108e+00	4.268605e-09	3.036252e-08
-6.839999999999821e-02	1.621048e+00	4.315356e-09	3.031584e-08
-6.799999999999821e-02	1.620988e+00	4.362493e-09	3.026878e-08
-6.759999999999822e-02	1.620927e+00	4.410016e-09	3.022133e-08
-6.719999999999822e-02	1.620866e+00	4.457926e-09	3.017349e-08
-6.679999999999822e-02	1.620804e+00	4.506225e-09	3.012527e-08
-6.639999999999822e-02	1.620741e+00	4.554913e-09	3.007666e-08
-6.599999999999823e-02	1.620678e+00	4.603991e-09	3.002765e-08
-6.559999999999823e-02	1.620615e+00	4.653459e-09	2.997826e-08
-6.519999999999823e-02	1.620551e+00	4.703319e-09	2.992848e-08
-6.479999999999823e-02	1.620486e+00	4.753570e-09	2.987831e-08
-6.439999999999824e-02	1.620420e+00	4.804214e-09	2.982775e-08
-6.399999999999824e-02	1.620354e+00	4.855252e-09	2.977679e-08
-6.359999999999824e-02	1.620288e+00	4.906683e-09	2.972544e-08
-6.319999999999824e-02	1.620221e+00	4.958508e-09	2.967369e-08
-6.279999999999825e-02	1.620153e+00	5.010727e-09	2.962156e-08
-6.239999999999825e-02	1.620084e+00	5.063342e-09	2.956903e-08
-6.199999999999825e-02	1.620015e+00	5.116353e-09	2.951610e-08
-6.159999999999825e-02	1.619946e+00	5.169759e-09	2.946278e-08
-6.119999999999826e-02	1.619876e+00	5.223562e-09	2.940906e-08
-6.079999999999826e-02	1.619805e+00	5.277760e-09	2.935495e-08
-6.039999999999826e-02	1.619733e+00	5.332355e-09	2.930044e-08
-5.999999999999826e-02	1.619661e+00	5.387348e-09	2.924554e-08
-5.959999999999827e-02	1.619588e+00	5.442737e-09	2.919024e-08
-5.919999999999827e-02	1.619515e+00	5.498523e-09	2.913454e-08
-5.879999999999827e-02	1.619441e+00	5.554707e-09	2.907844e-08
-5.839999999999827e-02	1.619367e+00	5.611287e-09	2.902195e-08
-5.799999999999828e-02	1.619291e+00	5.668265e-09	2.896507e-08
-5.759999999999828e-02	1.619216e+00	5.725640e-09	2.890779e-08
-5.719999999999828e-02	1.619139e+00	5.783412e-09	2.885011e-08
-5.679999999999828e-02	1.619062e+00	5.841581e-09	2.879203e-08
-5.639999999999828e-02	1.618984e+00	5.900146e-09	2.873356e-08
-5.599999999999829e-02	1.618906e+00	5.959108e-09	2.867470e-08
-5.559999999999829e-02	1.618827e+00	6.018466e-09	2.861544e-08
-5.519999999999829e-02	1.618747e+00	6.078219e-09	2.855578e-08
-5.479999999999829e-02	1.618667e+00	6.138368e-09	2.849573e-08
-5.439999999999830e-02	1.618586e+00	6.198912e-09	2.843528e-08
-5.399999999999830e-02	1.618504e+00	6.259851e-09	2.837444e-08
-5.359999999999830e-02	1.618421e+00	6.321184e-09	2.831321e-08
-5.319999999999830e-02	1.618338e+00	6.382910e-09	2.825159e-08
-5.279999999999831e-02	1.618255e+00	6.445029e-09	2.818957e-08
-5.239999999999831e-02	1.618170e+00	6.507540e-09	2.812716e-08
-5.199999999999831e-02	1.618085e+00	6.570443e-09	2.806436e-08
-5.159999999999831e-02	1.618000e+00	6.633737e-09	2.800117e-08
-5.119999999999832e-02	1.617913e+00	6.697421e-09	2.793759e-08
-5.079999999999832e-02	1.617826e+00	6.761495e-09	2.787363e-08
-5.039999999999832e-02	1.617738e+00	6.825957e-09	2.780927e-08
-4.999999999999832e-02	1.617650e+00	6.890806e-09	2.774453e-08
-4.959999999999833e-02	1.617561e+00	6.956042e-09	2.767940e-08
-4.919999999999833e-02	1.617471e+00	7.021665e-09	2.761389e-08
-4.879999999999833e-02	1.617381e+00	7.087671e-09	2.754799e-08
-4.839999999999833e-02	1.617289e+00	7.154061e-09	2.748171e-08
-4.799999999999834e-02	1.617198e+00	7.220834e-09	2.741505e-08
-4.759999999999834e-02	1.617105e+00	7.287988e-09	2.734801e-08
-4.719999999999834e-02	1.617012e+00	7.355522e-09	2.728059e-08
-4.679999999999834e-02	1.616918e+00	7.423434e-09	2.721279e-08
-4.639999999999835e-02	1.616823e+00	7.491725e-09	2.714462e-08
-4.599999999999835e-02	1.616728e+00	7.560391e-09	2.707607e-08
-4.559999999999835e-02	1.616632e+00	7.629433e-09	2.700714e-08
