vdm	V(n001)	I(V1)	I(V2)	I(V3)
-1.527999999999987e-01	3.444947e+00	2.896604e-10	0.000000e+00	3.178658e-08
-1.523999999999986e-01	3.444942e+00	2.934873e-10	0.000000e+00	3.178276e-08
-1.519999999999986e-01	3.444938e+00	2.973653e-10	0.000000e+00	3.177889e-08
-1.515999999999986e-01	3.444933e+00	3.012949e-10	0.000000e+00	3.177497e-08
-1.511999999999986e-01	3.444928e+00	3.052767e-10	0.000000e+00	3.177099e-08
-1.507999999999986e-01	3.444923e+00	3.093116e-10	0.000000e+00	3.176697e-08
-1.503999999999986e-01	3.444919e+00	3.134001e-10	0.000000e+00	3.176289e-08
-1.499999999999986e-01	3.444914e+00	3.175430e-10	0.000000e+00	3.175876e-08
-1.495999999999986e-01	3.444909e+00	3.217409e-10	0.000000e+00	3.175456e-08
-1.491999999999986e-01	3.444904e+00	3.259945e-10	0.000000e+00	3.175032e-08
-1.487999999999985e-01	3.444899e+00	3.303046e-10	0.000000e+00	3.174602e-08
-1.483999999999985e-01	3.444893e+00	3.346718e-10	0.000000e+00	3.174166e-08
-1.479999999999985e-01	3.444888e+00	3.390969e-10	0.000000e+00	3.173724e-08
-1.475999999999985e-01	3.444883e+00	3.435806e-10	0.000000e+00	3.173277e-08
-1.471999999999985e-01	3.444877e+00	3.481236e-10	0.000000e+00	3.172823e-08
-1.467999999999985e-01	3.444872e+00	3.527268e-10	0.000000e+00	3.172364e-08
-1.463999999999985e-01	3.444866e+00	3.573908e-10	0.000000e+00	3.171899e-08
-1.459999999999985e-01	3.444861e+00	3.621165e-10	0.000000e+00	3.171427e-08
-1.455999999999985e-01	3.444855e+00	3.669046e-10	0.000000e+00	3.170949e-08
-1.451999999999984e-01	3.444849e+00	3.717558e-10	0.000000e+00	3.170465e-08
-1.447999999999984e-01	3.444843e+00	3.766711e-10	0.000000e+00	3.169974e-08
-1.443999999999984e-01	3.444837e+00	3.816511e-10	0.000000e+00	3.169477e-08
-1.439999999999984e-01	3.444831e+00	3.866968e-10	0.000000e+00	3.168974e-08
-1.435999999999984e-01	3.444825e+00	3.918089e-10	0.000000e+00	3.168464e-08
-1.431999999999984e-01	3.444819e+00	3.969882e-10	0.000000e+00	3.167947e-08
-1.427999999999984e-01	3.444813e+00	4.022356e-10	0.000000e+00	3.167423e-08
-1.423999999999984e-01	3.444807e+00	4.075520e-10	0.000000e+00	3.166892e-08
-1.419999999999983e-01	3.444800e+00	4.129382e-10	0.000000e+00	3.166355e-08
-1.415999999999983e-01	3.444794e+00	4.183950e-10	0.000000e+00	3.165810e-08
-1.411999999999983e-01	3.444787e+00	4.239234e-10	0.000000e+00	3.165258e-08
-1.407999999999983e-01	3.444780e+00	4.295242e-10	0.000000e+00	3.164699e-08
-1.403999999999983e-01	3.444774e+00	4.351983e-10	0.000000e+00	3.164133e-08
-1.399999999999983e-01	3.444767e+00	4.409467e-10	0.000000e+00	3.163559e-08
-1.395999999999983e-01	3.444760e+00	4.467702e-10	0.000000e+00	3.162978e-08
-1.391999999999983e-01	3.444753e+00	4.526698e-10	0.000000e+00	3.162389e-08
-1.387999999999983e-01	3.444746e+00	4.586463e-10	0.000000e+00	3.161793e-08
-1.383999999999982e-01	3.444738e+00	4.647009e-10	0.000000e+00	3.161189e-08
-1.379999999999982e-01	3.444731e+00	4.708343e-10	0.000000e+00	3.160577e-08
-1.375999999999982e-01	3.444724e+00	4.770476e-10	0.000000e+00	3.159957e-08
-1.371999999999982e-01	3.444716e+00	4.833418e-10	0.000000e+00	3.159328e-08
-1.367999999999982e-01	3.444709e+00	4.897178e-10	0.000000e+00	3.158692e-08
-1.363999999999982e-01	3.444701e+00	4.961765e-10	0.000000e+00	3.158047e-08
-1.359999999999982e-01	3.444693e+00	5.027192e-10	0.000000e+00	3.157394e-08
-1.355999999999982e-01	3.444685e+00	5.093467e-10	0.000000e+00	3.156733e-08
-1.351999999999982e-01	3.444677e+00	5.160600e-10	0.000000e+00	3.156063e-08
-1.347999999999981e-01	3.444669e+00	5.228603e-10	0.000000e+00	3.155384e-08
-1.343999999999981e-01	3.444661e+00	5.297485e-10	0.000000e+00	3.154697e-08
-1.339999999999981e-01	3.444652e+00	5.367258e-10	0.000000e+00	3.154000e-08
-1.335999999999981e-01	3.444644e+00	5.437931e-10	0.000000e+00	3.153295e-08
-1.331999999999981e-01	3.444635e+00	5.509516e-10	0.000000e+00	3.152580e-08
-1.327999999999981e-01	3.444627e+00	5.582024e-10	0.000000e+00	3.151857e-08
-1.323999999999981e-01	3.444618e+00	5.655465e-10	0.000000e+00	3.151124e-08
-1.319999999999981e-01	3.444609e+00	5.729850e-10	0.000000e+00	3.150382e-08
-1.315999999999981e-01	3.444600e+00	5.805192e-10	0.000000e+00	3.149630e-08
-1.311999999999980e-01	3.444591e+00	5.881501e-10	0.000000e+00	3.148868e-08
-1.307999999999980e-01	3.444582e+00	5.958789e-10	0.000000e+00	3.148097e-08
-1.303999999999980e-01	3.444572e+00	6.037068e-10	0.000000e+00	3.147316e-08
-1.299999999999980e-01	3.444563e+00	6.116347e-10	0.000000e+00	3.146524e-08
-1.295999999999980e-01	3.444553e+00	6.196641e-10	0.000000e+00	3.145723e-08
-1.291999999999980e-01	3.444543e+00	6.277960e-10	0.000000e+00	3.144912e-08
-1.287999999999980e-01	3.444534e+00	6.360317e-10	0.000000e+00	3.144089e-08
-1.283999999999980e-01	3.444524e+00	6.443724e-10	0.000000e+00	3.143257e-08
-1.279999999999979e-01	3.444513e+00	6.528193e-10	0.000000e+00	3.142414e-08
-1.275999999999979e-01	3.444503e+00	6.613736e-10	0.000000e+00	3.141560e-08
-1.271999999999979e-01	3.444493e+00	6.700366e-10	0.000000e+00	3.140696e-08
-1.267999999999979e-01	3.444482e+00	6.788096e-10	0.000000e+00	3.139820e-08
-1.263999999999979e-01	3.444472e+00	6.876937e-10	0.000000e+00	3.138933e-08
-1.259999999999979e-01	3.444461e+00	6.966903e-10	0.000000e+00	3.138036e-08
-1.255999999999979e-01	3.444450e+00	7.058008e-10	0.000000e+00	3.137126e-08
-1.251999999999979e-01	3.444439e+00	7.150263e-10	0.000000e+00	3.136206e-08
-1.247999999999979e-01	3.444427e+00	7.243681e-10	0.000000e+00	3.135273e-08
-1.243999999999979e-01	3.444416e+00	7.338278e-10	0.000000e+00	3.134329e-08
-1.239999999999979e-01	3.444405e+00	7.434064e-10	0.000000e+00	3.133373e-08
-1.235999999999979e-01	3.444393e+00	7.531056e-10	0.000000e+00	3.132405e-08
-1.231999999999979e-01	3.444381e+00	7.629264e-10	0.000000e+00	3.131425e-08
-1.227999999999979e-01	3.444369e+00	7.728705e-10	0.000000e+00	3.130433e-08
-1.223999999999979e-01	3.444357e+00	7.829390e-10	0.000000e+00	3.129428e-08
-1.219999999999979e-01	3.444345e+00	7.931335e-10	0.000000e+00	3.128411e-08
-1.215999999999979e-01	3.444332e+00	8.034553e-10	0.000000e+00	3.127380e-08
-1.211999999999979e-01	3.444320e+00	8.139059e-10	0.000000e+00	3.126337e-08
-1.207999999999979e-01	3.444307e+00	8.244866e-10	0.000000e+00	3.125281e-08
-1.203999999999979e-01	3.444294e+00	8.351990e-10	0.000000e+00	3.124212e-08
-1.199999999999979e-01	3.444281e+00	8.460445e-10	0.000000e+00	3.123130e-08
-1.195999999999979e-01	3.444268e+00	8.570245e-10	0.000000e+00	3.122034e-08
-1.191999999999979e-01	3.444255e+00	8.681406e-10	0.000000e+00	3.120925e-08
-1.187999999999979e-01	3.444241e+00	8.793941e-10	0.000000e+00	3.119802e-08
-1.183999999999979e-01	3.444227e+00	8.907866e-10	0.000000e+00	3.118664e-08
-1.179999999999979e-01	3.444213e+00	9.023197e-10	0.000000e+00	3.117514e-08
-1.175999999999979e-01	3.444199e+00	9.139948e-10	0.000000e+00	3.116348e-08
-1.171999999999979e-01	3.444185e+00	9.258135e-10	0.000000e+00	3.115169e-08
-1.167999999999979e-01	3.444171e+00	9.377773e-10	0.000000e+00	3.113975e-08
-1.163999999999979e-01	3.444156e+00	9.498878e-10	0.000000e+00	3.112766e-08
-1.159999999999979e-01	3.444141e+00	9.621466e-10	0.000000e+00	3.111543e-08
-1.155999999999979e-01	3.444126e+00	9.745551e-10	0.000000e+00	3.110305e-08
-1.151999999999979e-01	3.444111e+00	9.871151e-10	0.000000e+00	3.109051e-08
-1.147999999999979e-01	3.444096e+00	9.998280e-10	0.000000e+00	3.107782e-08
-1.143999999999979e-01	3.444080e+00	1.012696e-09	0.000000e+00	3.106498e-08
-1.139999999999979e-01	3.444064e+00	1.025719e-09	0.000000e+00	3.105198e-08
-1.135999999999979e-01	3.444048e+00	1.038901e-09	0.000000e+00	3.103883e-08
-1.131999999999979e-01	3.444032e+00	1.052242e-09	0.000000e+00	3.102551e-08
-1.127999999999979e-01	3.444016e+00	1.065745e-09	0.000000e+00	3.101204e-08
-1.123999999999979e-01	3.443999e+00	1.079410e-09	0.000000e+00	3.099840e-08
-1.119999999999979e-01	3.443983e+00	1.093240e-09	0.000000e+00	3.098460e-08
-1.115999999999980e-01	3.443966e+00	1.107236e-09	0.000000e+00	3.097063e-08
-1.111999999999980e-01	3.443949e+00	1.121400e-09	0.000000e+00	3.095649e-08
-1.107999999999980e-01	3.443931e+00	1.135733e-09	0.000000e+00	3.094219e-08
-1.103999999999980e-01	3.443913e+00	1.150238e-09	0.000000e+00	3.092771e-08
-1.099999999999980e-01	3.443896e+00	1.164916e-09	0.000000e+00	3.091306e-08
-1.095999999999980e-01	3.443878e+00	1.179768e-09	0.000000e+00	3.089824e-08
-1.091999999999980e-01	3.443859e+00	1.194797e-09	0.000000e+00	3.088324e-08
-1.087999999999980e-01	3.443841e+00	1.210005e-09	0.000000e+00	3.086807e-08
-1.083999999999980e-01	3.443822e+00	1.225392e-09	0.000000e+00	3.085271e-08
-1.079999999999980e-01	3.443803e+00	1.240962e-09	0.000000e+00	3.083717e-08
-1.075999999999980e-01	3.443784e+00	1.256714e-09	0.000000e+00	3.082145e-08
-1.071999999999980e-01	3.443765e+00	1.272653e-09	0.000000e+00	3.080554e-08
-1.067999999999980e-01	3.443745e+00	1.288778e-09	0.000000e+00	3.078945e-08
-1.063999999999980e-01	3.443725e+00	1.305093e-09	0.000000e+00	3.077317e-08
-1.059999999999980e-01	3.443705e+00	1.321598e-09	0.000000e+00	3.075670e-08
-1.055999999999980e-01	3.443685e+00	1.338296e-09	0.000000e+00	3.074003e-08
-1.051999999999980e-01	3.443664e+00	1.355188e-09	0.000000e+00	3.072318e-08
-1.047999999999980e-01	3.443643e+00	1.372277e-09	0.000000e+00	3.070612e-08
-1.043999999999980e-01	3.443622e+00	1.389564e-09	0.000000e+00	3.068887e-08
-1.039999999999980e-01	3.443601e+00	1.407050e-09	0.000000e+00	3.067142e-08
-1.035999999999980e-01	3.443579e+00	1.424739e-09	0.000000e+00	3.065377e-08
-1.031999999999980e-01	3.443558e+00	1.442632e-09	0.000000e+00	3.063591e-08
-1.027999999999980e-01	3.443535e+00	1.460730e-09	0.000000e+00	3.061785e-08
-1.023999999999980e-01	3.443513e+00	1.479035e-09	0.000000e+00	3.059958e-08
-1.019999999999980e-01	3.443490e+00	1.497550e-09	0.000000e+00	3.058110e-08
-1.015999999999980e-01	3.443467e+00	1.516277e-09	0.000000e+00	3.056241e-08
-1.011999999999980e-01	3.443444e+00	1.535216e-09	0.000000e+00	3.054351e-08
-1.007999999999980e-01	3.443421e+00	1.554371e-09	0.000000e+00	3.052439e-08
-1.003999999999980e-01	3.443397e+00	1.573743e-09	0.000000e+00	3.050506e-08
-9.999999999999802e-02	3.443373e+00	1.593333e-09	0.000000e+00	3.048551e-08
-9.959999999999802e-02	3.443349e+00	1.613145e-09	0.000000e+00	3.046574e-08
-9.919999999999803e-02	3.443324e+00	1.633179e-09	0.000000e+00	3.044575e-08
-9.879999999999803e-02	3.443299e+00	1.653438e-09	0.000000e+00	3.042553e-08
-9.839999999999803e-02	3.443274e+00	1.673924e-09	0.000000e+00	3.040508e-08
-9.799999999999803e-02	3.443249e+00	1.694638e-09	0.000000e+00	3.038441e-08
-9.759999999999804e-02	3.443223e+00	1.715583e-09	0.000000e+00	3.036351e-08
-9.719999999999804e-02	3.443197e+00	1.736760e-09	0.000000e+00	3.034238e-08
-9.679999999999804e-02	3.443170e+00	1.758172e-09	0.000000e+00	3.032101e-08
-9.639999999999804e-02	3.443144e+00	1.779820e-09	0.000000e+00	3.029940e-08
-9.599999999999805e-02	3.443117e+00	1.801706e-09	0.000000e+00	3.027756e-08
-9.559999999999805e-02	3.443089e+00	1.823833e-09	0.000000e+00	3.025548e-08
-9.519999999999805e-02	3.443062e+00	1.846202e-09	0.000000e+00	3.023316e-08
-9.479999999999805e-02	3.443034e+00	1.868816e-09	0.000000e+00	3.021059e-08
-9.439999999999805e-02	3.443006e+00	1.891675e-09	0.000000e+00	3.018778e-08
-9.399999999999806e-02	3.442977e+00	1.914783e-09	0.000000e+00	3.016472e-08
-9.359999999999806e-02	3.442948e+00	1.938140e-09	0.000000e+00	3.014141e-08
