vdm	V(n001)	I(V1)	I(V2)	I(V3)
-8.759999999999810e-02	3.530735e+00	3.869465e-08	0.000000e+00	1.805056e-07
-8.719999999999810e-02	3.530642e+00	3.895213e-08	0.000000e+00	1.802489e-07
-8.679999999999810e-02	3.530548e+00	3.921048e-08	0.000000e+00	1.799914e-07
-8.639999999999810e-02	3.530454e+00	3.946971e-08	0.000000e+00	1.797330e-07
-8.599999999999811e-02	3.530360e+00	3.972980e-08	0.000000e+00	1.794737e-07
-8.559999999999811e-02	3.530265e+00	3.999076e-08	0.000000e+00	1.792136e-07
-8.519999999999811e-02	3.530170e+00	4.025258e-08	0.000000e+00	1.789526e-07
-8.479999999999811e-02	3.530075e+00	4.051526e-08	0.000000e+00	1.786907e-07
-8.439999999999812e-02	3.529979e+00	4.077880e-08	0.000000e+00	1.784280e-07
-8.399999999999812e-02	3.529882e+00	4.104319e-08	0.000000e+00	1.781645e-07
-8.359999999999812e-02	3.529786e+00	4.130844e-08	0.000000e+00	1.779001e-07
-8.319999999999812e-02	3.529689e+00	4.157453e-08	0.000000e+00	1.776348e-07
-8.279999999999813e-02	3.529591e+00	4.184146e-08	0.000000e+00	1.773687e-07
-8.239999999999813e-02	3.529493e+00	4.210925e-08	0.000000e+00	1.771018e-07
-8.199999999999813e-02	3.529395e+00	4.237786e-08	0.000000e+00	1.768340e-07
-8.159999999999813e-02	3.529296e+00	4.264732e-08	0.000000e+00	1.765654e-07
-8.119999999999813e-02	3.529197e+00	4.291761e-08	0.000000e+00	1.762960e-07
-8.079999999999814e-02	3.529097e+00	4.318872e-08	0.000000e+00	1.760257e-07
-8.039999999999814e-02	3.528997e+00	4.346067e-08	0.000000e+00	1.757547e-07
-7.999999999999814e-02	3.528897e+00	4.373343e-08	0.000000e+00	1.754828e-07
-7.959999999999814e-02	3.528796e+00	4.400702e-08	0.000000e+00	1.752100e-07
-7.919999999999815e-02	3.528695e+00	4.428143e-08	0.000000e+00	1.749365e-07
-7.879999999999815e-02	3.528594e+00	4.455665e-08	0.000000e+00	1.746622e-07
-7.839999999999815e-02	3.528492e+00	4.483268e-08	0.000000e+00	1.743870e-07
-7.799999999999815e-02	3.528390e+00	4.510951e-08	0.000000e+00	1.741111e-07
-7.759999999999816e-02	3.528287e+00	4.538715e-08	0.000000e+00	1.738343e-07
-7.719999999999816e-02	3.528184e+00	4.566560e-08	0.000000e+00	1.735568e-07
-7.679999999999816e-02	3.528080e+00	4.594484e-08	0.000000e+00	1.732785e-07
-7.639999999999816e-02	3.527977e+00	4.622487e-08	0.000000e+00	1.729993e-07
-7.599999999999817e-02	3.527872e+00	4.650569e-08	0.000000e+00	1.727194e-07
-7.559999999999817e-02	3.527767e+00	4.678731e-08	0.000000e+00	1.724387e-07
-7.519999999999817e-02	3.527662e+00	4.706970e-08	0.000000e+00	1.721572e-07
-7.479999999999817e-02	3.527557e+00	4.735288e-08	0.000000e+00	1.718749e-07
-7.439999999999818e-02	3.527451e+00	4.763683e-08	0.000000e+00	1.715919e-07
