#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A189EA
#Date Time: 2024-04-21 20:08:07.722
#Sample rate: 160000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: -1.51 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: -1.506 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 100 Hz
#Period: 10 ms
#Amplitude: 2.1 V
#Offset: 1.5 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.02152547635445363,-0.6200199096053571,0.4921620114029355
-0.02151922635445363,-0.6200199096053555,0.4921620114029355
-0.02151297635445363,-0.6163638300558063,0.4921620114029355
-0.02150672635445363,-0.6200199096053571,0.4884857825848479
-0.02150047635445363,-0.6163638300558063,0.4921620114029355
-0.02149422635445363,-0.6163638300558063,0.4921620114029355
-0.02148797635445363,-0.6163638300558063,0.4884857825848479
-0.02148172635445363,-0.6163638300558063,0.4884857825848479
-0.02147547635445363,-0.6200199096053571,0.4884857825848479
-0.02146922635445363,-0.6163638300558063,0.4884857825848479
-0.02146297635445363,-0.6163638300558063,0.4884857825848479
-0.02145672635445363,-0.6163638300558063,0.4884857825848479
-0.02145047635445363,-0.6163638300558063,0.4884857825848479
-0.02144422635445363,-0.6163638300558063,0.4921620114029355
-0.02143797635445363,-0.6163638300558063,0.4884857825848479
-0.02143172635445363,-0.6163638300558063,0.4884857825848479
-0.02142547635445363,-0.6163638300558063,0.4848095537667603
-0.02141922635445363,-0.6163638300558063,0.4848095537667603
-0.02141297635445363,-0.6163638300558063,0.4921620114029355
-0.02140672635445363,-0.6163638300558063,0.4884857825848479
-0.02140047635445363,-0.6163638300558063,0.4921620114029355
-0.02139422635445362,-0.6200199096053555,0.4884857825848462
-0.02138797635445363,-0.6163638300558063,0.4848095537667603
-0.02138172635445363,-0.6163638300558063,0.4884857825848479
-0.02137547635445363,-0.6163638300558063,0.4848095537667603
-0.02136922635445363,-0.6163638300558063,0.4848095537667603
-0.02136297635445362,-0.6200199096053555,0.4848095537667619
-0.02135672635445363,-0.6163638300558063,0.4884857825848479
-0.02135047635445363,-0.6200199096053571,0.4848095537667603
-0.02134422635445363,-0.6200199096053571,0.4848095537667603
-0.02133797635445363,-0.6163638300558063,0.4884857825848479
-0.02133172635445362,-0.6163638300558063,0.4848095537667603
-0.02132547635445363,-0.6163638300558063,0.4848095537667603
-0.02131922635445363,-0.6163638300558063,0.4811333249486727
-0.02131297635445363,-0.6163638300558063,0.4848095537667603
-0.02130672635445363,-0.6163638300558063,0.4848095537667603
-0.02130047635445363,-0.6127077505062571,0.4848095537667603
-0.02129422635445363,-0.6163638300558063,0.4848095537667603
-0.02128797635445363,-0.6200199096053571,0.4811333249486727
-0.02128172635445363,-0.6200199096053571,0.4848095537667603
-0.02127547635445363,-0.6163638300558063,0.4848095537667603
-0.02126922635445363,-0.6163638300558063,0.4811333249486743
-0.02126297635445363,-0.6200199096053571,0.4848095537667603
-0.02125672635445363,-0.6200199096053571,0.4848095537667603
-0.02125047635445363,-0.6200199096053571,0.4848095537667603
-0.02124422635445363,-0.6163638300558063,0.4848095537667603
-0.02123797635445363,-0.6163638300558063,0.4848095537667603
-0.02123172635445363,-0.6163638300558063,0.4848095537667603
-0.02122547635445363,-0.6200199096053571,0.4848095537667603
-0.02121922635445363,-0.6163638300558063,0.4848095537667603
-0.02121297635445363,-0.6163638300558063,0.4811333249486727
-0.02120672635445363,-0.6127077505062571,0.4811333249486727
-0.02120047635445363,-0.6163638300558063,0.4811333249486727
-0.02119422635445363,-0.6163638300558063,0.4811333249486727
